avg_price_per_room,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,agent,company,days_in_waiting_list,customer_type,required_car_parking_spaces,total_of_special_requests,arrival_date,arrival_date_num,near_christmas,near_new_years,historical_adr
249.0,0,0,2,2,0,0,bed_and_breakfast,cn,direct,direct,0,0,0,g,g,0,alexander_drake,not_applicable,0,transient,0,0,2016-07-26,2016.5655737704917,0,0,144.11955533341202
115.2,140,0,3,2,0,0,bed_and_breakfast,prt,offline_travel_agent,ta_to,0,0,0,d,d,0,michael_mcdole,not_applicable,0,transient,0,0,2016-07-26,2016.5655737704917,0,0,144.11955533341202
115.2,140,0,3,2,0,0,bed_and_breakfast,prt,offline_travel_agent,ta_to,0,0,0,d,d,0,michael_mcdole,not_applicable,0,transient,0,0,2016-07-26,2016.5655737704917,0,0,144.11955533341202
276.0,1,0,3,3,1,0,bed_and_breakfast,esp,online_travel_agent,ta_to,0,0,0,h,h,0,devin_rivera_borrego,not_applicable,0,transient,0,0,2016-07-26,2016.5655737704917,0,0,144.11955533341202
212.0,190,0,4,2,2,0,bed_and_breakfast,prt,online_travel_agent,ta_to,0,0,0,g,g,0,devin_rivera_borrego,not_applicable,0,transient,1,0,2016-07-26,2016.5655737704917,0,0,144.11955533341202
220.5,83,0,4,2,0,0,no_meal_package,prt,online_travel_agent,ta_to,0,0,0,d,d,1,devin_rivera_borrego,not_applicable,0,transient,1,1,2016-07-26,2016.5655737704917,0,0,144.11955533341202
162.15,121,0,4,3,0,0,bed_and_breakfast,prt,online_travel_agent,ta_to,0,0,0,a,a,0,charles_najera,not_applicable,0,transient,0,1,2016-07-26,2016.5655737704917,0,0,144.11955533341202
213.75,92,0,4,2,0,0,bed_and_breakfast,usa,online_travel_agent,ta_to,0,0,0,d,d,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-26,2016.5655737704917,0,0,144.11955533341202
162.0,124,0,5,2,0,0,bed_and_breakfast,prt,direct,direct,0,0,0,a,a,2,alexander_drake,not_applicable,0,transient,0,0,2016-07-26,2016.5655737704917,0,0,144.11955533341202
196.0,4,1,5,2,0,0,bed_and_breakfast,irl,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-26,2016.5655737704917,0,0,144.11955533341202
180.0,0,1,5,2,0,0,bed_and_breakfast,usa,direct,direct,0,0,0,a,a,0,not_applicable,not_applicable,0,transient,0,0,2016-07-26,2016.5655737704917,0,0,144.11955533341202
237.67,5,1,5,2,0,0,breakfast_and_one_other_meal,prt,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,1,1,2016-07-26,2016.5655737704917,0,0,144.11955533341202
114.2,179,2,5,2,0,0,breakfast_and_one_other_meal,gbr,offline_travel_agent,ta_to,0,0,0,a,a,1,jawhara_al_azad,not_applicable,0,contract,0,1,2016-07-26,2016.5655737704917,0,0,144.11955533341202
132.36,192,2,5,2,0,0,bed_and_breakfast,irl,direct,direct,0,0,0,d,d,0,alexander_drake,not_applicable,0,transient,0,0,2016-07-26,2016.5655737704917,0,0,144.11955533341202
193.8,113,2,5,2,0,0,bed_and_breakfast,usa,direct,direct,0,0,0,e,e,0,alexander_drake,not_applicable,0,transient,0,2,2016-07-26,2016.5655737704917,0,0,144.11955533341202
181.8,113,2,5,2,0,0,bed_and_breakfast,usa,direct,direct,0,0,0,e,e,0,alexander_drake,not_applicable,0,transient,0,2,2016-07-26,2016.5655737704917,0,0,144.11955533341202
151.64,342,2,8,3,0,0,bed_and_breakfast,gbr,offline_travel_agent,ta_to,0,0,0,a,e,1,cynthia_worsley,not_applicable,0,contract,0,1,2016-07-26,2016.5655737704917,0,0,144.11955533341202
128.0,301,2,5,2,0,0,bed_and_breakfast,irl,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,2,2016-07-27,2016.568306010929,0,0,145.47667121360166
165.0,147,2,6,2,0,0,breakfast_and_one_other_meal,prt,direct,direct,0,0,0,e,e,0,not_applicable,not_applicable,0,transient,1,3,2016-07-27,2016.568306010929,0,0,145.47667121360166
165.0,147,1,4,2,0,1,breakfast_and_one_other_meal,null,direct,direct,0,0,0,e,e,1,not_applicable,not_applicable,0,transient,0,4,2016-07-27,2016.568306010929,0,0,145.47667121360166
179.0,22,0,2,2,0,0,bed_and_breakfast,prt,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-27,2016.568306010929,0,0,145.47667121360166
231.0,37,0,3,2,0,0,bed_and_breakfast,esp,direct,direct,0,0,0,f,g,0,alexander_drake,not_applicable,0,transient,1,0,2016-07-27,2016.568306010929,0,0,145.47667121360166
219.0,79,0,3,2,0,0,bed_and_breakfast,deu,direct,direct,0,0,0,f,f,0,alexander_drake,not_applicable,0,transient,1,0,2016-07-27,2016.568306010929,0,0,145.47667121360166
208.5,32,0,4,2,0,0,bed_and_breakfast,prt,online_travel_agent,ta_to,0,0,0,d,f,0,devin_rivera_borrego,not_applicable,0,transient,0,0,2016-07-27,2016.568306010929,0,0,145.47667121360166
152.0,181,0,4,2,0,0,bed_and_breakfast,esp,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-27,2016.568306010929,0,0,145.47667121360166
186.1,210,1,4,2,1,0,bed_and_breakfast,swe,online_travel_agent,ta_to,0,0,0,e,e,1,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-27,2016.568306010929,0,0,145.47667121360166
195.0,6,1,4,2,0,0,bed_and_breakfast,gbr,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient_party,0,0,2016-07-27,2016.568306010929,0,0,145.47667121360166
207.0,6,1,4,2,0,0,bed_and_breakfast,are,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient_party,0,0,2016-07-27,2016.568306010929,0,0,145.47667121360166
212.5,147,1,4,2,1,0,bed_and_breakfast,ago,online_travel_agent,ta_to,0,0,0,e,e,1,devin_rivera_borrego,not_applicable,0,transient,0,2,2016-07-27,2016.568306010929,0,0,145.47667121360166
180.0,1,1,4,1,0,0,bed_and_breakfast,are,direct,direct,0,0,0,a,d,3,not_applicable,not_applicable,0,transient,0,0,2016-07-27,2016.568306010929,0,0,145.47667121360166
140.0,181,2,4,2,0,0,bed_and_breakfast,gbr,online_travel_agent,ta_to,0,0,0,a,a,0,jawaad_el_shahid,not_applicable,0,transient,0,1,2016-07-27,2016.568306010929,0,0,145.47667121360166
233.0,149,2,4,3,0,0,breakfast_and_one_other_meal,che,online_travel_agent,ta_to,0,0,0,a,a,1,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-27,2016.568306010929,0,0,145.47667121360166
164.0,338,2,5,2,2,0,bed_and_breakfast,gbr,offline_travel_agent,ta_to,0,0,0,c,c,1,lia_nauth,not_applicable,0,transient,0,0,2016-07-27,2016.568306010929,0,0,145.47667121360166
100.8,174,2,5,2,0,0,bed_and_breakfast,prt,offline_travel_agent,ta_to,0,0,0,a,a,0,lia_nauth,not_applicable,0,transient,0,0,2016-07-27,2016.568306010929,0,0,145.47667121360166
178.46,137,2,5,1,0,0,bed_and_breakfast,bel,direct,direct,0,0,0,e,e,0,alexander_drake,not_applicable,0,transient,0,0,2016-07-27,2016.568306010929,0,0,145.47667121360166
115.05,188,2,5,2,0,0,bed_and_breakfast,gbr,offline_travel_agent,ta_to,0,0,0,e,e,0,cynthia_worsley,not_applicable,0,contract,0,1,2016-07-27,2016.568306010929,0,0,145.47667121360166
113.05,188,2,5,2,0,0,bed_and_breakfast,prt,offline_travel_agent,ta_to,0,0,0,e,e,0,cynthia_worsley,not_applicable,0,contract,0,1,2016-07-27,2016.568306010929,0,0,145.47667121360166
187.57,23,2,5,2,0,0,bed_and_breakfast,hun,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-27,2016.568306010929,0,0,145.47667121360166
102.51,147,2,5,2,0,0,bed_and_breakfast,gbr,offline_travel_agent,ta_to,0,0,0,a,a,0,ramalaan_al_musa,not_applicable,0,transient,0,0,2016-07-27,2016.568306010929,0,0,145.47667121360166
128.0,301,2,5,2,0,0,bed_and_breakfast,irl,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,2,2016-07-27,2016.568306010929,0,0,145.47667121360166
200.29,126,2,5,2,0,0,bed_and_breakfast,esp,online_travel_agent,ta_to,0,0,0,d,d,0,devin_rivera_borrego,not_applicable,0,transient,0,0,2016-07-27,2016.568306010929,0,0,145.47667121360166
115.2,180,2,8,2,0,0,bed_and_breakfast,irl,offline_travel_agent,ta_to,0,0,0,d,d,0,kayce_brown,not_applicable,0,transient,0,1,2016-07-27,2016.568306010929,0,0,145.47667121360166
136.0,292,2,3,1,0,0,bed_and_breakfast,irl,direct,direct,0,0,0,d,d,2,alexander_drake,not_applicable,0,transient,0,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
128.0,322,2,4,2,0,0,bed_and_breakfast,gbr,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-28,2016.5710382513662,0,0,146.86593111405648
113.05,159,3,8,2,0,0,bed_and_breakfast,pol,offline_travel_agent,ta_to,0,0,0,e,e,1,betzy_rodriguez,not_applicable,0,transient,0,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
113.05,159,3,8,2,0,0,bed_and_breakfast,pol,offline_travel_agent,ta_to,0,0,0,e,e,1,betzy_rodriguez,not_applicable,0,transient,0,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
132.17,292,4,9,2,1,0,bed_and_breakfast,irl,online_travel_agent,ta_to,0,0,0,e,e,0,charles_najera,not_applicable,0,transient,0,1,2016-07-28,2016.5710382513662,0,0,146.86593111405648
288.1,19,1,3,2,0,0,no_meal_package,prt,direct,direct,0,0,0,f,f,0,not_applicable,not_applicable,0,transient,0,3,2016-07-28,2016.5710382513662,0,0,146.86593111405648
115.0,50,0,1,1,0,0,bed_and_breakfast,prt,corporate,corporate,1,0,6,a,a,0,not_applicable,lindauer_llc,0,transient,0,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
118.0,7,0,1,1,0,0,bed_and_breakfast,prt,corporate,corporate,1,0,1,a,a,0,not_applicable,davis_pbc,0,transient,0,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
179.0,1,0,1,2,0,0,bed_and_breakfast,esp,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient_party,0,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
179.0,1,0,1,2,0,0,bed_and_breakfast,esp,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient_party,0,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
156.4,1,0,1,2,0,0,bed_and_breakfast,prt,offline_travel_agent,ta_to,0,0,0,d,d,0,sad_el_saad,not_applicable,0,transient,0,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
259.0,2,0,1,2,2,0,bed_and_breakfast,deu,online_travel_agent,ta_to,0,0,0,g,g,0,devin_rivera_borrego,not_applicable,0,transient,1,1,2016-07-28,2016.5710382513662,0,0,146.86593111405648
229.0,0,0,1,3,0,0,bed_and_breakfast,fra,direct,direct,0,0,0,e,e,0,not_applicable,not_applicable,0,transient,0,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
194.0,38,0,2,2,0,0,bed_and_breakfast,usa,online_travel_agent,ta_to,0,0,0,d,d,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-28,2016.5710382513662,0,0,146.86593111405648
193.67,0,0,3,2,0,0,bed_and_breakfast,gbr,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
186.83,44,0,3,2,2,0,bed_and_breakfast,prt,online_travel_agent,ta_to,0,0,0,c,g,1,charles_najera,not_applicable,0,transient,1,1,2016-07-28,2016.5710382513662,0,0,146.86593111405648
301.0,4,0,3,2,1,0,breakfast_lunch_and_dinner,prt,direct,direct,0,0,0,d,d,0,not_applicable,not_applicable,0,transient,0,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
216.0,8,0,3,2,0,0,bed_and_breakfast,prt,direct,direct,0,0,0,d,d,0,alexander_drake,not_applicable,0,transient,1,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
199.0,6,0,3,2,0,0,bed_and_breakfast,cn,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-28,2016.5710382513662,0,0,146.86593111405648
251.0,18,0,3,1,0,0,bed_and_breakfast,irl,online_travel_agent,ta_to,0,0,0,e,e,1,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-28,2016.5710382513662,0,0,146.86593111405648
260.33,37,0,3,2,2,0,bed_and_breakfast,prt,online_travel_agent,ta_to,0,0,0,g,g,0,devin_rivera_borrego,not_applicable,0,transient,0,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
151.76,27,1,3,2,0,0,bed_and_breakfast,cn,online_travel_agent,ta_to,0,0,0,a,a,0,charles_najera,not_applicable,0,transient,0,1,2016-07-28,2016.5710382513662,0,0,146.86593111405648
288.1,19,1,3,2,0,0,no_meal_package,null,direct,direct,0,0,0,f,f,0,not_applicable,not_applicable,0,transient,0,3,2016-07-28,2016.5710382513662,0,0,146.86593111405648
236.0,17,1,3,2,0,0,bed_and_breakfast,prt,online_travel_agent,ta_to,0,0,0,d,d,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-28,2016.5710382513662,0,0,146.86593111405648
215.1,40,1,3,2,1,0,breakfast_lunch_and_dinner,esp,online_travel_agent,ta_to,0,0,0,a,a,1,jacob_johnson,not_applicable,0,transient,0,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
129.2,160,2,3,2,0,0,bed_and_breakfast,cn,offline_travel_agent,ta_to,0,0,0,d,d,0,isaac_matsuyama,not_applicable,0,transient,0,1,2016-07-28,2016.5710382513662,0,0,146.86593111405648
173.05,32,2,4,2,2,0,bed_and_breakfast,gbr,online_travel_agent,ta_to,0,0,0,c,c,0,charles_najera,not_applicable,0,transient,0,1,2016-07-28,2016.5710382513662,0,0,146.86593111405648
203.0,23,2,4,2,0,0,bed_and_breakfast,ita,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,1,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
125.0,161,2,5,2,0,0,bed_and_breakfast,gbr,offline_travel_agent,ta_to,0,0,0,d,d,0,lance_hitchcock,not_applicable,0,transient,0,1,2016-07-28,2016.5710382513662,0,0,146.86593111405648
90.1,161,2,5,2,0,0,bed_and_breakfast,gbr,offline_travel_agent,ta_to,0,0,0,a,a,0,lance_hitchcock,not_applicable,0,contract,0,1,2016-07-28,2016.5710382513662,0,0,146.86593111405648
116.1,188,4,10,2,0,0,breakfast_and_one_other_meal,gbr,offline_travel_agent,ta_to,0,0,0,a,a,0,lance_hitchcock,not_applicable,0,contract,0,0,2016-07-28,2016.5710382513662,0,0,146.86593111405648
128.0,324,1,2,2,0,0,bed_and_breakfast,irl,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
188.0,136,2,7,2,0,0,bed_and_breakfast,prt,direct,direct,0,0,2,e,e,0,not_applicable,not_applicable,0,transient,1,2,2016-07-29,2016.5737704918033,0,0,148.27203158561232
205.7,158,2,5,3,0,1,breakfast_and_one_other_meal,gbr,offline_travel_agent,ta_to,0,0,0,c,c,1,ramalaan_al_musa,not_applicable,0,transient,0,0,2016-07-29,2016.5737704918033,0,0,148.27203158561232
138.25,144,1,2,2,0,0,bed_and_breakfast,gbr,offline_travel_agent,ta_to,0,0,0,d,d,0,not_applicable,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
179.0,23,0,1,2,0,0,bed_and_breakfast,esp,online_travel_agent,ta_to,0,0,0,a,c,4,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
214.0,8,0,2,2,0,0,bed_and_breakfast,gbr,online_travel_agent,ta_to,0,0,0,d,d,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
191.0,24,0,2,2,0,0,bed_and_breakfast,prt,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,1,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
155.2,43,0,2,2,0,0,bed_and_breakfast,esp,online_travel_agent,ta_to,0,0,0,a,a,0,skye_fernandez,not_applicable,0,transient,0,0,2016-07-29,2016.5737704918033,0,0,148.27203158561232
202.0,25,0,2,2,0,0,bed_and_breakfast,esp,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,1,0,2016-07-29,2016.5737704918033,0,0,148.27203158561232
229.0,8,0,2,1,0,0,bed_and_breakfast,cze,online_travel_agent,ta_to,0,0,0,e,e,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
184.0,33,0,2,1,0,0,bed_and_breakfast,gbr,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
221.1,7,0,2,2,0,0,bed_and_breakfast,usa,direct,direct,0,0,0,f,f,0,alexander_drake,not_applicable,0,transient,1,0,2016-07-29,2016.5737704918033,0,0,148.27203158561232
226.33,32,1,2,2,0,0,bed_and_breakfast,are,online_travel_agent,ta_to,0,0,0,e,e,0,devin_rivera_borrego,not_applicable,0,transient,1,0,2016-07-29,2016.5737704918033,0,0,148.27203158561232
192.67,65,1,2,2,0,0,bed_and_breakfast,fin,online_travel_agent,ta_to,0,0,0,d,d,0,jawaad_el_shahid,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
192.67,65,1,2,2,0,0,bed_and_breakfast,fin,online_travel_agent,ta_to,0,0,0,d,d,0,jawaad_el_shahid,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
192.67,65,1,2,2,0,0,bed_and_breakfast,fin,online_travel_agent,ta_to,0,0,0,d,d,0,jawaad_el_shahid,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
194.0,60,1,2,1,0,0,bed_and_breakfast,fin,online_travel_agent,ta_to,0,0,0,d,d,0,jawaad_el_shahid,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
193.33,65,1,2,2,0,0,bed_and_breakfast,fin,online_travel_agent,ta_to,0,0,0,d,d,0,jawaad_el_shahid,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
192.67,65,1,2,2,0,0,bed_and_breakfast,fin,online_travel_agent,ta_to,0,0,0,d,d,0,jawaad_el_shahid,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
192.67,65,1,2,2,0,0,bed_and_breakfast,fin,online_travel_agent,ta_to,0,0,0,d,d,0,jawaad_el_shahid,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
165.04,27,1,2,2,0,1,breakfast_and_one_other_meal,esp,online_travel_agent,ta_to,0,0,0,a,b,1,charles_najera,not_applicable,0,transient,0,2,2016-07-29,2016.5737704918033,0,0,148.27203158561232
182.0,6,1,2,1,0,0,bed_and_breakfast,prt,direct,direct,0,0,0,a,c,0,not_applicable,not_applicable,0,transient_party,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
264.0,27,2,2,2,2,0,bed_and_breakfast,usa,online_travel_agent,ta_to,0,0,0,g,g,0,devin_rivera_borrego,not_applicable,0,transient,0,0,2016-07-29,2016.5737704918033,0,0,148.27203158561232
265.83,81,2,4,3,1,0,bed_and_breakfast,prt,online_travel_agent,ta_to,0,0,0,h,h,0,devin_rivera_borrego,not_applicable,0,transient,0,0,2016-07-29,2016.5737704918033,0,0,148.27203158561232
216.57,52,2,5,2,0,0,bed_and_breakfast,rou,online_travel_agent,ta_to,0,0,0,d,d,0,devin_rivera_borrego,not_applicable,0,transient,1,0,2016-07-29,2016.5737704918033,0,0,148.27203158561232
191.55,191,2,5,3,0,0,bed_and_breakfast,prt,offline_travel_agent,ta_to,0,0,0,e,f,0,rif_a_al_hoda,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
221.38,121,2,6,2,0,0,bed_and_breakfast,ita,online_travel_agent,ta_to,0,0,0,e,e,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
114.2,192,3,7,2,0,0,breakfast_and_one_other_meal,deu,offline_travel_agent,ta_to,0,0,0,a,a,0,karli_vasquez,not_applicable,0,transient,0,0,2016-07-29,2016.5737704918033,0,0,148.27203158561232
146.0,200,3,7,2,0,0,bed_and_breakfast,nld,online_travel_agent,ta_to,0,0,0,d,d,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
126.0,230,4,10,2,0,0,bed_and_breakfast,bel,online_travel_agent,ta_to,0,0,0,a,a,0,jawaad_el_shahid,not_applicable,0,transient,0,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
138.0,206,4,10,2,0,0,bed_and_breakfast,fra,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,1,1,2016-07-29,2016.5737704918033,0,0,148.27203158561232
204.0,150,2,5,3,0,0,breakfast_and_one_other_meal,prt,direct,direct,0,0,0,c,c,0,not_applicable,not_applicable,0,transient,0,3,2016-07-30,2016.5765027322404,0,0,149.67966917910493
182.6,2,2,1,2,0,0,bed_and_breakfast,prt,direct,corporate,0,0,3,d,f,0,not_applicable,lindauer_llc,0,transient,0,0,2016-07-30,2016.5765027322404,0,0,149.67966917910493
221.0,1,0,1,2,0,0,bed_and_breakfast,usa,direct,ta_to,0,0,0,d,d,0,not_applicable,not_applicable,0,transient,0,1,2016-07-30,2016.5765027322404,0,0,149.67966917910493
194.0,1,0,1,2,0,0,bed_and_breakfast,usa,direct,ta_to,0,0,0,d,d,0,not_applicable,not_applicable,0,transient,0,1,2016-07-30,2016.5765027322404,0,0,149.67966917910493
121.0,250,0,1,2,0,0,bed_and_breakfast,irl,direct,ta_to,0,0,0,a,a,0,not_applicable,not_applicable,0,transient,0,1,2016-07-30,2016.5765027322404,0,0,149.67966917910493
179.0,37,0,1,2,0,0,bed_and_breakfast,prt,online_travel_agent,ta_to,0,0,0,a,a,1,devin_rivera_borrego,not_applicable,0,transient_party,0,0,2016-07-30,2016.5765027322404,0,0,149.67966917910493
169.0,0,0,1,2,0,0,bed_and_breakfast,prt,direct,direct,0,0,0,a,a,0,not_applicable,not_applicable,0,transient,0,0,2016-07-30,2016.5765027322404,0,0,149.67966917910493
179.0,37,0,1,1,0,0,bed_and_breakfast,deu,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient_party,0,0,2016-07-30,2016.5765027322404,0,0,149.67966917910493
191.1,1,0,1,2,0,0,bed_and_breakfast,gbr,online_travel_agent,ta_to,0,0,0,d,d,0,devin_rivera_borrego,not_applicable,0,transient,1,1,2016-07-30,2016.5765027322404,0,0,149.67966917910493
179.0,24,0,1,2,0,0,bed_and_breakfast,aus,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,0,2016-07-30,2016.5765027322404,0,0,149.67966917910493
221.0,12,0,1,2,0,0,bed_and_breakfast,prt,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,1,1,2016-07-30,2016.5765027322404,0,0,149.67966917910493
201.0,1,0,1,2,0,0,bed_and_breakfast,prt,direct,direct,0,0,0,a,a,0,alexander_drake,not_applicable,0,transient,1,0,2016-07-30,2016.5765027322404,0,0,149.67966917910493
191.0,24,0,1,2,0,0,bed_and_breakfast,aus,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,0,2016-07-30,2016.5765027322404,0,0,149.67966917910493
191.0,24,0,1,2,0,0,bed_and_breakfast,prt,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,0,2016-07-30,2016.5765027322404,0,0,149.67966917910493
199.0,0,0,1,2,0,0,bed_and_breakfast,prt,online_travel_agent,ta_to,0,0,0,d,d,1,devin_rivera_borrego,not_applicable,0,transient,0,0,2016-07-30,2016.5765027322404,0,0,149.67966917910493
241.0,3,0,1,2,0,0,bed_and_breakfast,cn,online_travel_agent,ta_to,0,0,0,e,e,1,devin_rivera_borrego,not_applicable,0,transient,1,1,2016-07-30,2016.5765027322404,0,0,149.67966917910493
179.0,37,0,1,2,0,0,bed_and_breakfast,nld,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient_party,0,0,2016-07-30,2016.5765027322404,0,0,149.67966917910493
281.0,2,1,1,2,2,0,bed_and_breakfast,prt,online_travel_agent,ta_to,0,0,0,g,g,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-30,2016.5765027322404,0,0,149.67966917910493
207.05,3,1,1,2,2,0,bed_and_breakfast,nor,online_travel_agent,ta_to,0,0,0,c,c,0,charles_najera,not_applicable,0,transient,0,0,2016-07-30,2016.5765027322404,0,0,149.67966917910493
192.0,26,1,1,2,0,0,bed_and_breakfast,sgp,online_travel_agent,ta_to,0,0,0,a,d,0,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-30,2016.5765027322404,0,0,149.67966917910493
179.0,41,1,1,2,0,0,bed_and_breakfast,swe,online_travel_agent,ta_to,0,0,0,a,a,1,devin_rivera_borrego,not_applicable,0,transient,0,1,2016-07-30,2016.5765027322404,0,0,149.67966917910493
219.0,4,1,1,2,0,0,breakfast_and_one_other_meal,esp,online_travel_agent,ta_to,0,0,0,a,c,0,devin_rivera_borrego,not_applicable,0,transient_party,0,1,2016-07-30,2016.5765027322404,0,0,149.67966917910493
231.0,4,1,1,2,0,0,breakfast_and_one_other_meal,gbr,online_travel_agent,ta_to,0,0,0,a,c,0,devin_rivera_borrego,not_applicable,0,transient_party,0,1,2016-07-30,2016.5765027322404,0,0,149.67966917910493
182.33,0,2,1,2,0,0,bed_and_breakfast,rus,online_travel_agent,ta_to,0,0,0,a,d,0,devin_rivera_borrego,not_applicable,0,transient,0,0,2016-07-30,2016.5765027322404,0,0,149.67966917910493
229.0,1,2,2,2,0,0,breakfast_and_one_other_meal,deu,online_travel_agent,ta_to,0,0,0,a,a,0,devin_rivera_borrego,not_applicable,0,transient,0,0,2016-07-30,2016.5765027322404,0,0,149.67966917910493
240.5,25,2,2,2,0,0,bed_and_breakfast,esp,online_travel_agent,ta_to,0,0,0,d,d,2,devin_rivera_borrego,not_applicable,0,transient,1,1,2016-07-30,2016.5765027322404,0,0,149.67966917910493
215.5,58,2,2,2,0,0,bed_and_breakfast,cn,online_travel_agent,ta_to,0,0,0,d,d,0,devin_rivera_borrego,not_applicable,0,transient,0,2,2016-07-30,2016.5765027322404,0,0,149.67966917910493
