kids,morekids,boys2,girls2,boy1st,boy2nd,samesex,multi2nd,age,agefstm,black,hispan,worked,weeks,hours,labinc,faminc,nonmomi,educ,agesq
2,0,0,0,1,0,0,0,33,24,0,1,1,52,10,5.258430004119873,40.95487976074219,35.696441650390625,6,1089
4,1,0,0,1,0,0,0,29,19,0,1,0,0,0,0.0,17.853469848632812,17.853469848632812,6,841
2,0,0,0,0,1,0,0,34,24,0,1,0,0,0,0.0,61.12791061401367,61.12791061401367,12,1156
3,1,1,0,1,1,1,0,29,21,0,1,0,0,0,0.0,11.555950164794922,11.555950164794922,5,841
2,0,1,0,1,1,1,0,21,16,0,1,0,0,0,0.0,0.0,0.0,6,441
2,0,1,0,1,1,1,0,24,17,0,1,1,52,40,23.101390838623047,48.30196762084961,25.200580596923828,11,576
2,0,0,0,1,0,0,0,25,21,0,1,0,0,0,0.0,22.030811309814453,22.030811309814453,16,625
2,0,0,0,0,1,0,0,29,22,1,0,0,0,0,0.0,31.68701934814453,31.68701934814453,12,841
4,1,0,0,1,0,0,0,30,22,0,1,0,0,0,0.0,34.846248626708984,34.846248626708984,10,900
2,0,0,0,0,1,0,0,26,17,0,1,1,52,40,13.655119895935059,28.359830856323242,14.704700469970703,0,676
5,1,0,1,0,0,1,0,32,17,0,1,0,0,0,0.0,41.99394226074219,41.99394226074219,2,1024
3,1,1,0,1,1,1,0,33,25,0,1,1,52,40,2.1096699237823486,4.807109832763672,2.6974399089813232,13,1089
3,1,0,1,0,0,1,0,30,17,0,1,0,0,0,0.0,14.200910568237305,14.200910568237305,6,900
4,1,0,0,1,0,0,0,23,16,0,1,1,36,26,10.506360054016113,26.890409469604492,16.384050369262695,5,529
4,1,0,0,0,1,0,0,31,20,0,1,0,0,0,0.0,1.3119800090789795,1.3119800090789795,10,961
3,1,0,0,0,1,0,0,32,21,0,1,1,43,16,15.754300117492676,68.24413299560547,52.48980712890625,12,1024
4,1,0,1,0,0,1,0,35,22,0,1,1,52,40,35.696441650390625,71.39288330078125,35.696441650390625,17,1225
2,0,1,0,1,1,1,0,26,19,0,1,1,26,40,6.014130115509033,94.68318939208984,88.66905975341797,5,676
2,0,0,0,1,0,0,0,35,23,0,1,0,0,0,0.0,11.09412956237793,11.09412956237793,6,1225
4,1,0,0,1,0,0,0,30,22,0,1,1,36,40,21.63197135925293,49.98130798339844,28.34933090209961,10,900
3,1,0,1,0,0,1,0,35,24,0,1,0,0,0,0.0,11.534950256347656,11.534950256347656,2,1225
2,0,0,1,0,0,1,0,28,22,0,1,1,20,38,6.245039939880371,25.672889709472656,19.427839279174805,12,784
3,1,0,1,0,0,1,0,32,20,0,1,1,52,40,14.494790077209473,32.13833999633789,17.643550872802734,6,1024
2,0,0,1,0,0,1,0,26,18,0,1,1,16,40,3.3691699504852295,36.9769401550293,33.607749938964844,6,676
3,1,0,0,0,1,0,0,27,19,0,1,1,52,40,20.750329971313477,54.5994987487793,33.849159240722656,14,729
2,0,0,1,0,0,1,0,26,18,0,1,1,16,40,3.3691699504852295,36.9769401550293,33.607749938964844,6,676
2,0,0,0,1,0,0,0,33,27,0,1,0,0,0,0.0,52.48980712890625,52.48980712890625,5,1089
2,0,0,0,1,0,0,0,28,20,0,1,0,0,0,0.0,28.1394100189209,28.1394100189209,2,784
2,0,1,0,1,1,1,0,29,18,0,1,0,0,0,0.0,27.404699325561523,27.404699325561523,12,841
5,1,0,0,0,1,0,0,27,19,0,1,0,0,0,0.0,17.643550872802734,17.643550872802734,12,729
2,0,0,0,1,0,0,0,31,21,0,1,1,14,20,2.1096699237823486,56.70915985107422,54.5994987487793,12,961
2,0,0,0,1,0,0,0,29,22,0,1,0,0,0,0.0,10.957679748535156,10.957679748535156,0,841
2,0,0,0,1,0,0,0,29,22,0,1,1,52,40,12.605530738830566,31.508590698242188,18.903051376342773,9,841
4,1,0,1,0,0,1,0,30,21,0,1,0,0,0,0.0,16.80388069152832,16.80388069152832,4,900
2,0,0,0,0,1,0,0,24,16,0,1,1,12,40,6.811820030212402,7.599009990692139,0.7871900200843811,3,576
4,1,0,1,0,0,1,0,32,20,0,1,0,0,0,0.0,25.200580596923828,25.200580596923828,8,1024
3,1,0,0,1,0,0,0,33,18,1,0,1,50,25,23.101390838623047,40.167659759521484,17.066268920898438,13,1089
2,0,0,1,0,0,1,0,27,22,0,1,0,0,0,0.0,48.40694046020508,48.40694046020508,12,729
2,0,0,1,0,0,1,0,31,22,1,0,0,0,0,0.0,39.89478302001953,39.89478302001953,12,961
2,0,0,1,0,0,1,0,31,25,0,1,1,16,40,6.308020114898682,25.221561431884766,18.913551330566406,5,961
4,1,1,0,1,1,1,0,34,21,0,1,1,52,40,26.166189193725586,48.53287887573242,22.366689682006836,10,1156
3,1,0,1,0,0,1,0,33,25,0,1,1,36,40,20.41444969177246,50.72650146484375,30.312061309814453,6,1089
3,1,0,1,0,0,1,0,24,20,0,1,0,0,0,0.0,48.29146957397461,48.29146957397461,6,576
2,0,0,1,0,0,1,0,24,20,0,1,0,0,0,0.0,31.498090744018555,31.498090744018555,10,576
5,1,0,1,0,0,1,0,32,16,0,1,1,20,40,7.987349987030029,57.23394012451172,49.24658966064453,6,1024
2,0,0,0,0,1,0,0,22,18,0,1,1,52,40,13.655119895935059,43.05403137207031,29.3989200592041,6,484
3,1,1,0,1,1,1,0,29,15,0,1,0,0,0,0.0,33.89115905761719,33.89115905761719,9,841
2,0,0,0,1,0,0,0,35,26,1,0,1,40,40,44.07212829589844,69.31468963623047,25.242549896240234,17,1225
2,0,0,0,1,0,0,0,27,21,0,1,0,0,0,0.0,33.597251892089844,33.597251892089844,13,729
2,0,0,0,0,1,0,0,30,17,0,1,1,30,15,5.111479759216309,117.59568786621094,112.48418426513672,12,900
2,0,0,0,1,0,0,0,28,24,0,1,1,36,40,21.002220153808594,56.69866180419922,35.696441650390625,14,784
3,1,0,0,1,0,0,0,28,21,0,1,1,52,40,31.66602897644043,70.55318450927734,38.88719177246094,4,784
7,1,0,1,0,0,1,0,35,18,0,1,0,0,0,0.0,4.628680229187012,4.628680229187012,5,1225
4,1,0,0,1,0,0,0,31,17,0,1,0,0,0,0.0,37.795589447021484,37.795589447021484,10,961
5,1,0,0,0,1,0,0,34,20,0,1,0,0,0,0.0,4.229830265045166,4.229830265045166,5,1156
3,1,1,0,1,1,1,0,26,20,0,1,0,0,0,0.0,20.37247085571289,20.37247085571289,6,676
3,1,1,0,1,1,1,0,30,20,0,1,1,52,40,18.903051376342773,61.946590423583984,43.04352951049805,14,900
3,1,0,1,0,0,1,1,28,23,0,1,1,52,40,25.116609573364258,82.98031616210938,57.86371994018555,9,784
2,0,1,0,1,1,1,0,28,18,1,0,1,48,40,23.521230697631836,67.4149398803711,43.89371871948242,12,784
3,1,0,1,0,0,1,0,30,18,0,1,0,0,0,0.0,56.69866180419922,56.69866180419922,4,900
3,1,0,1,0,0,1,0,26,19,0,1,0,0,0,0.0,23.101390838623047,23.101390838623047,0,676
3,1,0,0,1,0,0,0,31,19,0,1,0,0,0,0.0,27.29974937438965,27.29974937438965,6,961
2,0,0,0,0,1,0,0,29,15,0,1,1,50,40,10.506360054016113,23.11189079284668,12.605530738830566,0,841
2,0,0,0,0,1,0,0,27,18,0,1,1,52,20,9.456769943237305,54.61000061035156,45.15321731567383,11,729
3,1,1,0,1,1,1,0,26,20,0,1,0,0,0,0.0,15.607349395751953,15.607349395751953,12,676
5,1,0,0,1,0,0,0,29,16,0,1,0,0,0,0.0,15.313469886779785,15.313469886779785,12,841
2,0,0,0,0,1,0,0,30,20,0,1,1,38,40,6.308020114898682,23.11189079284668,16.80388069152832,6,900
2,0,0,0,1,0,0,0,24,17,0,1,0,0,0,0.0,18.021390914916992,18.021390914916992,0,576
2,0,0,1,0,0,1,0,28,22,0,1,1,52,40,12.605530738830566,28.989580154418945,16.384050369262695,6,784
4,1,0,0,1,0,0,1,34,25,0,1,0,0,0,0.0,8.407190322875977,8.407190322875977,6,1156
3,1,0,0,0,1,0,0,25,16,0,1,0,0,0,0.0,12.605530738830566,12.605530738830566,6,625
3,1,0,0,0,1,0,0,32,23,0,1,0,0,0,0.0,14.704700469970703,14.704700469970703,15,1024
2,0,0,0,1,0,0,0,22,19,0,1,0,0,0,0.0,20.16254997253418,20.16254997253418,3,484
3,1,1,0,1,1,1,0,25,19,0,1,1,25,40,8.407190322875977,17.591060638427734,9.183879852294922,6,625
5,1,1,0,1,1,1,0,32,21,0,1,1,52,40,13.655119895935059,37.438751220703125,23.78363037109375,6,1024
3,1,0,0,1,0,0,0,27,16,0,1,1,10,40,2.1096699237823486,21.012720108032227,18.903051376342773,10,729
2,0,0,0,1,0,0,0,32,23,0,1,1,52,40,31.66602897644043,67.6038818359375,35.93783950805664,12,1024
2,0,1,0,1,1,1,0,21,18,1,0,0,0,0,0.0,13.655119895935059,13.655119895935059,12,441
2,0,0,1,0,0,1,0,27,21,0,1,1,40,33,7.357600212097168,56.950557708740234,49.59296798706055,13,729
2,0,0,0,0,1,0,0,29,20,1,0,1,44,8,34.18503189086914,95.17649841308594,60.99147033691406,12,841
2,0,0,0,1,0,0,0,31,18,0,1,1,24,8,12.437599182128906,52.33237838745117,39.89478302001953,12,961
2,0,0,0,1,0,0,0,32,25,1,0,1,8,40,2.0047099590301514,64.99040985107422,62.98569107055664,14,1024
3,1,1,0,1,1,1,0,34,24,1,0,1,52,40,37.795589447021484,44.94328308105469,7.147680282592773,12,1156
3,1,0,0,1,0,0,0,31,19,0,1,1,52,44,27.29974937438965,64.04578399658203,36.74603271484375,11,961
2,0,1,0,1,1,1,0,35,21,0,1,0,0,0,0.0,44.16659164428711,44.16659164428711,12,1225
2,0,0,0,1,0,0,0,23,16,1,0,1,13,24,3.579090118408203,20.173049926757812,16.593948364257812,12,529
3,1,0,0,0,1,0,0,34,24,0,1,0,0,0,0.0,12.605530738830566,12.605530738830566,14,1156
2,0,1,0,1,1,1,0,27,23,0,1,0,0,0,0.0,36.756500244140625,36.756500244140625,0,729
2,0,0,1,0,0,1,0,25,16,0,1,1,52,40,16.80388069152832,44.11412811279297,27.310230255126953,5,625
2,0,0,0,0,1,0,0,27,21,0,1,1,9,15,0.7452100515365601,44.838340759277344,44.0931282043457,12,729
2,0,0,0,0,1,0,0,28,22,0,1,0,0,0,0.0,27.29974937438965,27.29974937438965,9,784
2,0,0,0,0,1,0,0,27,18,1,0,1,16,8,0.24139998853206635,39.317501068115234,39.076087951660156,13,729
5,1,0,1,0,0,1,0,30,15,0,1,1,43,40,0.3253699839115143,0.6507399678230286,0.3253699839115143,6,900
2,0,0,0,0,1,0,0,23,17,0,1,1,20,30,1.1860300302505493,6.140079975128174,4.954049587249756,10,529
3,1,0,0,1,0,0,0,26,17,0,1,0,0,0,0.0,105.39949798583984,105.39949798583984,5,676
2,0,0,1,0,0,1,0,30,25,0,1,1,52,40,9.834630012512207,56.78262710571289,46.948001861572266,2,900
3,1,0,1,0,0,1,0,24,19,0,1,0,0,0,0.0,28.989580154418945,28.989580154418945,11,576
3,1,0,0,1,0,0,0,33,21,0,1,0,0,0,0.0,6.308020114898682,6.308020114898682,3,1089
3,1,0,1,0,0,1,0,32,15,1,0,1,52,40,20.750329971313477,46.066341400146484,25.316028594970703,12,1024
5,1,0,0,0,1,0,0,28,15,0,1,0,0,0,0.0,26.250160217285156,26.250160217285156,3,784
2,0,1,0,1,1,1,0,33,21,0,1,1,49,40,41.99394226074219,67.19450378417969,25.200580596923828,14,1089
4,1,0,0,1,0,0,0,26,21,1,0,0,0,0,0.0,14.704700469970703,14.704700469970703,13,676
2,0,0,0,0,1,0,0,29,18,0,1,1,36,40,8.407190322875977,41.39569091796875,32.98849868774414,12,841
2,0,1,0,1,1,1,0,34,26,0,1,0,0,0,0.0,62.996192932128906,62.996192932128906,11,1156
3,1,1,0,1,1,1,0,23,18,0,1,0,0,0,0.0,40.24116134643555,40.24116134643555,6,529
2,0,0,0,0,1,0,0,28,20,0,1,1,52,40,14.704700469970703,14.704700469970703,0.0,8,784
2,0,0,0,0,1,0,0,31,20,0,1,1,35,15,5.258430004119873,44.53394317626953,39.27553176879883,14,961
2,0,0,0,0,1,0,0,26,19,0,1,1,48,40,13.235289573669434,31.204198837280273,17.96891975402832,2,676
3,1,0,0,0,1,0,0,21,16,0,1,0,0,0,0.0,11.975780487060547,11.975780487060547,6,441
2,0,0,0,1,0,0,0,33,28,0,1,1,48,40,14.704700469970703,35.706939697265625,21.002220153808594,14,1089
3,1,0,1,0,0,1,0,27,17,0,1,0,0,0,0.0,18.903051376342773,18.903051376342773,12,729
2,0,0,0,0,1,0,0,34,24,0,1,1,40,12,3.285209894180298,22.041311264038086,18.7561092376709,13,1156
3,1,0,0,1,0,0,0,34,22,0,1,1,52,40,11.84982967376709,19.574779510498047,7.724959850311279,6,1156
3,1,0,0,0,1,0,0,25,21,1,1,0,0,0,0.0,26.795940399169922,26.795940399169922,6,625
2,0,0,0,0,1,0,0,26,16,0,1,0,0,0,0.0,23.185359954833984,23.185359954833984,6,676
2,0,0,0,1,0,0,0,32,24,0,1,0,0,0,0.0,29.3989200592041,29.3989200592041,12,1024
2,0,1,0,1,1,1,0,28,24,0,1,0,0,0,0.0,23.101390838623047,23.101390838623047,9,784
3,1,0,1,0,0,1,0,25,16,0,1,1,48,40,15.754300117492676,34.66783905029297,18.913551330566406,7,625
3,1,0,0,0,1,0,0,28,19,0,1,0,0,0,0.0,25.200580596923828,25.200580596923828,6,784
2,0,0,0,0,1,0,0,29,19,0,1,1,16,32,2.5295000076293945,10.09701919555664,7.5675201416015625,12,841
5,1,1,0,1,1,1,0,32,18,0,1,1,48,40,16.300079345703125,27.646108627319336,11.346030235290527,6,1024
5,1,0,0,1,0,0,0,30,19,0,1,0,0,0,0.0,15.523380279541016,15.523380279541016,3,900
3,1,1,0,1,1,1,0,28,21,0,1,0,0,0,0.0,60.099308013916016,60.099308013916016,5,784
3,1,0,0,1,0,0,0,33,22,0,1,1,52,40,9.834630012512207,18.241809844970703,8.407190322875977,12,1089
2,0,0,1,0,0,1,0,31,26,0,1,0,0,0,0.0,10.506360054016113,10.506360054016113,10,961
2,0,0,0,0,1,0,0,31,19,0,1,1,50,30,9.456769943237305,32.39023208618164,22.933469772338867,12,961
3,1,0,1,0,0,1,0,35,24,0,1,0,0,0,0.0,23.101390838623047,23.101390838623047,10,1225
2,0,0,0,1,0,0,0,29,21,0,1,1,36,40,10.2964506149292,31.298669815063477,21.002220153808594,13,841
3,1,1,0,1,1,1,0,25,18,0,1,0,0,0,0.0,18.903051376342773,18.903051376342773,6,625
2,0,0,1,0,0,1,0,27,21,1,0,0,0,0,0.0,17.034778594970703,17.034778594970703,13,729
3,1,0,0,1,0,0,0,29,18,0,1,1,52,40,10.506360054016113,27.310230255126953,16.80388069152832,8,841
2,0,0,0,1,0,0,0,35,25,0,1,0,0,0,0.0,41.99394226074219,41.99394226074219,8,1225
2,0,0,0,1,0,0,0,28,20,0,1,1,50,40,8.407190322875977,8.407190322875977,0.0,6,784
4,1,1,0,1,1,1,0,34,25,0,1,0,0,0,0.0,23.101390838623047,23.101390838623047,0,1156
2,0,0,0,0,1,0,0,23,16,1,0,0,0,0,0.0,25.200580596923828,25.200580596923828,12,529
5,1,0,0,1,0,0,0,29,18,0,1,0,0,0,0.0,13.655119895935059,13.655119895935059,6,841
3,1,0,1,0,0,1,0,28,18,0,1,1,2,40,0.43032997846603394,28.14990997314453,27.719579696655273,2,784
2,0,0,1,0,0,1,0,30,25,0,1,1,52,40,16.80388069152832,56.69866180419922,39.89478302001953,12,900
4,1,0,0,1,0,0,0,33,23,0,1,0,0,0,0.0,17.412641525268555,17.412641525268555,2,1089
2,0,0,0,1,0,0,0,23,17,0,1,1,12,40,2.5295000076293945,23.53173065185547,21.002220153808594,6,529
7,1,0,1,0,0,1,0,35,17,0,1,1,50,40,11.597929954528809,23.78363037109375,12.185700416564941,12,1225
3,1,0,0,0,1,0,0,31,27,0,1,0,0,0,0.0,26.26066017150879,26.26066017150879,12,961
4,1,1,0,1,1,1,0,33,17,1,0,0,0,0,0.0,47.42030715942383,47.42030715942383,11,1089
4,1,1,0,1,1,1,0,35,19,0,1,0,0,0,0.0,24.15097999572754,24.15097999572754,7,1225
3,1,1,0,1,1,1,0,35,22,0,1,0,0,0,0.0,49.78187942504883,49.78187942504883,12,1225
3,1,1,0,1,1,1,0,34,21,0,1,0,0,0,0.0,1.374959945678711,1.374959945678711,5,1156
2,0,0,0,1,0,0,0,28,20,0,1,1,52,40,14.200910568237305,24.602310180664062,10.401400566101074,10,784
2,0,0,1,0,0,1,0,27,22,0,1,1,52,40,14.200910568237305,20.330480575561523,6.129590034484863,16,729
2,0,1,0,1,1,1,0,31,24,0,1,1,52,40,6.308020114898682,20.508920669555664,14.200910568237305,6,961
5,1,0,1,0,0,1,0,31,16,0,1,0,0,0,0.0,27.29974937438965,27.29974937438965,6,961
4,1,0,1,0,0,1,0,31,20,0,1,0,0,0,0.0,22.681560516357422,22.681560516357422,4,961
5,1,0,0,1,0,0,0,35,26,0,1,1,1,40,0.24139998853206635,18.808589935302734,18.567190170288086,6,1225
3,1,1,0,1,1,1,0,32,18,0,1,1,52,40,10.926199913024902,34.751808166503906,23.82560920715332,9,1024
4,1,0,1,0,0,1,0,29,21,0,1,0,0,0,0.0,24.80173110961914,24.80173110961914,6,841
2,0,0,0,1,0,0,0,24,16,0,1,1,4,40,5.027520179748535,43.809749603271484,38.78221893310547,10,576
2,0,0,0,0,1,0,0,34,24,0,1,1,35,20,8.407190322875977,53.990718841552734,45.58353042602539,7,1156
6,1,0,1,0,0,1,0,28,16,0,1,1,45,40,16.80388069152832,37.80609130859375,21.002220153808594,10,784
2,0,0,1,0,0,1,0,29,18,0,1,1,52,40,26.87990951538086,67.71931457519531,40.83940887451172,12,841
3,1,0,0,0,1,0,0,25,20,1,0,0,0,0,0.0,30.637439727783203,30.637439727783203,12,625
2,0,0,0,1,0,0,0,26,18,0,1,0,0,0,0.0,48.42790985107422,48.42790985107422,6,676
3,1,0,0,1,0,0,0,32,21,0,1,0,0,0,0.0,26.050729751586914,26.050729751586914,6,1024
2,0,0,0,1,0,0,0,32,27,0,1,1,50,40,15.754300117492676,40.87091064453125,25.116609573364258,9,1024
4,1,0,1,0,0,1,0,30,23,0,1,0,0,0,0.0,29.3989200592041,29.3989200592041,8,900
6,1,1,0,1,1,1,0,35,23,0,1,0,0,0,0.0,40.77643966674805,40.77643966674805,4,1225
2,0,0,0,1,0,0,0,25,19,0,1,0,0,0,0.0,18.903051376342773,18.903051376342773,4,625
2,0,0,0,1,0,0,0,30,21,0,1,0,0,0,0.0,7.651480197906494,7.651480197906494,5,900
2,0,1,0,1,1,1,0,34,30,0,1,0,0,0,0.0,14.61023998260498,14.61023998260498,5,1156
2,0,0,1,0,0,1,0,27,21,0,1,1,52,40,8.407190322875977,18.913551330566406,10.506360054016113,4,729
2,0,1,0,1,1,1,0,31,20,0,1,1,52,40,23.101390838623047,33.607749938964844,10.506360054016113,12,961
2,0,0,0,1,0,0,0,29,16,0,1,1,36,35,8.407190322875977,42.00444030761719,33.597251892089844,9,841
6,1,1,0,1,1,1,0,34,20,0,1,1,46,40,12.605530738830566,25.211061477661133,12.605530738830566,6,1156
3,1,0,0,0,1,0,0,30,25,0,1,0,0,0,0.0,5.4263596534729,5.4263596534729,12,900
3,1,1,0,1,1,1,0,34,24,0,1,0,0,0,0.0,99.3433837890625,99.3433837890625,12,1156
2,0,0,0,1,0,0,0,23,18,0,1,1,26,40,4.4397501945495605,28.076438903808594,23.636690139770508,3,529
2,0,0,0,1,0,0,0,32,20,0,1,0,0,0,0.0,20.20452880859375,20.20452880859375,12,1024
2,0,0,0,0,1,0,0,21,17,0,1,0,0,0,0.0,18.913551330566406,18.913551330566406,11,441
4,1,0,0,0,1,0,0,24,16,0,1,0,0,0,0.0,5.153470039367676,5.153470039367676,3,576
4,1,0,0,1,0,0,0,27,19,0,1,0,0,0,0.0,25.200580596923828,25.200580596923828,9,729
2,0,0,1,0,0,1,0,33,23,0,1,1,52,40,5.468339920043945,34.86724853515625,29.3989200592041,12,1089
4,1,0,1,0,0,1,0,33,21,0,1,1,38,15,5.888180255889893,83.56806182861328,77.67988586425781,12,1089
2,0,0,0,0,1,0,0,30,21,1,0,0,0,0,0.0,31.508590698242188,31.508590698242188,14,900
2,0,1,0,1,1,1,0,30,26,0,1,0,0,0,0.0,16.80388069152832,16.80388069152832,10,900
2,0,0,0,1,0,0,0,30,24,0,1,1,40,40,15.754300117492676,81.90975189208984,66.15544128417969,12,900
4,1,1,0,1,1,1,0,34,18,0,1,0,0,0,0.0,27.08983039855957,27.08983039855957,8,1156
2,0,0,0,1,0,0,0,23,17,0,1,0,0,0,0.0,27.29974937438965,27.29974937438965,12,529
3,1,0,1,0,0,1,0,33,24,0,1,1,52,40,18.903051376342773,65.76705932617188,46.86403274536133,9,1089
3,1,1,0,1,1,1,0,32,22,0,1,1,40,38,11.954790115356445,37.13438034057617,25.179580688476562,8,1024
2,0,0,0,0,1,0,0,34,26,0,1,1,51,40,15.418429374694824,38.152469635009766,22.734050750732422,6,1156
5,1,0,1,0,0,1,0,34,18,0,1,1,52,40,22.933469772338867,33.24040985107422,10.306940078735352,6,1156
3,1,0,0,1,0,0,0,25,16,0,1,0,0,0,0.0,44.5549430847168,44.5549430847168,10,625
5,1,0,0,0,1,0,0,30,17,1,0,0,0,0,0.0,5.478839874267578,5.478839874267578,12,900
3,1,0,0,0,1,0,0,34,21,1,0,1,52,40,25.200580596923828,72.85181427001953,47.65121841430664,12,1156
4,1,0,1,0,0,1,0,33,20,1,0,1,30,36,16.384050369262695,39.485443115234375,23.101390838623047,11,1089
2,0,0,0,0,1,0,0,33,24,0,1,0,0,0,0.0,157.43800354003906,157.43800354003906,15,1089
2,0,1,0,1,1,1,0,33,24,1,0,1,52,48,21.002220153808594,53.92774963378906,32.92552947998047,12,1089
3,1,1,0,1,1,1,0,27,19,0,1,0,0,0,0.0,3.589590072631836,3.589590072631836,14,729
2,0,1,0,1,1,1,0,25,18,0,1,1,16,20,0.640250027179718,56.299808502197266,55.6595573425293,10,625
2,0,0,1,0,0,1,0,33,27,0,1,0,0,0,0.0,35.68593978881836,35.68593978881836,12,1089
2,0,0,0,0,1,0,0,28,20,0,1,0,0,0,0.0,55.43915939331055,55.43915939331055,16,784
2,0,0,0,1,0,0,0,26,21,0,1,1,40,40,11.346030235290527,107.64556121826172,96.299560546875,4,676
2,0,1,0,1,1,1,0,26,18,0,1,1,50,12,7.357600212097168,51.67116165161133,44.31352996826172,10,676
2,0,0,0,0,1,0,0,24,17,0,1,0,0,0,0.0,26.858919143676758,26.858919143676758,10,576
2,0,0,1,0,0,1,0,32,16,0,1,0,0,0,0.0,56.089908599853516,56.089908599853516,11,1024
2,0,0,0,0,1,0,0,31,25,0,1,1,12,12,0.8501699566841125,40.9863395690918,40.136192321777344,9,961
3,1,0,1,0,0,1,0,27,20,0,1,1,12,30,4.838589668273926,54.66246795654297,49.82387924194336,10,729
2,0,1,0,1,1,1,0,25,19,0,1,0,0,0,0.0,33.61825180053711,33.61825180053711,4,625
2,0,1,0,1,1,1,0,25,17,0,1,1,28,40,7.357600212097168,21.652971267700195,14.295370101928711,6,625
2,0,0,1,0,0,1,0,22,15,0,1,1,52,40,4.2088398933410645,73.9538803100586,69.74500274658203,10,484
3,1,1,0,1,1,1,0,28,19,0,1,0,0,0,0.0,78.56156158447266,78.56156158447266,6,784
2,0,1,0,1,1,1,0,29,18,0,1,1,22,40,6.308020114898682,52.18544006347656,45.87744140625,12,841
3,1,0,0,0,1,0,0,27,20,1,0,1,36,45,11.555950164794922,68.52749633789062,56.9715576171875,14,729
2,0,1,0,1,1,1,0,35,20,0,1,1,20,40,7.000740051269531,75.22388458251953,68.22312927246094,6,1225
9,1,0,0,0,1,0,0,32,20,0,1,0,0,0,0.0,54.62046813964844,54.62046813964844,8,1024
3,1,1,0,1,1,1,0,28,19,0,1,0,0,0,0.0,72.44243621826172,72.44243621826172,4,784
2,0,0,0,0,1,0,0,24,19,0,1,0,0,0,0.0,30.5114803314209,30.5114803314209,11,576
2,0,1,0,1,1,1,0,24,18,0,1,1,45,40,10.506360054016113,110.6474380493164,100.14105987548828,11,576
2,0,1,0,1,1,1,0,24,19,0,1,1,52,40,12.605530738830566,75.96906280517578,63.36353302001953,5,576
2,0,0,0,0,1,0,0,27,20,0,1,0,0,0,0.0,86.87425231933594,86.87425231933594,9,729
2,0,0,0,1,0,0,0,34,24,0,1,1,52,40,33.849159240722656,85.604248046875,51.755088806152344,5,1156
2,0,1,0,1,1,1,0,29,23,0,1,1,48,25,2.2356200218200684,22.76552963256836,20.529911041259766,14,841
3,1,0,0,1,0,0,0,22,17,0,1,0,0,0,0.0,-1.0600799322128296,-1.0600799322128296,9,484
2,0,0,0,1,0,0,0,26,18,0,1,0,0,0,0.0,2.739419937133789,2.739419937133789,10,676
2,0,0,1,0,0,1,0,26,17,0,1,1,40,40,10.758259773254395,28.338830947875977,17.58057975769043,4,676
2,0,0,0,1,0,0,0,30,26,0,1,1,34,32,9.87661075592041,24.581310272216797,14.704700469970703,4,900
3,1,0,0,1,0,0,0,33,20,0,1,0,0,0,0.0,0.0,0.0,18,1089
2,0,0,0,1,0,0,0,29,21,0,1,1,52,40,14.200910568237305,41.50065994262695,27.29974937438965,6,841
2,0,0,0,0,1,0,0,30,21,0,1,0,0,0,0.0,16.814380645751953,16.814380645751953,10,900
3,1,0,0,0,1,0,0,35,23,0,1,0,0,0,0.0,26.019250869750977,26.019250869750977,0,1225
3,1,0,0,0,1,0,0,24,19,0,1,0,0,0,0.0,50.191219329833984,50.191219329833984,6,576
4,1,0,1,0,0,1,0,34,22,0,1,0,0,0,0.0,15.397439956665039,15.397439956665039,13,1156
3,1,1,0,1,1,1,0,23,17,0,1,1,30,40,6.308020114898682,37.80609130859375,31.498090744018555,12,529
3,1,0,0,0,1,0,0,24,17,0,1,0,0,0,0.0,10.086519241333008,10.086519241333008,6,576
3,1,0,0,0,1,0,0,33,18,0,1,1,30,15,12.605530738830566,62.996192932128906,50.39065933227539,12,1089
2,0,0,0,0,1,0,0,23,17,0,1,0,0,0,0.0,16.80388069152832,16.80388069152832,5,529
3,1,1,0,1,1,1,0,28,19,1,0,0,0,0,0.0,23.101390838623047,23.101390838623047,12,784
2,0,0,1,0,0,1,0,33,19,1,0,0,0,0,0.0,48.29146957397461,48.29146957397461,12,1089
2,0,0,0,1,0,0,0,34,21,0,1,1,52,40,20.37247085571289,45.57303237915039,25.200580596923828,6,1156
3,1,0,0,0,1,0,0,31,21,0,1,1,48,40,21.002220153808594,65.0953369140625,44.0931282043457,12,961
2,0,0,0,0,1,0,0,34,30,0,1,0,0,0,0.0,35.28709030151367,35.28709030151367,17,1156
2,0,1,0,1,1,1,0,32,25,1,0,1,20,45,7.987349987030029,32.13833999633789,24.15097999572754,20,1024
2,0,0,0,0,1,0,0,29,23,0,1,0,0,0,0.0,30.57444953918457,30.57444953918457,11,841
2,0,1,0,1,1,1,0,33,27,0,1,0,0,0,0.0,63.510467529296875,63.510467529296875,9,1089
5,1,1,0,1,1,1,0,31,19,0,1,1,52,40,13.655119895935059,48.93171691894531,35.276588439941406,6,961
3,1,0,0,1,0,0,0,26,21,0,1,1,45,8,6.308020114898682,33.607749938964844,27.29974937438965,0,676
2,0,0,0,0,1,0,0,24,17,0,1,0,0,0,0.0,16.80388069152832,16.80388069152832,6,576
3,1,1,0,1,1,1,0,25,21,0,1,0,0,0,0.0,15.124540328979492,15.124540328979492,6,625
2,0,0,1,0,0,1,0,34,27,0,1,1,52,40,16.132150650024414,24.0775203704834,7.945370197296143,9,1156
