date,time,price
2022-06-04,8:00 a.m.,148
2022-06-04,12:00 p.m.,125
2022-06-05,5:00 a.m.,99
2022-06-06,8:00 a.m.,78
2022-06-06,12:00 p.m.,132
2022-06-07,8:00 a.m.,110
2022-06-07,12:00 p.m.,139
2022-06-08,8:00 a.m.,192
2022-06-08,12:00 p.m.,159
2022-06-09,8:00 a.m.,86
2022-06-09,12:00 p.m.,82
2022-06-10,8:00 a.m.,78
2022-06-10,12:00 p.m.,74
2022-06-11,8:00 a.m.,69
2022-06-11,12:00 p.m.,65
2022-06-12,5:00 a.m.,92
2022-06-13,8:00 a.m.,80
2022-06-13,12:00 p.m.,76
2022-06-14,8:00 a.m.,72
2022-06-14,12:00 p.m.,69
2022-06-15,8:00 a.m.,65
2022-06-15,12:00 p.m.,62
2022-06-16,8:00 a.m.,59
2022-06-16,12:00 p.m.,109
2022-06-17,8:00 a.m.,159
2022-06-17,12:00 p.m.,541
2022-06-18,8:00 a.m.,158
2022-06-18,12:00 p.m.,121
2022-06-19,5:00 a.m.,110
2022-06-20,8:00 a.m.,95
2022-06-20,12:00 p.m.,92
2022-06-21,8:00 a.m.,88
2022-06-21,12:00 p.m.,83
2022-06-22,8:00 a.m.,78
2022-06-22,12:00 p.m.,73
2022-06-23,8:00 a.m.,70
2022-06-23,12:00 p.m.,65
2022-06-24,8:00 a.m.,60
2022-06-24,12:00 p.m.,55
2022-06-25,8:00 a.m.,51
2022-06-25,12:00 p.m.,46
2022-06-26,5:00 a.m.,110
2022-06-27,8:00 a.m.,151
2022-06-27,12:00 p.m.,133
2022-06-28,8:00 a.m.,129
2022-06-28,12:00 p.m.,134
2022-06-29,8:00 a.m.,142
2022-06-29,12:00 p.m.,117
2022-06-30,8:00 a.m.,80
2022-06-30,12:00 p.m.,74
2022-07-01,8:00 a.m.,130
2022-07-01,12:00 p.m.,82
2022-07-02,8:00 a.m.,77
2022-07-02,12:00 p.m.,70
2022-07-03,5:00 a.m.,97
2022-07-04,8:00 a.m.,73
2022-07-04,12:00 p.m.,69
2022-07-05,8:00 a.m.,64
2022-07-05,12:00 p.m.,117
2022-07-06,8:00 a.m.,88
2022-07-06,12:00 p.m.,157
2022-07-07,8:00 a.m.,162
2022-07-07,12:00 p.m.,159
2022-07-08,8:00 a.m.,85
2022-07-08,12:00 p.m.,80
2022-07-09,8:00 a.m.,76
2022-07-09,12:00 p.m.,73
2022-07-10,5:00 a.m.,102
2022-07-11,8:00 a.m.,58
2022-07-11,12:00 p.m.,95
2022-07-12,8:00 a.m.,109
2022-07-12,12:00 p.m.,148
2022-07-13,8:00 a.m.,172
2022-07-13,12:00 p.m.,160
2022-07-14,8:00 a.m.,46
2022-07-14,12:00 p.m.,41
2022-07-15,8:00 a.m.,36
2022-07-15,12:00 p.m.,32
2022-07-16,8:00 a.m.,29
2022-07-16,12:00 p.m.,24
2022-07-17,5:00 a.m.,102
2022-07-18,8:00 a.m.,107
2022-07-18,12:00 p.m.,140
2022-07-19,8:00 a.m.,122
2022-07-19,12:00 p.m.,96
2022-07-20,8:00 a.m.,137
2022-07-20,12:00 p.m.,131
2022-07-21,8:00 a.m.,63
2022-07-21,12:00 p.m.,56
2022-07-22,8:00 a.m.,110
2022-07-22,12:00 p.m.,68
2022-07-23,8:00 a.m.,63
2022-07-23,12:00 p.m.,57
2022-07-24,5:00 a.m.,104
2022-07-25,8:00 a.m.,92
2022-07-25,12:00 p.m.,88
2022-07-26,8:00 a.m.,84
2022-07-26,12:00 p.m.,80
2022-07-27,8:00 a.m.,76
2022-07-27,12:00 p.m.,70
2022-07-28,8:00 a.m.,66
2022-07-28,12:00 p.m.,63
2022-07-29,8:00 a.m.,59
2022-07-29,12:00 p.m.,54
2022-07-30,8:00 a.m.,49
2022-07-30,12:00 p.m.,45
2022-07-31,5:00 a.m.,108
2022-08-01,8:00 a.m.,90
2022-08-01,12:00 p.m.,86
2022-08-02,8:00 a.m.,144
2022-08-02,12:00 p.m.,128
2022-08-03,8:00 a.m.,185
2022-08-03,12:00 p.m.,200
2022-08-04,8:00 a.m.,168
2022-08-04,12:00 p.m.,63
2022-08-05,8:00 a.m.,58
2022-08-05,12:00 p.m.,54
2022-08-06,8:00 a.m.,50
2022-08-06,12:00 p.m.,46
2022-08-07,5:00 a.m.,99
2022-08-08,8:00 a.m.,86
2022-08-08,12:00 p.m.,82
2022-08-09,8:00 a.m.,
2022-08-09,12:00 p.m.,72
2022-08-10,8:00 a.m.,67
2022-08-10,12:00 p.m.,62
2022-08-11,8:00 a.m.,59
2022-08-11,12:00 p.m.,55
2022-08-12,8:00 a.m.,51
2022-08-12,12:00 p.m.,46
2022-08-13,8:00 a.m.,42
2022-08-13,12:00 p.m.,38
2022-08-14,5:00 a.m.,105
2022-08-15,8:00 a.m.,143
2022-08-15,12:00 p.m.,125
2022-08-16,8:00 a.m.,150
2022-08-16,12:00 p.m.,154
2022-08-17,8:00 a.m.,149
2022-08-17,12:00 p.m.,76
2022-08-18,8:00 a.m.,73
2022-08-18,12:00 p.m.,69
2022-08-19,8:00 a.m.,65
2022-08-19,12:00 p.m.,60
2022-08-20,8:00 a.m.,55
2022-08-20,12:00 p.m.,51
2022-08-21,5:00 a.m.,100
2022-08-22,8:00 a.m.,87
2022-08-22,12:00 p.m.,82
2022-08-23,8:00 a.m.,78
2022-08-23,12:00 p.m.,73
2022-08-24,8:00 a.m.,69
2022-08-24,12:00 p.m.,66
2022-08-25,8:00 a.m.,61
2022-08-25,12:00 p.m.,57
2022-08-26,8:00 a.m.,54
2022-08-26,12:00 p.m.,49
2022-08-27,8:00 a.m.,46
2022-08-27,12:00 p.m.,42
2022-08-28,5:00 a.m.,102
2022-08-29,8:00 a.m.,88
2022-08-29,12:00 p.m.,83
2022-08-30,8:00 a.m.,79
2022-08-30,12:00 p.m.,75
2022-08-31,8:00 a.m.,70
2022-08-31,12:00 p.m.,65
2022-09-01,8:00 a.m.,61
2022-09-01,12:00 p.m.,56
2022-09-02,8:00 a.m.,54
2022-09-02,12:00 p.m.,50
2022-09-03,8:00 a.m.,45
2022-09-03,12:00 p.m.,40
2022-09-04,5:00 a.m.,93
2022-09-05,8:00 a.m.,82
2022-09-05,12:00 p.m.,79
2022-09-06,8:00 a.m.,75
2022-09-06,12:00 p.m.,72
2022-09-07,8:00 a.m.,68
2022-09-07,12:00 p.m.,117
2022-09-08,8:00 a.m.,139
2022-09-08,12:00 p.m.,297
2022-09-09,8:00 a.m.,166
2022-09-09,12:00 p.m.,88
2022-09-10,8:00 a.m.,65
2022-09-10,12:00 p.m.,49
2022-09-11,5:00 a.m.,97
2022-09-12,8:00 a.m.,105
2022-09-12,12:00 p.m.,89
2022-09-13,8:00 a.m.,78
2022-09-13,12:00 p.m.,70
2022-09-14,8:00 a.m.,98
2022-09-14,12:00 p.m.,104
2022-09-15,8:00 a.m.,107
2022-09-15,12:00 p.m.,101
2022-09-16,8:00 a.m.,119
2022-09-16,12:00 p.m.,73
2022-09-17,8:00 a.m.,65
2022-09-17,12:00 p.m.,60
2022-09-18,5:00 a.m.,110
2022-09-19,8:00 a.m.,89
2022-09-19,12:00 p.m.,80
2022-09-20,8:00 a.m.,125
2022-09-20,12:00 p.m.,107
2022-09-21,8:00 a.m.,190
2022-09-21,12:00 p.m.,200
2022-09-22,8:00 a.m.,180
2022-09-22,12:00 p.m.,61
2022-09-23,8:00 a.m.,57
2022-09-23,12:00 p.m.,52
2022-09-24,8:00 a.m.,47
2022-09-24,12:00 p.m.,43
2022-09-25,5:00 a.m.,92
2022-09-26,8:00 a.m.,79
2022-09-26,12:00 p.m.,76
2022-09-27,8:00 a.m.,72
2022-09-27,12:00 p.m.,68
2022-09-28,8:00 a.m.,100
2022-09-28,12:00 p.m.,174
2022-09-29,8:00 a.m.,380
2022-09-29,12:00 p.m.,161
2022-09-30,8:00 a.m.,115
2022-09-30,12:00 p.m.,58
2022-10-01,8:00 a.m.,59
2022-10-01,12:00 p.m.,40
2022-10-02,5:00 a.m.,106
2022-10-03,8:00 a.m.,74
2022-10-03,12:00 p.m.,96
2022-10-04,8:00 a.m.,118
2022-10-04,12:00 p.m.,149
2022-10-05,8:00 a.m.,153
2022-10-05,12:00 p.m.,149
2022-10-06,8:00 a.m.,69
2022-10-06,12:00 p.m.,58
2022-10-07,8:00 a.m.,55
2022-10-07,12:00 p.m.,51
2022-10-08,8:00 a.m.,47
2022-10-08,12:00 p.m.,42
2022-10-09,5:00 a.m.,98
2022-10-10,8:00 a.m.,67
2022-10-10,12:00 p.m.,63
2022-10-11,8:00 a.m.,59
2022-10-11,12:00 p.m.,116
2022-10-12,8:00 a.m.,91
2022-10-12,12:00 p.m.,186
2022-10-13,8:00 a.m.,188
2022-10-13,12:00 p.m.,171
2022-10-14,8:00 a.m.,51
2022-10-14,12:00 p.m.,47
2022-10-15,8:00 a.m.,42
2022-10-15,12:00 p.m.,38
2022-10-16,5:00 a.m.,103
2022-10-17,8:00 a.m.,93
2022-10-17,12:00 p.m.,88
2022-10-18,8:00 a.m.,84
2022-10-18,12:00 p.m.,142
2022-10-19,8:00 a.m.,183
2022-10-19,12:00 p.m.,270
2022-10-20,8:00 a.m.,200
2022-10-20,12:00 p.m.,110
2022-10-21,8:00 a.m.,92
2022-10-21,12:00 p.m.,76
2022-10-22,8:00 a.m.,86
2022-10-22,12:00 p.m.,71
2022-10-23,5:00 a.m.,110
2022-10-24,8:00 a.m.,124
2022-10-24,12:00 p.m.,69
2022-10-25,8:00 a.m.,63
2022-10-25,12:00 p.m.,54
2022-10-26,8:00 a.m.,104
2022-10-26,12:00 p.m.,136
2022-10-27,8:00 a.m.,136
2022-10-27,12:00 p.m.,123
2022-10-28,8:00 a.m.,144
2022-10-28,12:00 p.m.,149
2022-10-29,8:00 a.m.,80
2022-10-29,12:00 p.m.,70
2022-10-30,5:00 a.m.,94
2022-10-31,8:00 a.m.,93
2022-10-31,12:00 p.m.,129
2022-11-01,8:00 a.m.,86
2022-11-01,12:00 p.m.,68
2022-11-02,8:00 a.m.,63
2022-11-02,12:00 p.m.,56
2022-11-03,8:00 a.m.,126
2022-11-03,12:00 p.m.,103
2022-11-04,8:00 a.m.,88
2022-11-04,12:00 p.m.,113
2022-11-05,8:00 a.m.,64
2022-11-05,12:00 p.m.,66
2022-11-06,5:00 a.m.,96
2022-11-07,8:00 a.m.,87
2022-11-07,12:00 p.m.,83
2022-11-08,8:00 a.m.,79
2022-11-08,12:00 p.m.,74
2022-11-09,8:00 a.m.,71
2022-11-09,12:00 p.m.,68
2022-11-10,8:00 a.m.,63
2022-11-10,12:00 p.m.,59
2022-11-11,8:00 a.m.,54
2022-11-11,12:00 p.m.,50
2022-11-12,8:00 a.m.,45
2022-11-12,12:00 p.m.,41
2022-11-13,5:00 a.m.,92
2022-11-14,8:00 a.m.,83
2022-11-14,12:00 p.m.,80
2022-11-15,8:00 a.m.,76
2022-11-15,12:00 p.m.,72
2022-11-16,8:00 a.m.,105
2022-11-16,12:00 p.m.,172
2022-11-17,8:00 a.m.,442
2022-11-17,12:00 p.m.,179
2022-11-18,8:00 a.m.,119
2022-11-18,12:00 p.m.,66
2022-11-19,8:00 a.m.,69
2022-11-19,12:00 p.m.,69
2022-11-20,5:00 a.m.,103
2022-11-21,8:00 a.m.,66
2022-11-21,12:00 p.m.,63
2022-11-22,8:00 a.m.,57
2022-11-22,12:00 p.m.,53
2022-11-23,8:00 a.m.,49
2022-11-23,12:00 p.m.,100
2022-11-24,8:00 a.m.,129
2022-11-24,12:00 p.m.,177
2022-11-25,8:00 a.m.,195
2022-11-25,12:00 p.m.,146
2022-11-26,8:00 a.m.,52
2022-11-26,12:00 p.m.,48
2022-11-27,5:00 a.m.,97
2022-11-28,8:00 a.m.,85
2022-11-28,12:00 p.m.,124
2022-11-29,8:00 a.m.,148
2022-11-29,12:00 p.m.,468
2022-11-30,8:00 a.m.,167
2022-11-30,12:00 p.m.,123
2022-12-01,8:00 a.m.,48
2022-12-01,12:00 p.m.,81
2022-12-02,8:00 a.m.,53
2022-12-02,12:00 p.m.,61
2022-12-03,8:00 a.m.,69
2022-12-03,12:00 p.m.,57
2022-12-04,5:00 a.m.,95
2022-12-05,8:00 a.m.,98
2022-12-05,12:00 p.m.,100
2022-12-06,8:00 a.m.,122
2022-12-06,12:00 p.m.,115
2022-12-07,8:00 a.m.,117
2022-12-07,12:00 p.m.,98
2022-12-08,8:00 a.m.,63
2022-12-08,12:00 p.m.,58
2022-12-09,8:00 a.m.,50
2022-12-09,12:00 p.m.,129
2022-12-10,8:00 a.m.,76
2022-12-10,12:00 p.m.,69
2022-12-11,5:00 a.m.,94
2022-12-12,8:00 a.m.,83
2022-12-12,12:00 p.m.,79
2022-12-13,8:00 a.m.,75
2022-12-13,12:00 p.m.,72
2022-12-14,8:00 a.m.,67
2022-12-14,12:00 p.m.,64
2022-12-15,8:00 a.m.,61
2022-12-15,12:00 p.m.,57
2022-12-16,8:00 a.m.,53
2022-12-16,12:00 p.m.,50
2022-12-17,8:00 a.m.,46
2022-12-17,12:00 p.m.,42
2022-12-18,5:00 a.m.,93
2022-12-19,8:00 a.m.,57
2022-12-19,12:00 p.m.,53
2022-12-20,8:00 a.m.,49
2022-12-20,12:00 p.m.,44
2022-12-21,8:00 a.m.,40
2022-12-21,12:00 p.m.,108
2022-12-22,8:00 a.m.,85
2022-12-22,12:00 p.m.,152
2022-12-23,8:00 a.m.,161
2022-12-23,12:00 p.m.,143
2022-12-24,8:00 a.m.,38
2022-12-24,12:00 p.m.,35
2022-12-25,5:00 a.m.,104
2022-12-26,8:00 a.m.,82
2022-12-26,12:00 p.m.,79
2022-12-27,8:00 a.m.,76
2022-12-27,12:00 p.m.,71
2022-12-28,8:00 a.m.,66
2022-12-28,12:00 p.m.,99
2022-12-29,8:00 a.m.,127
2022-12-29,12:00 p.m.,147
2022-12-30,8:00 a.m.,149
2022-12-30,12:00 p.m.,146
2022-12-31,8:00 a.m.,64
2022-12-31,12:00 p.m.,60
2023-01-01,5:00 a.m.,99
2023-01-02,8:00 a.m.,86
2023-01-02,12:00 p.m.,83
2023-01-03,8:00 a.m.,79
2023-01-03,12:00 p.m.,76
2023-01-04,8:00 a.m.,72
2023-01-04,12:00 p.m.,102
2023-01-05,8:00 a.m.,102
2023-01-05,12:00 p.m.,164
2023-01-06,8:00 a.m.,191
2023-01-06,12:00 p.m.,146
2023-01-07,8:00 a.m.,43
2023-01-07,12:00 p.m.,39
2023-01-08,5:00 a.m.,106
2023-01-09,8:00 a.m.,78
2023-01-09,12:00 p.m.,73
2023-01-10,8:00 a.m.,68
2023-01-10,12:00 p.m.,112
2023-01-11,8:00 a.m.,148
2023-01-11,12:00 p.m.,168
2023-01-12,8:00 a.m.,188
2023-01-12,12:00 p.m.,177
2023-01-13,8:00 a.m.,53
2023-01-13,12:00 p.m.,48
2023-01-14,8:00 a.m.,44
2023-01-14,12:00 p.m.,39
2023-01-15,5:00 a.m.,109
2023-01-16,8:00 a.m.,97
2023-01-16,12:00 p.m.,92
2023-01-17,8:00 a.m.,89
2023-01-17,12:00 p.m.,84
2023-01-18,8:00 a.m.,128
2023-01-18,12:00 p.m.,175
2023-01-19,8:00 a.m.,313
2023-01-19,12:00 p.m.,158
2023-01-20,8:00 a.m.,140
2023-01-20,12:00 p.m.,45
2023-01-21,8:00 a.m.,65
2023-01-21,12:00 p.m.,55
2023-01-22,5:00 a.m.,104
2023-01-23,8:00 a.m.,124
2023-01-23,12:00 p.m.,114
2023-01-24,8:00 a.m.,107
2023-01-24,12:00 p.m.,74
2023-01-25,8:00 a.m.,68
2023-01-25,12:00 p.m.,108
2023-01-26,8:00 a.m.,134
2023-01-26,12:00 p.m.,69
2023-01-27,8:00 a.m.,61
2023-01-27,12:00 p.m.,54
2023-01-28,8:00 a.m.,140
2023-01-28,12:00 p.m.,110
2023-01-29,5:00 a.m.,104
2023-01-30,8:00 a.m.,89
2023-01-30,12:00 p.m.,85
2023-01-31,8:00 a.m.,80
2023-01-31,12:00 p.m.,77
2023-02-01,8:00 a.m.,73
2023-02-01,12:00 p.m.,67
2023-02-02,8:00 a.m.,65
2023-02-02,12:00 p.m.,61
2023-02-03,8:00 a.m.,56
2023-02-03,12:00 p.m.,53
2023-02-04,8:00 a.m.,48
2023-02-04,12:00 p.m.,44
2023-02-05,5:00 a.m.,91
2023-02-06,8:00 a.m.,80
2023-02-06,12:00 p.m.,96
2023-02-07,8:00 a.m.,146
2023-02-07,12:00 p.m.,363
2023-02-08,8:00 a.m.,137
2023-02-08,12:00 p.m.,124
2023-02-09,8:00 a.m.,58
2023-02-09,12:00 p.m.,65
2023-02-10,8:00 a.m.,45
2023-02-10,12:00 p.m.,50
2023-02-11,8:00 a.m.,58
2023-02-11,12:00 p.m.,68
2023-02-12,5:00 a.m.,106
2023-02-13,8:00 a.m.,111
2023-02-13,12:00 p.m.,112
2023-02-14,8:00 a.m.,137
2023-02-14,12:00 p.m.,121
2023-02-15,8:00 a.m.,107
2023-02-15,12:00 p.m.,141
2023-02-16,8:00 a.m.,84
2023-02-16,12:00 p.m.,78
2023-02-17,8:00 a.m.,142
2023-02-17,12:00 p.m.,71
2023-02-18,8:00 a.m.,66
2023-02-18,12:00 p.m.,57
2023-02-19,5:00 a.m.,108
2023-02-20,8:00 a.m.,131
2023-02-20,12:00 p.m.,146
2023-02-21,8:00 a.m.,68
2023-02-21,12:00 p.m.,61
2023-02-22,8:00 a.m.,130
2023-02-22,12:00 p.m.,76
2023-02-23,8:00 a.m.,71
2023-02-23,12:00 p.m.,62
2023-02-24,8:00 a.m.,134
2023-02-24,12:00 p.m.,103
2023-02-25,8:00 a.m.,101
2023-02-25,12:00 p.m.,122
2023-02-26,5:00 a.m.,99
2023-02-27,8:00 a.m.,86
2023-02-27,12:00 p.m.,82
2023-02-28,8:00 a.m.,77
2023-02-28,12:00 p.m.,73
2023-03-01,8:00 a.m.,69
2023-03-01,12:00 p.m.,108
2023-03-02,8:00 a.m.,162
2023-03-02,12:00 p.m.,379
2023-03-03,8:00 a.m.,165
2023-03-03,12:00 p.m.,99
2023-03-04,8:00 a.m.,67
2023-03-04,12:00 p.m.,68
2023-03-05,5:00 a.m.,107
2023-03-06,8:00 a.m.,93
2023-03-06,12:00 p.m.,88
2023-03-07,8:00 a.m.,83
2023-03-07,12:00 p.m.,79
2023-03-08,8:00 a.m.,74
2023-03-08,12:00 p.m.,70
2023-03-09,8:00 a.m.,65
2023-03-09,12:00 p.m.,61
2023-03-10,8:00 a.m.,56
2023-03-10,12:00 p.m.,51
2023-03-11,8:00 a.m.,47
2023-03-11,12:00 p.m.,43
2023-03-12,5:00 a.m.,95
2023-03-13,8:00 a.m.,84
2023-03-13,12:00 p.m.,81
2023-03-14,8:00 a.m.,111
2023-03-14,12:00 p.m.,138
2023-03-15,8:00 a.m.,524
2023-03-15,12:00 p.m.,134
2023-03-16,8:00 a.m.,125
2023-03-16,12:00 p.m.,49
2023-03-17,8:00 a.m.,46
2023-03-17,12:00 p.m.,85
2023-03-18,8:00 a.m.,57
2023-03-18,12:00 p.m.,49
2023-03-19,5:00 a.m.,100
2023-03-20,8:00 a.m.,90
2023-03-20,12:00 p.m.,87
2023-03-21,8:00 a.m.,83
2023-03-21,12:00 p.m.,79
2023-03-22,8:00 a.m.,74
2023-03-22,12:00 p.m.,69
2023-03-23,8:00 a.m.,66
2023-03-23,12:00 p.m.,62
2023-03-24,8:00 a.m.,57
2023-03-24,12:00 p.m.,54
2023-03-25,8:00 a.m.,49
2023-03-25,12:00 p.m.,46
2023-03-26,5:00 a.m.,95
2023-03-27,8:00 a.m.,68
2023-03-27,12:00 p.m.,65
2023-03-28,8:00 a.m.,62
2023-03-28,12:00 p.m.,92
2023-03-29,8:00 a.m.,126
2023-03-29,12:00 p.m.,185
2023-03-30,8:00 a.m.,186
2023-03-30,12:00 p.m.,146
2023-03-31,8:00 a.m.,60
2023-03-31,12:00 p.m.,57
2023-04-01,8:00 a.m.,52
2023-04-01,12:00 p.m.,48
2023-04-02,5:00 a.m.,109
2023-04-03,8:00 a.m.,97
2023-04-03,12:00 p.m.,92
2023-04-04,8:00 a.m.,87
2023-04-04,12:00 p.m.,83
2023-04-05,8:00 a.m.,78
2023-04-05,12:00 p.m.,74
2023-04-06,8:00 a.m.,68
2023-04-06,12:00 p.m.,63
2023-04-07,8:00 a.m.,58
2023-04-07,12:00 p.m.,54
2023-04-08,8:00 a.m.,50
2023-04-08,12:00 p.m.,44
2023-04-09,5:00 a.m.,100
2023-04-10,8:00 a.m.,88
2023-04-10,12:00 p.m.,84
2023-04-11,8:00 a.m.,80
2023-04-11,12:00 p.m.,76
2023-04-12,8:00 a.m.,72
2023-04-12,12:00 p.m.,68
2023-04-13,8:00 a.m.,64
2023-04-13,12:00 p.m.,126
2023-04-14,8:00 a.m.,172
2023-04-14,12:00 p.m.,533
2023-04-15,8:00 a.m.,184
2023-04-15,12:00 p.m.,127
2023-04-16,5:00 a.m.,110
2023-04-17,8:00 a.m.,98
2023-04-17,12:00 p.m.,94
2023-04-18,8:00 a.m.,90
2023-04-18,12:00 p.m.,86
2023-04-19,8:00 a.m.,81
2023-04-19,12:00 p.m.,75
2023-04-20,8:00 a.m.,70
2023-04-20,12:00 p.m.,65
2023-04-21,8:00 a.m.,62
2023-04-21,12:00 p.m.,58
2023-04-22,8:00 a.m.,53
2023-04-22,12:00 p.m.,48
2023-04-23,5:00 a.m.,108
2023-04-24,8:00 a.m.,141
2023-04-24,12:00 p.m.,110
2023-04-25,8:00 a.m.,151
2023-04-25,12:00 p.m.,115
2023-04-26,8:00 a.m.,144
2023-04-26,12:00 p.m.,147
2023-04-27,8:00 a.m.,66
2023-04-27,12:00 p.m.,55
2023-04-28,8:00 a.m.,49
2023-04-28,12:00 p.m.,121
2023-04-29,8:00 a.m.,71
2023-04-29,12:00 p.m.,60
2023-04-30,5:00 a.m.,106
2023-05-01,8:00 a.m.,103
2023-05-01,12:00 p.m.,77
2023-05-02,8:00 a.m.,69
2023-05-02,12:00 p.m.,64
2023-05-03,8:00 a.m.,117
2023-05-03,12:00 p.m.,113
2023-05-04,8:00 a.m.,82
2023-05-04,12:00 p.m.,75
2023-05-05,8:00 a.m.,119
2023-05-05,12:00 p.m.,131
2023-05-06,8:00 a.m.,116
2023-05-06,12:00 p.m.,135
2023-05-07,5:00 a.m.,103
2023-05-08,8:00 a.m.,110
2023-05-08,12:00 p.m.,138
2023-05-09,8:00 a.m.,118
2023-05-09,12:00 p.m.,108
2023-05-10,8:00 a.m.,144
2023-05-10,12:00 p.m.,77
2023-05-11,8:00 a.m.,68
2023-05-11,12:00 p.m.,94
2023-05-12,8:00 a.m.,124
2023-05-12,12:00 p.m.,79
2023-05-13,8:00 a.m.,72
2023-05-13,12:00 p.m.,65
2023-05-14,5:00 a.m.,93
2023-05-15,8:00 a.m.,75
2023-05-15,12:00 p.m.,66
2023-05-16,8:00 a.m.,58
2023-05-16,12:00 p.m.,129
2023-05-17,8:00 a.m.,98
2023-05-17,12:00 p.m.,131
2023-05-18,8:00 a.m.,129
2023-05-18,12:00 p.m.,110
2023-05-19,8:00 a.m.,84
2023-05-19,12:00 p.m.,67
2023-05-20,8:00 a.m.,62
2023-05-20,12:00 p.m.,116
