business_name,inspection_score,Year,NumberofLocations,Weekend
CAMP FIRE - NUNAKA VALLEY,100,2016,43,false
KINCAID ELEMENTARY,100,2015,38,false
H2OASIS INDOOR WATERPARK - SPLASH,100,2007,60,false
MOOSE'S TOOTH PUB & PIZZERIA,96,2007,60,false
FIORI D'ITALIA,100,2006,39,false
TESORO - ER,98,2016,6,false
SILK RESTAURANT,85,2017,35,false
ARIGATO,91,2009,79,false
BLUES CENTRAL BAR,88,2016,9,false
ALEX HOTEL & SUITES,98,2015,11,false
UNCLE JOE'S PIZZERIA #5,92,2000,36,false
SUBWAY OF ALASKA #17981,86,2004,41,false
HOLIDAY STATIONSTORE #625,90,2015,36,false
CARRS #1813 - CHINESE KITCHEN,95,2006,49,false
FIRETAP RESTAURANT & ALEHOUSE BAR,100,2017,4,false
YAK & YETI HIMALAYAN RESTAURANT,84,2004,74,false
ANCHORAGE CHRISTIAN PRESCHOOL,98,2008,48,false
CARRS #1807 - DELI,91,2015,59,false
QDOBA MEXICAN GRILL,96,2017,61,false
CAPONE'S PIZZA,91,2007,61,false
PEKING WOK,88,2004,271,false
CHILI'S GRILL + BAR,96,2017,19,false
SOUTHSIDE BISTRO,94,2007,59,false
L'AROMA BAKERY & DELI - RESTAURANT,87,2008,161,false
JEWEL LAKE TASTEE FREEZ,96,2016,65,false
TACO KING V,94,2016,33,false
EAGLE RIVER SNACK BAR,94,2017,56,false
SLIPPERY SALMON BAR & GRILL,89,2015,41,false
SALVATION ARMY - SERENDIPITY,95,2003,26,false
UAA - STARBUCKS,86,2006,30,false
URSA MINOR SCHOOL,100,2000,38,false
KALADI BROTHERS COFFEE,92,2004,99,false
5TH AVENUE DELI,90,2009,70,false
THAI SIAM RESTAURANT,81,2017,56,false
LOS ARCOS RESTAURANT,89,2016,79,false
SULLIVAN ARENA PIZZA STAND,100,2006,24,false
BASKIN ROBBINS,90,2004,75,false
SOUTH ANCHORAGE AREA HIGH SCHOOL,100,2009,35,false
BAXTER ELEMENTARY SCHOOL,100,2005,38,false
MCDONALD'S,90,2006,646,false
TACO GRANDE #1,91,2007,32,false
SOUTH RESTAURANT + COFFEEHOUSE -BAR,97,2018,4,false
BUCKAROO CLUB,94,2015,19,false
MIKE'S QUALITY MEATS,93,2007,47,false
COSTCO WAREHOUSE PIZZA KITCHEN,100,2004,44,false
CARRS #1807 - RETAIL FISH,100,2003,26,false
"HILLCREST CHILDREN'S CTR., INC",88,2017,74,false
SUBWAY OF ALASKA #7527,88,2005,53,false
CENTURY THEATRE,90,2003,31,false
GLACIER BREWHOUSE,89,2006,70,false
COFFEE QUEEN,95,2017,9,false
MOTOR MOCHA #3,96,2019,58,false
SOUTHSIDE GRILL,82,2015,70,false
PIZZA PLAZA,94,2009,90,false
ANCH CHRISTIAN SCHOOL,100,2009,46,false
ICHIBAN RESTAURANT,84,2016,125,false
GOLDENVIEW MIDDLE SCHOOL,100,2003,38,false
HACIENDA MEXICAN RESTAURANT,93,2004,62,false
MILANO'S PIZZA,98,2006,74,false
SALVATION ARMY/COOK INLET HOUSING,97,2015,17,false
ROMIG MIDDLE SCHOOL,100,2005,37,false
LUIGI'S PIZZA,81,2006,117,false
HOLIDAY STATIONSTORE #607,90,2008,32,false
HEAVENLY CUP - NEW BLDG,92,2006,32,false
MOOSE'S TOOTH PUB & PIZZERIA,92,2018,60,false
RONNIE,92,2015,95,false
FRED MEYER RETAIL STORE,97,2006,94,false
UAA STUDENT UNION INFO DESK,100,2015,6,false
NEW SAGAYA CITY MARKET - MEAT,99,2000,21,false
ARIGATO,93,2008,79,false
"ALASKA QUALITY CARE, LLC",88,2016,16,false
ABBOTT O'RABBIT LITTLE LEAGUE SNK-S,100,2018,17,false
SWEET PINK PEPPER,85,2017,154,false
SICILY'S PIZZA,85,2016,323,false
SPRING HILL ELEM CAFETERIA,100,2015,37,false
SIDE STREET ESPRESSO,99,2007,16,false
HAMBURGER HAVEN,100,2000,129,false
CARRS #1805 - RETAIL MEAT,94,2002,27,false
TACO KING IV,94,2019,41,false
RED CHAIR CAFE,88,2017,28,false
CAMP FIRE - RAVENWOOD,100,2006,32,false
CHUCK E CHEESE PIZZA,75,2004,91,false
EAGLE RIVER ELEMENTARY SCHOOL,100,2015,35,false
ASIA GARDEN,92,2009,119,false
KIDS' KITCHEN - Fairview,94,2007,27,false
PANHANDLE BAR,94,2006,32,false
TACO PALACE,84,2018,24,false
"ALASKA CLUB EAST - POOL, THE",100,2005,57,false
CARRS #520 - SALAD BAR,90,2008,32,false
ANCHORAGE MONTESSORI SCHOOL,100,2017,18,false
CROSSROADS ASSISTED LIVING,89,2016,11,false
STUART ANDERSON'S CATTLE CO-RES,98,2017,26,false
HOLIDAY STATIONSTORE #630,95,2008,31,false
NEW PHO SAIGON RESTAURANT,90,2017,112,false
JAMICO'S PIZZARIA & MEXICAN RESTAURANT,91,2016,43,false
TWIN DRAGON,76,2007,127,false
T.G.I. FRIDAYS,91,2007,68,false
"ALASKA CLUB (SPA-WOMEN'S), THE SUMM",100,2015,25,false
WENDY'S #5,96,2007,44,false
ANCHORAGE MARRIOTT DOWNTOWN - POOL,100,2001,28,false
AWAIC,93,2009,50,false
SIS'S DELI & ESPRESSO BAR,95,2003,47,false
GREAT ALASKA PIZZA CO.,92,2018,23,false
PIZZA MAN #1,94,2016,83,false
UNCLE JOE'S PIZZERIA #2,94,2005,36,false
LONG BRANCH SALOON,100,2015,91,false
GALLO'S MEXICAN RESTAURANT,83,2016,274,false
CARL'S JR RESTAURANT,100,2015,254,false
CARRS #1813 - BAKERY,99,2017,32,false
FRED MEYER - RETAIL MEAT,100,2002,77,false
CARRS #1817 - BAKERY,97,2015,45,false
BENSON SECONDARY SCHOOL,100,2002,43,false
SUBWAY OF ALASKA #19605,100,2007,49,false
SUBWAY OF ALASKA #4802,100,2002,37,false
CARRS #1812 - SALAD BAR,91,2003,36,false
FRED MEYER - DELI,88,2004,189,false
TACO BELL #19282,96,2000,43,false
LITTLE ITALY,87,2001,66,false
BASKIN ROBBINS,88,2015,75,false
"NEW CENTRAL MARKET PROCESSING, THE",93,2016,98,false
KIDS' KITCHEN - Fairview,99,2016,27,false
AK PACIFIC UNIVERSITY,90,2015,70,false
GRACE CHRISTIAN SCHOOL LUNCH PROGRA,100,2015,39,false
ALASKA PSYCHIATRIC INSTITUTE (NEW),96,2008,28,false
JUDY'S CAFE,94,2007,55,false
DIMOND CENTER CINEMAS,100,2000,40,false
REGAL CINEMAS TOTEM 8,89,2008,47,false
TACO KING,90,2006,115,false
BOMBAY DELUXE,85,2004,120,false
CARRS #1817 - BAKERY,93,2007,45,false
CAPTAIN COOK - FLETCHER'S BAR,99,2004,24,false
HOLIDAY STATIONSTORE #625,100,2000,36,false
FRED MEYER - DELI,90,2006,189,false
12-100 COFFEE & COMMUNITIES,97,2017,11,false
CARRS #1805 - RETAIL FISH,99,2000,30,false
RAVENWOOD ELEMENTARY CAFETERIA,100,2001,37,false
FAITH DAY CARE & LEARNING CENTER,87,2004,43,false
GWENNIES RESTAURANT,83,2003,126,false
SUBWAY OF ALASKA #17981,92,2006,41,false
GALLO'S MEXICAN RESTAURANT,96,2007,274,false
THREE BEARS #100 - CONCESSION DELI,100,2016,20,false
MCDONALD'S,91,2016,646,false
FRUITLAND FRESH #2,95,2016,37,false
SWEET BASIL CAFE,93,2008,96,false
MILANO'S PIZZA,100,2007,74,false
JALAPENOS MEXICAN RESTAURANT,89,2017,104,false
WESTMARK - SOLSTICE CAFE LOUNGE,100,2009,16,false
DRAGON RESTAURANT,73,2004,191,false
GOLDEN DONUTS #2,93,2006,53,false
SAMURAI SUSHI,73,2008,119,false
NEW PHO SAIGON RESTAURANT,92,2015,112,false
ICHIBAN RESTAURANT,94,2002,125,false
MOCHA MASTERS,95,2007,29,false
"HILLCREST CHILDREN'S CTR., INC",88,2017,74,false
"HILLCREST CHILDREN'S CTR., INC",92,2005,74,false
CAMP FIRE - LAKE OTIS,96,2016,25,false
LONG BRANCH SALOON,98,2006,91,false
SUBWAY OF  ALASKA #21418,95,2003,45,false
GIRDWOOD K-8,100,2008,36,false
MULCAHY CONCESSIONS - S,100,2017,9,false
JAMICO'S PIZZARIA & MEXICAN RESTAURANT,92,2015,43,false
HUMPY'S SUB-ZERO,86,2007,38,false
ARBY'S,90,2009,128,false
URBAN GREENS LLC,100,2009,7,false
DON JOSE'S MEXICAN REST/BAR,93,2008,30,false
CLUB PARIS,92,2007,50,false
BIG BOY EXPRESS MARKET,96,2015,133,false
BOMBAY DELUXE,98,2018,120,false
MILANO'S PIZZA,81,2008,74,false
LAHN PAD-THAI RESTAURANT,100,2005,102,false
AJ'S RIB-A-GO-GO,100,2015,28,false
PIZZA PLAZA,91,2008,90,false
RABBIT CREEK ELEMENTARY SCHOOL,100,2008,37,false
CROSSROADS SNACK BAR,98,2016,5,false
EAST ANCHORAGE HIGH SCHOOL,100,2009,53,false
CHINA LIGHTS ORIENTAL CUISINE LLC,94,2002,178,false
PHATTRA ASIAN MARKET,89,2017,11,false
FROMAGIO'S ARTISAN CHEESE LLC,97,2018,7,false
NEW PHO SAIGON RESTAURANT,83,2016,112,false
HEAVENLY CUP - NEW BLDG,86,2007,32,false
DOWNTOWN CHEVRON - SNACK BAR,95,2007,33,false
JALAPENOS MEXICAN RESTAURANT,100,2015,104,false
POLAR BEAR EXPRESSO,100,2016,15,false
GOVERNMENT HILL ELEM SCHOOL,100,2004,36,false
H2OASIS SLOW RIVER,100,2017,57,false
ESPRESSO ESPRESSIONS CAFE & EATERY,91,2007,110,false
CARRS #1813 - GROCERY,100,2008,29,false
CAROUSEL CHILD CARE CENTER,93,2007,58,false
HOLIDAY STATIONSTORE #624,100,2008,28,false
NEW SAGAYA CITY MARKET - MEAT,99,2006,21,false
ANCHORAGE CHRISTIAN PRESCHOOL,87,2006,48,false
THAI DELIGHT RESTAURANT,90,2017,14,false
JAVA THE HUT,97,2016,79,false
HAMBURGER HAVEN,85,2004,129,false
CAMP FIRE - HOMESTEAD,100,2003,34,false
BEAR TOOTH GRILL - BAR,94,2006,25,false
WENDLER MIDDLE SCHOOL,100,2016,43,false
DING HOW RESTAURANT,81,2007,196,false
EAGLE RIVER FRIED RICE EXPRESS ASIAN CUISINE,82,2019,27,false
"NEW CENTRAL MARKET PROCESSING, THE",95,2009,98,false
L'AROMA BAKERY & DELI - RESTAURANT,89,2004,161,false
PIZZA MAN #1,89,2004,83,false
CAMP FIRE - RAVENWOOD,100,2015,32,false
SUBWAY OF ALASKA #7526,94,2017,63,false
HOLIDAY STATIONSTORE #606 SNACKBAR,86,2006,37,false
NEW PHO SAIGON RESTAURANT,79,2015,112,false
ESSENTIAL 1 POWER STOP,97,2017,44,false
TOFU HOUSE RESTAURANT,80,2016,28,false
KODIAK KUP ESPRESSO,95,2017,27,false
PEKING WOK,86,2005,271,false
FRED MEYER RETAIL STORE,93,2004,94,false
L'AROMA BAKERY & DELI - RESTAURANT,93,2005,161,false
JACK SPRAT,100,2001,34,false
SOUPER BOWL,78,2006,59,false
SCOTTIE'S SUB,100,2015,10,false
PROVIDENCE EXTENDED CARE - COMMONS BLDG,100,2017,3,false
JEWEL LAKE TASTEE FREEZ,91,2007,65,false
BURRITO KING,96,2005,54,false
SERRANO'S MEXICAN GRILL,88,2016,56,false
CAMP FIRE - SPRING HILL,100,2003,28,false
LONG BRANCH SALOON,98,2004,91,false
SCHLOTZKY'S DELI,90,2015,15,false
CHUCK E CHEESE PIZZA,86,2005,91,false
O'BRADY'S BURGERS #2,82,2009,58,false
YAK & YETI HIMALAYAN RESTAURANT,91,2005,74,false
"BURGERS, WINGS & THINGS",93,2016,43,false
JACKIE'S PLACE,98,2005,95,false
CAFFE DARTE - CAMELOT,99,2017,25,false
ALASKA REGIONAL HOSPITAL,95,2001,40,false
NUNAKA VALLEY SCHOOL,100,2007,37,false
BRIGHT BEGINNINGS EARLY LEARNING,86,2017,134,false
FOUNTAIN CHEVRON FOODMART,87,2016,20,false
HULA HANDS RESTAURANT,96,2016,181,false
CARL'S JR RESTAURANT,100,2008,254,false
DAWG HOUSE CAFE,84,2008,66,false
ARIGATO,100,2005,79,false
HOLIDAY STATIONSTORE SNACK #610,95,2009,38,false
TESORO -SPENARD SNACK,96,2018,5,false
PITA PIT - TAKAHTNU COMMONS,82,2015,15,false
PROVIDENCE HOSPITAL KITCHEN,87,2007,42,false
HOLIDAY STATIONSTORE #631 SNACKBAR,92,2005,51,false
KOBE TEPPAYAKI HOUSE,93,2004,151,false
LITTLE ITALY,93,2006,66,false
STUDENT NUTRITION CENTER,94,2000,31,false
ANCHORAGE MUSEUM COFFEE SHOP - KIOSK,98,2017,1,false
BRADLEY HOUSE - BAR,96,2016,21,false
"GENESIS RECOVERY SERVICES, INC.",100,2016,8,false
VILLAGE INN #1,95,2004,66,false
WEST HIGH SCHOOL POOL/P & R,100,2006,32,false
PETE'S ITALIAN BEEF -S,100,2015,6,false
CAMP FIRE - FIRE LAKE,100,2008,22,false
BELLS NURSERY #2,93,2000,19,false
WAFFLE RUSH,95,2015,15,false
KOBE TEPPAYAKI HOUSE,78,2006,151,false
RAE RAE'S II,89,2015,71,false
CARL'S JR RESTAURANT,100,2016,254,false
SULLIVAN ARENA - SOUTH MAIN,93,2001,30,false
"AVENUE, THE",99,2016,15,false
SHOCKWAVE TRAMPOLINE PARK,94,2016,7,false
KILLER BEE'S ESPRESSO,91,2006,27,false
CENTER CAFE,88,2008,90,false
"MOTHER LODE, LLC, THE",82,2017,17,false
CAMP BEAR VALLEY,100,2015,8,false
CARRS #1805 - GROCERY,95,2017,42,false
MEARS MIDDLE SCHOOL,100,2004,39,false
PETERS CREEK CHEVRON GROCERY & LIQU,99,2017,41,false
ANCHORAGE HALAAL MARKET,97,2016,8,false
GOVERNMENT HILL ELEM SCHOOL,100,2007,36,false
PHO DIMOND RESTAURANT,90,2016,17,false
CAROUSEL CHILD CARE CENTER,97,2017,58,false
SALVATION ARMY/COOK INLET HOUSING,98,2017,17,false
OCEANVIEW ELEMENTARY SCHOOL,100,2002,39,false
FRED MEYER - RETAIL MEAT,100,2005,77,false
KIDS'  CORPS - MOUNTAIN VIEW CENTER,99,2004,26,false
SLIPPERY SALMON BAR & GRILL,87,2016,41,false
ANCHORAGE CORRECTIONAL COMPLEX EAST,91,2016,67,false
PAPA JOHN'S PIZZA,85,2009,83,false
TACO KING IV,94,2019,41,false
YUKON CONCESSION,100,2008,24,false
KALADI BROTHERS COFFEE,82,2009,99,false
ANCH HILTON - BANQUET ROOM,99,2000,29,false
MCDONALD'S,92,2004,646,false
UAA - CREEKSIDE COMMONS,100,2015,63,false
BUSH COMPANY #2,100,2017,32,false
ALASKA CLUB EAGLE RIVER - SPLASH POOL,100,2017,7,false
SOUTHSIDE BISTRO,100,2003,59,false
ANCHORAGE SENIOR CENTER,82,2016,95,false
CAMP FIRE - OCEAN VIEW,95,2009,26,false
CHEPO'S,78,2017,83,false
SICILY'S PIZZA,82,2000,323,false
THAI VILLAGE RESTAURANT,100,2000,85,false
SUBWAY OF ALASKA #7527,94,2007,53,false
EAGLE RIVER FRIED RICE EXPRESS ASIAN CUISINE,82,2019,27,false
L'AROMA BAKERY & DELI - RESTAURANT,90,2005,161,false
O'MALLEY ON THE GREEN  BAR,100,2015,21,false
FRED MEYER - DELI,98,2016,189,false
CHEPO'S-BAR,88,2017,26,false
SUBWAY OF ALASKA #19605,95,2016,49,false
AFC SUSHI @ FRED MEYER 00656,100,2006,51,false
BRIGHT BEGINNINGS ELC-EAGLE RIVER,100,2015,69,false
KNIK LITTLE LEAGUE - S,94,2004,13,true
CAPTAIN COOK - WHALES TAIL BAR,100,2000,16,false
CLARK MIDDLE SCHOOL,95,2004,40,false
JOY CHILD DEVELOPMENT CENTER,98,2006,38,false
H2OASIS ALASKA TUB,100,2015,58,false
CAPTAIN COOK - SPA/ COED,100,2002,29,false
CAPTAIN COOK - FLETCHER'S BAR,92,2017,24,false
CHINA LIGHTS ORIENTAL CUISINE LLC,87,2017,178,false
DIMOND HIGH SCHOOL/P & R,100,2000,23,false
CARRS #1813 - BAKERY,100,2008,32,false
WILLIAM TYSON ELEMENTARY,100,2000,38,false
CARTEE COMPLEX CONCESSION (S),100,2008,15,false
JAVA HUT,79,2016,48,false
BPX EXPLORATION CAFE,100,2005,43,false
GASLIGHT BAR,93,2001,18,false
FIORI D'ITALIA,94,2003,39,false
88TH ST PIZZA,98,2008,43,false
MIDDLE WAY CAFE,89,2015,62,false
BENIHANA RESTAURANT,91,2008,83,false
WEST HIGH SCHOOL POOL/P & R,100,2000,32,false
FRED MEYER - RETAIL MEAT,96,2000,77,false
BURRITO KING,96,2004,54,false
HOLIDAY STATIONSTORE #625,92,2006,36,false
POPEYES CHICKEN AND BISCUITS,83,2009,153,false
VILLAGE INN #1,86,2000,66,false
BEAR MOUNTAIN GRILL,93,2016,81,false
FRED MEYER 00656 - DELI,95,2016,52,false
ARBY'S - EAGLE RIVER,98,2006,74,false
BAYSHORE CLUBHOUSE - SPA,100,2007,35,false
EAST ANCHORAGE HIGH SCHOOL,96,2017,53,false
CAMP FIRE - ALPENGLOW,100,2005,36,false
QDOBA RESTAURANT CORP,95,2007,40,false
STOP N SHOP - MANILA BAKE,86,2017,14,false
GRANNY B'S CAFE,93,2006,61,false
PANCHO'S VILLA LOUNGE,96,2008,27,false
ALPENGLOW ELEMENTARY,100,2000,39,false
FRED MEYER - RETAIL MEAT,92,2008,77,false
HUMPY'S GREAT ALASKAN ALEHOUSE,90,2009,78,false
BUSH COMPANY #2,100,2002,32,false
ANCHORAGE SENIOR CENTER,93,2005,95,false
WINKYS WINGS,94,2017,37,false
CAFE LOCO 2,87,2009,66,false
CARRS #1812 - ORIENT EXPRESS,99,2003,34,false
DING HOW RESTAURANT,81,2016,196,false
CARL'S JR RESTAURANT,97,2007,254,false
FRED MEYER - DELI,99,2007,189,false
MILANO'S PIZZA,90,2008,74,false
MT SPURR SCHOOL,100,2004,37,false
F STREET STATION,100,2008,30,false
HOOD WINGS,100,2015,81,false
ASIAN KITCHEN - NORTHWOOD,100,2000,51,false
TROPHY ROOM,93,2009,28,false
10TH & M SEAFOODS,100,2018,17,false
PLAYER'S CHOICE BINGO,92,2006,36,false
CRAZY HORSE SALOON RESTAURANT,95,2016,41,false
PROVIDENCE EXTENDED CARE - DESHKA COTTAGE,100,2016,5,false
SUBWAY OF ALASKA #4803,96,2004,53,false
HOLIDAY STATIONSTORE #607 SNACK,92,2008,39,false
NEW SAGAYA CITY MARKET - MEAT,98,2009,21,false
PROVIDENCE REGION BLDG COFFEE KIOSK,95,2008,17,false
HOLIDAY STATIONSTORE #614 SNACK,90,2007,57,false
BOBA TREE,97,2018,15,false
LA MEX DIMOND - BAR,93,2015,30,false
PANHANDLE BAR,98,2004,32,false
BEAR TOOTH GRILL,95,2007,75,false
GALLO'S MEXICAN RESTAURANT,78,2015,274,false
BELLA VISTA,86,2008,56,false
SIS'S DELI & ESPRESSO BAR,98,2008,47,false
CAMP FIRE - LOUSSAC PLACE CAMP FIRE,95,2017,4,false
LITTLE ITALY,90,2017,66,false
CHINA LIGHTS ORIENTAL CUISINE LLC,82,2009,178,false
PETROLEUM CLUB OF ANCHORAGE,89,2007,68,false
SWEET PINK PEPPER,74,2009,154,false
CAMP FIRE - SPRING HILL,100,2016,28,false
CAMP FIRE - CHUGACH,96,2005,31,false
PETROLEUM CLUB OF ANCHORAGE,96,2016,68,false
KINLEY'S RESTAURANT & BAR INC,79,2005,71,false
CHINA LIGHTS ORIENTAL CUISINE LLC,84,2017,178,false
JEWEL LAKE TASTEE FREEZ,100,2004,65,false
SOUPER BOWL,91,2017,59,false
DIMOND CENTER CINEMAS,100,2001,40,false
TOP BOP,95,2016,8,false
PIPER'S RESTAURANT,85,2007,113,false
ANCH HILTON - BANQUET ROOM,99,2017,29,false
SARA'S TOO,93,2017,24,false
CAMPOBELLO BISTRO,98,2009,60,false
EAGLE RIVER ELEMENTARY SCHOOL,100,2015,35,false
CARRS #1807 - SNACK BAR (STARBUCK),100,2015,22,false
DON JOSE'S MEXICAN REST/BAR,88,2016,30,false
GOLDEN GATE,93,2015,67,false
ARBY'S - EAGLE RIVER,88,2004,74,false
ALASKA REGIONAL HOSPITAL,86,2015,40,false
CARRS #1805 - DELI,88,2009,86,false
JOJO'S HYPER BEAN LLC,96,2017,11,false
PIPER'S RESTAURANT,85,2007,113,false
TWIN DRAGON,94,2004,127,false
CREEKSIDE CAFE,100,2007,22,false
CHEPO'S,76,2016,83,false
PEKING WOK,86,2005,271,false
"ALASKA'S TASTE OF THAI II, LLC",96,2017,7,false
CARRS #1812 - SALAD BAR,91,2004,36,false
CARRS #1817 - SALAD BAR,96,2008,35,false
ICHIBAN RESTAURANT,84,2005,125,false
HOLIDAY STATIONSTORE #606 SNACKBAR,86,2006,37,false
NEW ASIAN MARKET,89,2017,24,false
EAGLE RIVER FRIED RICE EXPRESS ASIAN CUISINE,82,2019,27,false
L'AROMA BAKERY & DELI - RESTAURANT,79,2006,161,false
HOLIDAY STATIONSTORE #606,92,2006,29,false
SALVATION ARMY - SERENDIPITY,93,2006,26,false
CARRS #2628 -  FUELING STATION,96,2015,20,false
"ALASKA QUALITY CARE, LLC",88,2016,16,false
SUBWAY,93,2015,99,false
TOFU HOUSE RESTAURANT,82,2017,28,false
TACO GRANDE #1,93,2009,32,false
EAGLE RIVER CHEVRON-GROCERY,98,2016,14,false
H2OASIS ALASKA TUB,100,2015,58,false
CAMPOBELLO BISTRO,86,2004,60,false
I.H.O.P.,84,2006,208,false
CAMP FIRE - DENALI,100,2005,30,false
CAMP FIRE - CHINOOK,100,2016,30,false
THREE BEARS #100 - GROCERY,99,2016,9,false
DAWG HOUSE CAFE,99,2000,66,false
TACO KING IV,94,2019,41,false
AMY'S HOME DECOR (KOREAN MART),95,2016,10,false
WESTMARK - SOLSTICE CAFE,100,2000,47,false
BEGICH MIDDLE SCHOOL -MULDOON,100,2008,27,false
"ALASKA CLUB SOUTH, THE - SPA",100,2018,55,false
TEXAS ROADHOUSE,89,2018,23,false
ESSENTIAL 1 POWER STOP,97,2000,44,false
TESORO - MULDOON,96,2015,5,false
SUBWAY -WAL-MART DEBARR,97,2016,19,false
TWIN DRAGON,77,2005,127,false
BERNIE'S BUNGALOW LOUNGE,93,2009,48,false
SERVICE HIGH SCHOOL,100,2009,42,false
PIZZA PLAZA,94,2009,90,false
SUBWAY OF ALASKA #7526,89,2007,63,false
CARRS #1813 - RETAIL MEAT,100,2009,28,false
SULLIVAN ARENA SW PORT,100,2002,19,false
AFC SUSHI #11 @ FRED MEYER,100,2007,29,false
HOLIDAY STATION STORE #601,93,2007,42,false
ABBOTT LOOP SCHOOL,100,2006,36,false
CARRS #1813 - RETAIL FISH,100,2015,26,false
RAY'S PLACE LLC,100,2006,109,false
GOVERNMENT HILL ELEM SCHOOL,100,2005,36,false
JOY CHILD DEVELOPMENT CENTER,100,2015,38,false
PROVIDENCE EXTENDED CARE - COMMONS BLDG,99,2015,3,false
ROSETTA'S ITALIAN EATERY,96,2008,55,false
HIDEAWAY BAR,99,2002,34,false
CARRS #1802 - DELI,92,2003,56,false
SUBWAY OF ALASKA #7526,92,2007,63,false
FIREWEED CHEVRON TNI - SNACK BAR,97,2001,34,false
CARRS #1805 - GROCERY,92,2005,42,false
STARBUCKS-TICKET COUNTER,94,2006,31,false
DOWNTOWN SHELL FOOD MART A & W,99,2006,27,false
ANCHORAGE COMFORT INN SNACKBAR,94,2015,41,false
HOLIDAY STATIONSTORE #614 SNACK,97,2004,57,false
SUBWAY OF ALASKA #15777,83,2006,70,false
ASIAN KITCHEN - NORTHWOOD,88,2007,51,false
PANHANDLE BAR,92,2005,32,false
EAGLE RIVER FRIED RICE EXPRESS ASIAN CUISINE,82,2019,27,false
SAPPORE -ANTHC,84,2017,11,false
HOLIDAY STATION STORE #629 SNACK,93,2007,27,false
10TH & M SEAFOODS,92,2016,17,false
HOLIDAY STATIONSTORE #628,99,2017,41,false
LITTLE ITALY,92,2008,66,false
"HILLCREST CHILDREN'S CTR., INC",92,2005,74,false
FUKUMARU TERIYAKI,90,2017,43,false
PEGGYS RESTAURANT,93,2006,86,false
SLEEPY DOG COFFEE CO,92,2009,68,false
PHATTRA ASIAN MARKET,94,2016,11,false
EAGLE RIVER FRIED RICE EXPRESS ASIAN CUISINE,82,2019,27,false
ROCKY MOUNTAIN CHOCOLATE FACTORY,100,2016,7,false
CARRS #1813 - RETAIL MEAT,92,2000,28,false
WAFFLE RUSH,95,2015,15,false
TACO BELL #5649,92,2016,55,false
CROSTINI CAFE,98,2003,53,false
CARRS #1817 - BAKERY,98,2000,45,false
THAI GARDEN,85,2018,62,false
MIDNIGHT MOON CO INC DBA CAFE DEL MUNDO,100,2017,18,false
EAGLE RIVER FRIED RICE EXPRESS ASIAN CUISINE,82,2019,27,false
SORRENTO'S,81,2007,52,false
FOUNTAIN CHEVRON FOODMART,98,2016,20,false
TESORO NORTHSTORE #80 - SNACK BAR,92,2018,9,false
ANCHORAGE SENIOR CENTER,82,2016,95,false
ANCHORAGE COMFORT INN - POOL,100,2015,40,false
HUFFMAN SCHOOL,100,2002,37,false
NEW SAGAYA CITY MARKET - MEAT,99,2002,21,false
DON JOSE'S MEXICAN RESTAURANT,86,2016,140,false
CARRS #1805 - GROCERY,91,2006,42,false
PIPER'S RESTAURANT,88,2015,113,false
CARRS #1812 - ORIENT EXPRESS,97,2017,34,false
ANCHORAGE SENIOR CENTER,82,2016,95,false
EAGLE RIVER FRIED RICE EXPRESS ASIAN CUISINE,82,2019,27,false
SIMON & SEAFORTS,100,2000,74,false
SLIPPERY SALMON BAR & GRILL,89,2015,41,false
FIRETAP RESTAURANT & ALEHOUSE,100,2015,23,false
"BURGERS, WINGS & THINGS",90,2015,43,false
SUSITNA ELEMENTARY SCHOOL,100,2001,41,false
ARCTIC & TUDOR SHELL MT VIEW,100,2008,18,false
CARRS #1817 - DELI,98,2003,72,false
MCDONALD'S,100,2015,646,false
JUDY'S CAFE,98,2016,55,false
NORDSTROM - CAFE EXPRESS,93,2007,38,false
TIKAHTNU COMMONS STADIUM 16,94,2016,35,false
MOCHA BEANS,95,2007,20,false
EAGLE RIVER FRIED RICE EXPRESS ASIAN CUISINE,82,2019,27,false
SHINES ASIAN FUSION BISTRO,87,2016,54,false
DING HOW RESTAURANT,87,2008,196,false
PACIFIC NORTHERN ACADEMY,100,2017,12,false
EAGLE RIVER FRIED RICE EXPRESS ASIAN CUISINE,82,2019,27,false
FRED MEYER - STARBUCKS,100,2016,82,false
SWEETBERRY,100,2016,5,false
KINCAID GRILL,95,2004,49,false
AWAIC,88,2018,50,false
PANCHO'S VILLA,93,2016,62,false
HOLIDAY STATIONSTORE #628 SNACKBAR,86,2006,57,false
MCLAUGHLIN YOUTH CENTER,96,2018,35,false
COSTCO  MEAT,100,2000,31,false
CARRS #1805 - DELI,92,2007,86,false
JAVA THE HUT,83,2017,79,false
VIP DBA YOUNG BIN RESTAURANT,92,2015,115,false
PIZZA MAN #1,81,2006,83,false
ORIENTAL SHOPPING CENTER - DELI,90,2017,19,false
PAPA MURPHY'S,90,2007,110,false
BASKIN ROBBINS #8046,90,2018,54,false
WILD SCOOPS,100,2016,7,false
DENALI ELEMENTARY SCHOOL,100,2004,36,false
SUBWAY,95,2018,99,false
MASTERS CATERING - CATERER,93,2015,20,false
KALADI BROTHERS COFFEE,100,2015,99,false
GREAT ALASKA PIZZA CO,95,2016,40,false
MEKONG RESTAURANT,87,2007,86,false
CAMP FIRE - HUFFMAN,100,2005,28,false
CAMP FIRE - CHINOOK,100,2009,30,false
CAMP FIRE - NUNAKA VALLEY,100,2009,43,false
