Month,Animal,State,Count
1986 Sep,"Bulls, bullocks and steers",South Australia,21000.0
1986 Oct,"Bulls, bullocks and steers",South Australia,26100.0
1986 Nov,"Bulls, bullocks and steers",South Australia,26900.0
1986 Dec,"Bulls, bullocks and steers",South Australia,20100.0
1987 Jan,"Bulls, bullocks and steers",South Australia,24400.0
1987 Feb,"Bulls, bullocks and steers",South Australia,22200.0
1987 Mar,"Bulls, bullocks and steers",South Australia,21200.0
1987 Apr,"Bulls, bullocks and steers",South Australia,20800.0
1987 May,"Bulls, bullocks and steers",South Australia,23100.0
1987 Jun,"Bulls, bullocks and steers",South Australia,19900.0
1987 Jul,"Bulls, bullocks and steers",South Australia,21300.0
1987 Aug,"Bulls, bullocks and steers",South Australia,20900.0
1987 Sep,"Bulls, bullocks and steers",South Australia,19400.0
1987 Oct,"Bulls, bullocks and steers",South Australia,29100.0
1987 Nov,"Bulls, bullocks and steers",South Australia,29700.0
1987 Dec,"Bulls, bullocks and steers",South Australia,23600.0
1988 Jan,"Bulls, bullocks and steers",South Australia,29400.0
1988 Feb,"Bulls, bullocks and steers",South Australia,26500.0
1988 Mar,"Bulls, bullocks and steers",South Australia,25000.0
1988 Apr,"Bulls, bullocks and steers",South Australia,17000.0
1988 May,"Bulls, bullocks and steers",South Australia,22000.0
1988 Jun,"Bulls, bullocks and steers",South Australia,18700.0
1988 Jul,"Bulls, bullocks and steers",South Australia,12200.0
1988 Aug,"Bulls, bullocks and steers",South Australia,18600.0
1988 Sep,"Bulls, bullocks and steers",South Australia,23500.0
1988 Oct,"Bulls, bullocks and steers",South Australia,29000.0
1988 Nov,"Bulls, bullocks and steers",South Australia,28500.0
1988 Dec,"Bulls, bullocks and steers",South Australia,21600.0
1989 Jan,"Bulls, bullocks and steers",South Australia,22300.0
1989 Feb,"Bulls, bullocks and steers",South Australia,23900.0
1989 Mar,"Bulls, bullocks and steers",South Australia,22700.0
1989 Apr,"Bulls, bullocks and steers",South Australia,17800.0
1989 May,"Bulls, bullocks and steers",South Australia,20500.0
1989 Jun,"Bulls, bullocks and steers",South Australia,19100.0
1989 Jul,"Bulls, bullocks and steers",South Australia,22700.0
1989 Aug,"Bulls, bullocks and steers",South Australia,23100.0
1989 Sep,"Bulls, bullocks and steers",South Australia,29000.0
1989 Oct,"Bulls, bullocks and steers",South Australia,26200.0
1989 Nov,"Bulls, bullocks and steers",South Australia,25200.0
1989 Dec,"Bulls, bullocks and steers",South Australia,21800.0
1990 Jan,"Bulls, bullocks and steers",South Australia,22500.0
1990 Feb,"Bulls, bullocks and steers",South Australia,24600.0
1990 Mar,"Bulls, bullocks and steers",South Australia,26600.0
1990 Apr,"Bulls, bullocks and steers",South Australia,21700.0
1990 May,"Bulls, bullocks and steers",South Australia,23100.0
1990 Jun,"Bulls, bullocks and steers",South Australia,18700.0
1990 Jul,"Bulls, bullocks and steers",South Australia,21400.0
1990 Aug,"Bulls, bullocks and steers",South Australia,17400.0
1990 Sep,"Bulls, bullocks and steers",South Australia,24300.0
1990 Oct,"Bulls, bullocks and steers",South Australia,20800.0
1990 Nov,"Bulls, bullocks and steers",South Australia,23400.0
1990 Dec,"Bulls, bullocks and steers",South Australia,22800.0
1991 Jan,"Bulls, bullocks and steers",South Australia,22300.0
1991 Feb,"Bulls, bullocks and steers",South Australia,22700.0
1991 Mar,"Bulls, bullocks and steers",South Australia,21400.0
1991 Apr,"Bulls, bullocks and steers",South Australia,17500.0
1991 May,"Bulls, bullocks and steers",South Australia,20700.0
1991 Jun,"Bulls, bullocks and steers",South Australia,18500.0
1991 Jul,"Bulls, bullocks and steers",South Australia,18800.0
1991 Aug,"Bulls, bullocks and steers",South Australia,15300.0
1991 Sep,"Bulls, bullocks and steers",South Australia,18100.0
1991 Oct,"Bulls, bullocks and steers",South Australia,25000.0
1991 Nov,"Bulls, bullocks and steers",South Australia,25800.0
1991 Dec,"Bulls, bullocks and steers",South Australia,23500.0
1992 Jan,"Bulls, bullocks and steers",South Australia,20200.0
1992 Feb,"Bulls, bullocks and steers",South Australia,24400.0
1992 Mar,"Bulls, bullocks and steers",South Australia,22200.0
1992 Apr,"Bulls, bullocks and steers",South Australia,19300.0
1992 May,"Bulls, bullocks and steers",South Australia,21500.0
1992 Jun,"Bulls, bullocks and steers",South Australia,19000.0
1992 Jul,"Bulls, bullocks and steers",South Australia,14100.0
1992 Aug,"Bulls, bullocks and steers",South Australia,18900.0
1992 Sep,"Bulls, bullocks and steers",South Australia,24300.0
1992 Oct,"Bulls, bullocks and steers",South Australia,22200.0
1992 Nov,"Bulls, bullocks and steers",South Australia,28600.0
1992 Dec,"Bulls, bullocks and steers",South Australia,26200.0
1993 Jan,"Bulls, bullocks and steers",South Australia,21800.0
1993 Feb,"Bulls, bullocks and steers",South Australia,21300.0
1993 Mar,"Bulls, bullocks and steers",South Australia,27100.0
1993 Apr,"Bulls, bullocks and steers",South Australia,18600.0
1993 May,"Bulls, bullocks and steers",South Australia,19100.0
1993 Jun,"Bulls, bullocks and steers",South Australia,16500.0
1993 Jul,"Bulls, bullocks and steers",South Australia,13100.0
1993 Aug,"Bulls, bullocks and steers",South Australia,13200.0
1993 Sep,"Bulls, bullocks and steers",South Australia,21100.0
1993 Oct,"Bulls, bullocks and steers",South Australia,19600.0
1993 Nov,"Bulls, bullocks and steers",South Australia,20500.0
1993 Dec,"Bulls, bullocks and steers",South Australia,16200.0
1994 Jan,"Bulls, bullocks and steers",South Australia,17100.0
1994 Feb,"Bulls, bullocks and steers",South Australia,16700.0
1994 Mar,"Bulls, bullocks and steers",South Australia,18900.0
1994 Apr,"Bulls, bullocks and steers",South Australia,16800.0
1994 May,"Bulls, bullocks and steers",South Australia,16600.0
1994 Jun,"Bulls, bullocks and steers",South Australia,9200.0
1994 Jul,"Bulls, bullocks and steers",South Australia,7500.0
1994 Aug,"Bulls, bullocks and steers",South Australia,12100.0
1994 Sep,"Bulls, bullocks and steers",South Australia,17800.0
1994 Oct,"Bulls, bullocks and steers",South Australia,24300.0
1994 Nov,"Bulls, bullocks and steers",South Australia,17700.0
1994 Dec,"Bulls, bullocks and steers",South Australia,26300.0
1995 Jan,"Bulls, bullocks and steers",South Australia,18300.0
1995 Feb,"Bulls, bullocks and steers",South Australia,17800.0
1995 Mar,"Bulls, bullocks and steers",South Australia,21000.0
1995 Apr,"Bulls, bullocks and steers",South Australia,13100.0
1995 May,"Bulls, bullocks and steers",South Australia,17600.0
1995 Jun,"Bulls, bullocks and steers",South Australia,12700.0
1995 Jul,"Bulls, bullocks and steers",South Australia,7100.0
1995 Aug,"Bulls, bullocks and steers",South Australia,10900.0
1995 Sep,"Bulls, bullocks and steers",South Australia,18900.0
1995 Oct,"Bulls, bullocks and steers",South Australia,21100.0
1995 Nov,"Bulls, bullocks and steers",South Australia,22400.0
1995 Dec,"Bulls, bullocks and steers",South Australia,14800.0
1996 Jan,"Bulls, bullocks and steers",South Australia,16400.0
1996 Feb,"Bulls, bullocks and steers",South Australia,17900.0
1996 Mar,"Bulls, bullocks and steers",South Australia,16300.0
1996 Apr,"Bulls, bullocks and steers",South Australia,11400.0
1996 May,"Bulls, bullocks and steers",South Australia,12600.0
1996 Jun,"Bulls, bullocks and steers",South Australia,10600.0
1996 Jul,"Bulls, bullocks and steers",South Australia,9700.0
1996 Aug,"Bulls, bullocks and steers",South Australia,9100.0
1996 Sep,"Bulls, bullocks and steers",South Australia,12400.0
1996 Oct,"Bulls, bullocks and steers",South Australia,15900.0
1996 Nov,"Bulls, bullocks and steers",South Australia,17600.0
1996 Dec,"Bulls, bullocks and steers",South Australia,14100.0
1997 Jan,"Bulls, bullocks and steers",South Australia,16400.0
1997 Feb,"Bulls, bullocks and steers",South Australia,14600.0
1997 Mar,"Bulls, bullocks and steers",South Australia,14800.0
1997 Apr,"Bulls, bullocks and steers",South Australia,17400.0
1997 May,"Bulls, bullocks and steers",South Australia,15300.0
1997 Jun,"Bulls, bullocks and steers",South Australia,13800.0
1997 Jul,"Bulls, bullocks and steers",South Australia,12100.0
1997 Aug,"Bulls, bullocks and steers",South Australia,10500.0
1997 Sep,"Bulls, bullocks and steers",South Australia,13500.0
1997 Oct,"Bulls, bullocks and steers",South Australia,18000.0
1997 Nov,"Bulls, bullocks and steers",South Australia,18200.0
1997 Dec,"Bulls, bullocks and steers",South Australia,15200.0
1998 Jan,"Bulls, bullocks and steers",South Australia,14600.0
1998 Feb,"Bulls, bullocks and steers",South Australia,17500.0
1998 Mar,"Bulls, bullocks and steers",South Australia,14600.0
1998 Apr,"Bulls, bullocks and steers",South Australia,15400.0
1998 May,"Bulls, bullocks and steers",South Australia,9600.0
1998 Jun,"Bulls, bullocks and steers",South Australia,10500.0
1998 Jul,"Bulls, bullocks and steers",South Australia,8800.0
1998 Aug,"Bulls, bullocks and steers",South Australia,9200.0
1998 Sep,"Bulls, bullocks and steers",South Australia,11600.0
1998 Oct,"Bulls, bullocks and steers",South Australia,11600.0
1998 Nov,"Bulls, bullocks and steers",South Australia,12200.0
1998 Dec,"Bulls, bullocks and steers",South Australia,11700.0
1999 Jan,"Bulls, bullocks and steers",South Australia,10300.0
1999 Feb,"Bulls, bullocks and steers",South Australia,9300.0
1999 Mar,"Bulls, bullocks and steers",South Australia,8400.0
1999 Apr,"Bulls, bullocks and steers",South Australia,9100.0
1999 May,"Bulls, bullocks and steers",South Australia,10500.0
1999 Jun,"Bulls, bullocks and steers",South Australia,10600.0
1999 Jul,"Bulls, bullocks and steers",South Australia,11500.0
1999 Aug,"Bulls, bullocks and steers",South Australia,11500.0
1999 Sep,"Bulls, bullocks and steers",South Australia,14000.0
1999 Oct,"Bulls, bullocks and steers",South Australia,12800.0
1999 Nov,"Bulls, bullocks and steers",South Australia,17700.0
1999 Dec,"Bulls, bullocks and steers",South Australia,13900.0
2000 Jan,"Bulls, bullocks and steers",South Australia,14800.0
2000 Feb,"Bulls, bullocks and steers",South Australia,14700.0
2000 Mar,"Bulls, bullocks and steers",South Australia,17100.0
2000 Apr,"Bulls, bullocks and steers",South Australia,12500.0
2000 May,"Bulls, bullocks and steers",South Australia,14900.0
2000 Jun,"Bulls, bullocks and steers",South Australia,13900.0
2000 Jul,"Bulls, bullocks and steers",South Australia,6000.0
2000 Aug,"Bulls, bullocks and steers",South Australia,16400.0
2000 Sep,"Bulls, bullocks and steers",South Australia,16200.0
2000 Oct,"Bulls, bullocks and steers",South Australia,16700.0
2000 Nov,"Bulls, bullocks and steers",South Australia,18700.0
2000 Dec,"Bulls, bullocks and steers",South Australia,14400.0
2001 Jan,"Bulls, bullocks and steers",South Australia,17600.0
2001 Feb,"Bulls, bullocks and steers",South Australia,14600.0
2001 Mar,"Bulls, bullocks and steers",South Australia,18100.0
2001 Apr,"Bulls, bullocks and steers",South Australia,14000.0
2001 May,"Bulls, bullocks and steers",South Australia,16200.0
2001 Jun,"Bulls, bullocks and steers",South Australia,10900.0
2001 Jul,"Bulls, bullocks and steers",South Australia,8200.0
2001 Aug,"Bulls, bullocks and steers",South Australia,14400.0
2001 Sep,"Bulls, bullocks and steers",South Australia,14400.0
2001 Oct,"Bulls, bullocks and steers",South Australia,17000.0
2001 Nov,"Bulls, bullocks and steers",South Australia,16700.0
2001 Dec,"Bulls, bullocks and steers",South Australia,12300.0
2002 Jan,"Bulls, bullocks and steers",South Australia,17900.0
2002 Feb,"Bulls, bullocks and steers",South Australia,16800.0
2002 Mar,"Bulls, bullocks and steers",South Australia,16900.0
2002 Apr,"Bulls, bullocks and steers",South Australia,16500.0
2002 May,"Bulls, bullocks and steers",South Australia,18600.0
2002 Jun,"Bulls, bullocks and steers",South Australia,12300.0
2002 Jul,"Bulls, bullocks and steers",South Australia,13900.0
2002 Aug,"Bulls, bullocks and steers",South Australia,10700.0
2002 Sep,"Bulls, bullocks and steers",South Australia,13500.0
2002 Oct,"Bulls, bullocks and steers",South Australia,15800.0
2002 Nov,"Bulls, bullocks and steers",South Australia,14900.0
2002 Dec,"Bulls, bullocks and steers",South Australia,12300.0
2003 Jan,"Bulls, bullocks and steers",South Australia,17400.0
2003 Feb,"Bulls, bullocks and steers",South Australia,14200.0
2003 Mar,"Bulls, bullocks and steers",South Australia,15100.0
2003 Apr,"Bulls, bullocks and steers",South Australia,13500.0
2003 May,"Bulls, bullocks and steers",South Australia,14200.0
2003 Jun,"Bulls, bullocks and steers",South Australia,11200.0
2003 Jul,"Bulls, bullocks and steers",South Australia,10300.0
2003 Aug,"Bulls, bullocks and steers",South Australia,8900.0
2003 Sep,"Bulls, bullocks and steers",South Australia,15100.0
2003 Oct,"Bulls, bullocks and steers",South Australia,19400.0
2003 Nov,"Bulls, bullocks and steers",South Australia,16700.0
2003 Dec,"Bulls, bullocks and steers",South Australia,18500.0
2004 Jan,"Bulls, bullocks and steers",South Australia,17100.0
2004 Feb,"Bulls, bullocks and steers",South Australia,15500.0
2004 Mar,"Bulls, bullocks and steers",South Australia,15500.0
2004 Apr,"Bulls, bullocks and steers",South Australia,14100.0
2004 May,"Bulls, bullocks and steers",South Australia,14400.0
2004 Jun,"Bulls, bullocks and steers",South Australia,13200.0
2004 Jul,"Bulls, bullocks and steers",South Australia,7700.0
2004 Aug,"Bulls, bullocks and steers",South Australia,10200.0
2004 Sep,"Bulls, bullocks and steers",South Australia,17000.0
2004 Oct,"Bulls, bullocks and steers",South Australia,19300.0
2004 Nov,"Bulls, bullocks and steers",South Australia,19000.0
2004 Dec,"Bulls, bullocks and steers",South Australia,18000.0
2005 Jan,"Bulls, bullocks and steers",South Australia,16300.0
2005 Feb,"Bulls, bullocks and steers",South Australia,16600.0
2005 Mar,"Bulls, bullocks and steers",South Australia,18800.0
2005 Apr,"Bulls, bullocks and steers",South Australia,18100.0
2005 May,"Bulls, bullocks and steers",South Australia,14700.0
2005 Jun,"Bulls, bullocks and steers",South Australia,15300.0
2005 Jul,"Bulls, bullocks and steers",South Australia,6800.0
2005 Aug,"Bulls, bullocks and steers",South Australia,11500.0
2005 Sep,"Bulls, bullocks and steers",South Australia,16400.0
2005 Oct,"Bulls, bullocks and steers",South Australia,14800.0
2005 Nov,"Bulls, bullocks and steers",South Australia,18000.0
2005 Dec,"Bulls, bullocks and steers",South Australia,15400.0
2006 Jan,"Bulls, bullocks and steers",South Australia,18000.0
2006 Feb,"Bulls, bullocks and steers",South Australia,17000.0
2006 Mar,"Bulls, bullocks and steers",South Australia,19900.0
2006 Apr,"Bulls, bullocks and steers",South Australia,14000.0
2006 May,"Bulls, bullocks and steers",South Australia,14000.0
2006 Jun,"Bulls, bullocks and steers",South Australia,11200.0
2006 Jul,"Bulls, bullocks and steers",South Australia,7400.0
2006 Aug,"Bulls, bullocks and steers",South Australia,13700.0
2006 Sep,"Bulls, bullocks and steers",South Australia,16100.000000000002
2006 Oct,"Bulls, bullocks and steers",South Australia,17100.0
2006 Nov,"Bulls, bullocks and steers",South Australia,19200.0
2006 Dec,"Bulls, bullocks and steers",South Australia,13700.0
2007 Jan,"Bulls, bullocks and steers",South Australia,17500.0
2007 Feb,"Bulls, bullocks and steers",South Australia,15200.0
2007 Mar,"Bulls, bullocks and steers",South Australia,18300.0
2007 Apr,"Bulls, bullocks and steers",South Australia,15600.0
2007 May,"Bulls, bullocks and steers",South Australia,12600.0
2007 Jun,"Bulls, bullocks and steers",South Australia,12800.0
2007 Jul,"Bulls, bullocks and steers",South Australia,10000.0
2007 Aug,"Bulls, bullocks and steers",South Australia,14200.0
2007 Sep,"Bulls, bullocks and steers",South Australia,13900.0
2007 Oct,"Bulls, bullocks and steers",South Australia,16200.0
2007 Nov,"Bulls, bullocks and steers",South Australia,14500.0
2007 Dec,"Bulls, bullocks and steers",South Australia,11700.0
2008 Jan,"Bulls, bullocks and steers",South Australia,17700.0
2008 Feb,"Bulls, bullocks and steers",South Australia,16500.0
2008 Mar,"Bulls, bullocks and steers",South Australia,14100.0
2008 Apr,"Bulls, bullocks and steers",South Australia,12800.0
2008 May,"Bulls, bullocks and steers",South Australia,12600.0
2008 Jun,"Bulls, bullocks and steers",South Australia,6700.0
2008 Jul,"Bulls, bullocks and steers",South Australia,5400.0
2008 Aug,"Bulls, bullocks and steers",South Australia,9400.0
2008 Sep,"Bulls, bullocks and steers",South Australia,12900.0
2008 Oct,"Bulls, bullocks and steers",South Australia,14100.0
2008 Nov,"Bulls, bullocks and steers",South Australia,14200.0
2008 Dec,"Bulls, bullocks and steers",South Australia,12400.0
2009 Jan,"Bulls, bullocks and steers",South Australia,13900.0
2009 Feb,"Bulls, bullocks and steers",South Australia,13100.0
2009 Mar,"Bulls, bullocks and steers",South Australia,18300.0
2009 Apr,"Bulls, bullocks and steers",South Australia,15700.0
2009 May,"Bulls, bullocks and steers",South Australia,15400.0
2009 Jun,"Bulls, bullocks and steers",South Australia,14500.0
2009 Jul,"Bulls, bullocks and steers",South Australia,8400.0
2009 Aug,"Bulls, bullocks and steers",South Australia,12700.0
2009 Sep,"Bulls, bullocks and steers",South Australia,17200.0
2009 Oct,"Bulls, bullocks and steers",South Australia,19900.0
2009 Nov,"Bulls, bullocks and steers",South Australia,19000.0
2009 Dec,"Bulls, bullocks and steers",South Australia,16000.0
2010 Jan,"Bulls, bullocks and steers",South Australia,17900.0
2010 Feb,"Bulls, bullocks and steers",South Australia,18500.0
2010 Mar,"Bulls, bullocks and steers",South Australia,22700.0
2010 Apr,"Bulls, bullocks and steers",South Australia,15400.0
2010 May,"Bulls, bullocks and steers",South Australia,18700.0
2010 Jun,"Bulls, bullocks and steers",South Australia,17200.0
2010 Jul,"Bulls, bullocks and steers",South Australia,12200.0
2010 Aug,"Bulls, bullocks and steers",South Australia,17500.0
2010 Sep,"Bulls, bullocks and steers",South Australia,16900.0
2010 Oct,"Bulls, bullocks and steers",South Australia,16900.0
2010 Nov,"Bulls, bullocks and steers",South Australia,19400.0
2010 Dec,"Bulls, bullocks and steers",South Australia,15900.0
2011 Jan,"Bulls, bullocks and steers",South Australia,21500.0
2011 Feb,"Bulls, bullocks and steers",South Australia,19900.0
2011 Mar,"Bulls, bullocks and steers",South Australia,19000.0
2011 Apr,"Bulls, bullocks and steers",South Australia,16500.0
2011 May,"Bulls, bullocks and steers",South Australia,19300.0
2011 Jun,"Bulls, bullocks and steers",South Australia,16300.0
2011 Jul,"Bulls, bullocks and steers",South Australia,10200.0
2011 Aug,"Bulls, bullocks and steers",South Australia,16200.0
2011 Sep,"Bulls, bullocks and steers",South Australia,20100.0
2011 Oct,"Bulls, bullocks and steers",South Australia,19300.0
2011 Nov,"Bulls, bullocks and steers",South Australia,23500.0
2011 Dec,"Bulls, bullocks and steers",South Australia,17700.0
2012 Jan,"Bulls, bullocks and steers",South Australia,22400.0
2012 Feb,"Bulls, bullocks and steers",South Australia,19000.0
2012 Mar,"Bulls, bullocks and steers",South Australia,17400.0
2012 Apr,"Bulls, bullocks and steers",South Australia,13200.0
2012 May,"Bulls, bullocks and steers",South Australia,19500.0
2012 Jun,"Bulls, bullocks and steers",South Australia,15200.0
2012 Jul,"Bulls, bullocks and steers",South Australia,16100.000000000002
2012 Aug,"Bulls, bullocks and steers",South Australia,19000.0
2012 Sep,"Bulls, bullocks and steers",South Australia,18700.0
2012 Oct,"Bulls, bullocks and steers",South Australia,19300.0
2012 Nov,"Bulls, bullocks and steers",South Australia,18900.0
2012 Dec,"Bulls, bullocks and steers",South Australia,12900.0
2013 Jan,"Bulls, bullocks and steers",South Australia,20400.0
2013 Feb,"Bulls, bullocks and steers",South Australia,17800.0
2013 Mar,"Bulls, bullocks and steers",South Australia,17200.0
2013 Apr,"Bulls, bullocks and steers",South Australia,20300.0
2013 May,"Bulls, bullocks and steers",South Australia,19900.0
2013 Jun,"Bulls, bullocks and steers",South Australia,17300.0
2013 Jul,"Bulls, bullocks and steers",South Australia,12200.0
2013 Aug,"Bulls, bullocks and steers",South Australia,19000.0
2013 Sep,"Bulls, bullocks and steers",South Australia,19000.0
2013 Oct,"Bulls, bullocks and steers",South Australia,21200.0
2013 Nov,"Bulls, bullocks and steers",South Australia,20300.0
2013 Dec,"Bulls, bullocks and steers",South Australia,20000.0
2014 Jan,"Bulls, bullocks and steers",South Australia,23300.0
2014 Feb,"Bulls, bullocks and steers",South Australia,21300.0
2014 Mar,"Bulls, bullocks and steers",South Australia,22300.0
2014 Apr,"Bulls, bullocks and steers",South Australia,17800.0
2014 May,"Bulls, bullocks and steers",South Australia,21300.0
2014 Jun,"Bulls, bullocks and steers",South Australia,18200.0
2014 Jul,"Bulls, bullocks and steers",South Australia,19200.0
2014 Aug,"Bulls, bullocks and steers",South Australia,18100.0
2014 Sep,"Bulls, bullocks and steers",South Australia,22300.0
2014 Oct,"Bulls, bullocks and steers",South Australia,21400.0
2014 Nov,"Bulls, bullocks and steers",South Australia,21300.0
2014 Dec,"Bulls, bullocks and steers",South Australia,17800.0
2015 Jan,"Bulls, bullocks and steers",South Australia,19300.0
2015 Feb,"Bulls, bullocks and steers",South Australia,20200.0
2015 Mar,"Bulls, bullocks and steers",South Australia,19300.0
2015 Apr,"Bulls, bullocks and steers",South Australia,19100.0
2015 May,"Bulls, bullocks and steers",South Australia,21900.0
2015 Jun,"Bulls, bullocks and steers",South Australia,19200.0
2015 Jul,"Bulls, bullocks and steers",South Australia,18700.0
2015 Aug,"Bulls, bullocks and steers",South Australia,20100.0
2015 Sep,"Bulls, bullocks and steers",South Australia,19700.0
2015 Oct,"Bulls, bullocks and steers",South Australia,21400.0
2015 Nov,"Bulls, bullocks and steers",South Australia,21500.0
2015 Dec,"Bulls, bullocks and steers",South Australia,17700.0
2016 Jan,"Bulls, bullocks and steers",South Australia,16900.0
2016 Feb,"Bulls, bullocks and steers",South Australia,18200.0
2016 Mar,"Bulls, bullocks and steers",South Australia,18400.0
2016 Apr,"Bulls, bullocks and steers",South Australia,17400.0
2016 May,"Bulls, bullocks and steers",South Australia,19400.0
2016 Jun,"Bulls, bullocks and steers",South Australia,19600.0
2016 Jul,"Bulls, bullocks and steers",South Australia,15500.0
2016 Aug,"Bulls, bullocks and steers",South Australia,22300.0
2016 Sep,"Bulls, bullocks and steers",South Australia,17300.0
2016 Oct,"Bulls, bullocks and steers",South Australia,14200.0
2016 Nov,"Bulls, bullocks and steers",South Australia,19700.0
2016 Dec,"Bulls, bullocks and steers",South Australia,22000.0
2017 Jan,"Bulls, bullocks and steers",South Australia,14800.0
2017 Feb,"Bulls, bullocks and steers",South Australia,13000.0
2017 Mar,"Bulls, bullocks and steers",South Australia,20700.0
2017 Apr,"Bulls, bullocks and steers",South Australia,18200.0
2017 May,"Bulls, bullocks and steers",South Australia,26500.0
2017 Jun,"Bulls, bullocks and steers",South Australia,18000.0
2017 Jul,"Bulls, bullocks and steers",South Australia,20300.0
2017 Aug,"Bulls, bullocks and steers",South Australia,25000.0
2017 Sep,"Bulls, bullocks and steers",South Australia,21800.0
2017 Oct,"Bulls, bullocks and steers",South Australia,24500.0
2017 Nov,"Bulls, bullocks and steers",South Australia,23700.0
2017 Dec,"Bulls, bullocks and steers",South Australia,21800.0
2018 Jan,"Bulls, bullocks and steers",South Australia,13600.0
2018 Feb,"Bulls, bullocks and steers",South Australia,10100.0
2018 Mar,"Bulls, bullocks and steers",South Australia,12900.0
2018 Apr,"Bulls, bullocks and steers",South Australia,10800.0
2018 May,"Bulls, bullocks and steers",South Australia,12600.0
2018 Jun,"Bulls, bullocks and steers",South Australia,9200.0
2018 Jul,"Bulls, bullocks and steers",South Australia,8600.0
2018 Aug,"Bulls, bullocks and steers",South Australia,10400.0
2018 Sep,"Bulls, bullocks and steers",South Australia,10200.0
2018 Oct,"Bulls, bullocks and steers",South Australia,10400.0
2018 Nov,"Bulls, bullocks and steers",South Australia,12500.0
2018 Dec,"Bulls, bullocks and steers",South Australia,10800.0
1976 Jul,"Bulls, bullocks and steers",Tasmania,11500.0
1976 Aug,"Bulls, bullocks and steers",Tasmania,10400.0
1976 Sep,"Bulls, bullocks and steers",Tasmania,9800.0
1976 Oct,"Bulls, bullocks and steers",Tasmania,10200.0
1976 Nov,"Bulls, bullocks and steers",Tasmania,10400.0
1976 Dec,"Bulls, bullocks and steers",Tasmania,10800.0
1977 Jan,"Bulls, bullocks and steers",Tasmania,11900.0
1977 Feb,"Bulls, bullocks and steers",Tasmania,12500.0
1977 Mar,"Bulls, bullocks and steers",Tasmania,14200.0
1977 Apr,"Bulls, bullocks and steers",Tasmania,12300.0
1977 May,"Bulls, bullocks and steers",Tasmania,14900.0
1977 Jun,"Bulls, bullocks and steers",Tasmania,15800.0
1977 Jul,"Bulls, bullocks and steers",Tasmania,14100.0
1977 Aug,"Bulls, bullocks and steers",Tasmania,12400.0
1977 Sep,"Bulls, bullocks and steers",Tasmania,12500.0
1977 Oct,"Bulls, bullocks and steers",Tasmania,11200.0
1977 Nov,"Bulls, bullocks and steers",Tasmania,12600.0
1977 Dec,"Bulls, bullocks and steers",Tasmania,14600.0
1978 Jan,"Bulls, bullocks and steers",Tasmania,13500.0
1978 Feb,"Bulls, bullocks and steers",Tasmania,14000.0
1978 Mar,"Bulls, bullocks and steers",Tasmania,15100.0
1978 Apr,"Bulls, bullocks and steers",Tasmania,13400.0
1978 May,"Bulls, bullocks and steers",Tasmania,13700.0
1978 Jun,"Bulls, bullocks and steers",Tasmania,13800.0
1978 Jul,"Bulls, bullocks and steers",Tasmania,11500.0
1978 Aug,"Bulls, bullocks and steers",Tasmania,10500.0
1978 Sep,"Bulls, bullocks and steers",Tasmania,9900.0
1978 Oct,"Bulls, bullocks and steers",Tasmania,10500.0
1978 Nov,"Bulls, bullocks and steers",Tasmania,11000.0
1978 Dec,"Bulls, bullocks and steers",Tasmania,10800.0
1979 Jan,"Bulls, bullocks and steers",Tasmania,9800.0
1979 Feb,"Bulls, bullocks and steers",Tasmania,9900.0
1979 Mar,"Bulls, bullocks and steers",Tasmania,11200.0
1979 Apr,"Bulls, bullocks and steers",Tasmania,8900.0
1979 May,"Bulls, bullocks and steers",Tasmania,10300.0
1979 Jun,"Bulls, bullocks and steers",Tasmania,9200.0
1979 Jul,"Bulls, bullocks and steers",Tasmania,7700.0
1979 Aug,"Bulls, bullocks and steers",Tasmania,6600.0
1979 Sep,"Bulls, bullocks and steers",Tasmania,6800.0
1979 Oct,"Bulls, bullocks and steers",Tasmania,7200.0
1979 Nov,"Bulls, bullocks and steers",Tasmania,7000.0
1979 Dec,"Bulls, bullocks and steers",Tasmania,7500.0
1980 Jan,"Bulls, bullocks and steers",Tasmania,9400.0
1980 Feb,"Bulls, bullocks and steers",Tasmania,10900.0
1980 Mar,"Bulls, bullocks and steers",Tasmania,9900.0
1980 Apr,"Bulls, bullocks and steers",Tasmania,8000.0
1980 May,"Bulls, bullocks and steers",Tasmania,7800.0
1980 Jun,"Bulls, bullocks and steers",Tasmania,6800.0
1980 Jul,"Bulls, bullocks and steers",Tasmania,6600.0
1980 Aug,"Bulls, bullocks and steers",Tasmania,6100.0
1980 Sep,"Bulls, bullocks and steers",Tasmania,5900.0
1980 Oct,"Bulls, bullocks and steers",Tasmania,6800.0
1980 Nov,"Bulls, bullocks and steers",Tasmania,6800.0
1980 Dec,"Bulls, bullocks and steers",Tasmania,8300.0
1981 Jan,"Bulls, bullocks and steers",Tasmania,9300.0
1981 Feb,"Bulls, bullocks and steers",Tasmania,9700.0
1981 Mar,"Bulls, bullocks and steers",Tasmania,9800.0
1981 Apr,"Bulls, bullocks and steers",Tasmania,7900.0
1981 May,"Bulls, bullocks and steers",Tasmania,9500.0
1981 Jun,"Bulls, bullocks and steers",Tasmania,9100.0
1981 Jul,"Bulls, bullocks and steers",Tasmania,8100.0
1981 Aug,"Bulls, bullocks and steers",Tasmania,6800.0
1981 Sep,"Bulls, bullocks and steers",Tasmania,7700.0
