schoolid,hispanic,college,black,otherrace,female,register,distance
3025,0,0,0,0,0,0,20.0
3025,0,1,0,1,1,1,20.0
3025,0,0,1,0,0,0,20.0
3025,0,0,1,0,1,1,20.0
3025,0,1,0,1,0,0,20.0
3025,1,1,0,0,0,1,20.0
3025,0,1,0,0,0,0,20.0
3026,1,1,0,0,1,1,8.0
3026,0,0,1,0,1,0,8.0
3026,0,0,1,0,0,1,8.0
3026,0,0,0,0,1,0,8.0
3026,0,0,0,0,1,0,8.0
3026,0,0,0,0,1,0,8.0
3026,0,0,1,0,0,0,8.0
3026,0,1,0,0,1,0,8.0
3026,1,1,0,0,0,1,8.0
3038,0,1,0,0,1,0,6.0
3038,0,0,1,0,0,1,6.0
3038,0,0,1,0,0,1,6.0
3038,0,0,0,0,0,1,6.0
3038,0,0,0,0,0,0,6.0
3038,0,0,0,0,1,1,6.0
3038,0,1,0,0,1,1,6.0
3038,0,1,0,0,0,1,6.0
3038,0,0,0,0,0,0,6.0
3038,0,1,0,0,0,1,6.0
3038,0,0,0,0,0,0,6.0
3039,0,1,1,0,0,0,10.0
3039,0,1,1,0,0,1,10.0
3039,0,1,1,0,0,0,10.0
3039,0,1,0,0,0,1,10.0
3039,0,1,1,0,0,1,10.0
3039,0,0,1,0,0,0,10.0
3039,0,1,1,0,0,1,10.0
3039,0,1,1,0,0,1,10.0
3039,0,1,1,0,0,1,10.0
3039,0,1,0,0,0,1,10.0
3039,0,1,1,0,0,0,10.0
3039,0,1,1,0,0,1,10.0
3039,0,1,0,0,0,1,10.0
3039,0,1,0,0,0,1,10.0
3039,0,1,1,0,0,1,10.0
3039,0,1,1,0,0,1,10.0
3039,0,1,1,0,0,0,10.0
3039,0,1,0,0,0,0,10.0
3039,0,1,0,1,0,1,10.0
3039,0,0,1,0,0,1,10.0
3039,0,0,0,0,0,0,10.0
3039,0,1,1,0,0,1,10.0
3039,0,1,0,0,0,1,10.0
3039,0,1,1,0,0,1,10.0
3039,0,1,1,0,0,1,10.0
3039,0,1,1,0,0,1,10.0
3039,0,1,1,0,0,1,10.0
3039,0,1,1,0,0,1,10.0
3039,0,1,1,0,0,1,10.0
3073,0,0,0,0,0,1,20.0
3073,0,1,0,0,0,0,20.0
3073,0,0,0,0,0,1,20.0
3073,0,0,0,0,0,1,20.0
3073,1,0,0,0,0,1,20.0
3073,0,0,0,0,1,1,20.0
3073,0,0,0,0,1,0,20.0
3073,0,0,0,0,1,0,20.0
3073,1,1,0,0,1,1,20.0
3073,0,1,0,0,0,1,20.0
3073,1,1,0,0,1,1,20.0
3073,0,0,0,0,0,1,20.0
3073,0,1,0,0,0,0,20.0
3073,0,0,0,0,0,0,20.0
3073,0,0,0,0,1,0,20.0
3073,0,0,0,0,1,0,20.0
3073,0,1,0,0,0,1,20.0
3073,0,1,0,0,0,1,20.0
3084,0,0,0,0,0,0,4.0
3084,0,1,0,1,0,1,4.0
3084,0,0,0,0,0,0,4.0
3084,1,1,0,0,1,1,4.0
3084,1,0,0,0,0,1,4.0
3084,0,0,0,0,0,0,4.0
3084,0,0,0,1,1,0,4.0
3084,1,0,0,0,0,1,4.0
3084,0,0,0,0,0,1,4.0
3084,0,0,0,0,0,1,4.0
3084,0,0,0,0,1,1,4.0
3084,0,1,0,1,0,1,4.0
3084,0,1,0,0,1,0,4.0
3084,1,0,0,0,0,0,4.0
3084,1,0,0,0,1,0,4.0
3084,1,0,0,0,0,0,4.0
3084,1,1,0,0,0,1,4.0
3088,0,0,0,0,0,1,7.0
3088,0,1,0,0,0,1,7.0
3088,0,1,1,0,1,1,7.0
3088,0,0,0,0,1,0,7.0
3088,0,0,1,0,0,0,7.0
3088,0,1,0,0,0,0,7.0
3088,0,1,0,0,1,1,7.0
3088,0,1,1,0,0,1,7.0
3088,0,0,1,0,0,0,7.0
3088,0,1,1,0,1,1,7.0
3106,0,1,0,0,0,1,3.0
3106,0,1,1,0,1,1,3.0
3106,0,1,1,0,1,0,3.0
3106,0,1,0,0,1,1,3.0
3106,0,1,1,0,1,1,3.0
3106,0,1,0,0,1,0,3.0
3106,0,1,0,0,0,0,3.0
3106,1,1,0,0,0,1,3.0
3106,0,1,0,0,1,1,3.0
3106,0,1,0,0,0,1,3.0
3106,0,1,0,0,1,0,3.0
3106,0,0,0,0,0,1,3.0
3106,0,1,0,0,0,0,3.0
3106,0,1,1,0,0,1,3.0
3106,0,1,0,0,0,1,3.0
3121,0,0,0,0,0,1,4.0
3121,0,1,1,0,1,1,4.0
3121,0,0,0,0,0,1,4.0
3121,0,0,1,0,0,1,4.0
3121,0,1,1,0,1,1,4.0
3121,0,1,1,0,1,1,4.0
3121,0,1,0,0,0,0,4.0
3121,0,0,1,0,0,1,4.0
3121,0,1,1,0,0,1,4.0
3121,0,0,1,0,1,1,4.0
3130,0,0,0,0,0,1,15.000000953674316
3130,0,0,0,0,0,1,15.000000953674316
3130,1,1,0,0,0,0,15.000000953674316
3130,1,0,0,0,1,0,15.000000953674316
3130,0,0,0,0,1,0,15.000000953674316
3152,0,1,0,0,0,1,30.000001907348633
3152,0,1,0,0,1,1,30.000001907348633
3152,0,0,0,0,0,0,30.000001907348633
3152,1,0,0,0,0,0,30.000001907348633
3152,0,0,0,0,1,1,30.000001907348633
3152,0,0,0,0,1,0,30.000001907348633
3152,0,0,0,0,0,0,30.000001907348633
3152,0,1,0,0,0,1,30.000001907348633
3152,0,0,0,0,1,1,30.000001907348633
3152,0,1,0,0,0,1,30.000001907348633
3152,0,1,0,0,0,1,30.000001907348633
3152,0,1,0,1,1,1,30.000001907348633
3152,1,0,0,0,0,0,30.000001907348633
3154,0,0,0,0,0,1,15.000000953674316
3154,0,0,0,0,1,1,15.000000953674316
3154,0,0,0,0,0,1,15.000000953674316
3154,0,1,0,0,1,1,15.000000953674316
3154,0,1,0,0,0,0,15.000000953674316
3154,1,0,0,0,0,0,15.000000953674316
3154,0,1,0,0,0,1,15.000000953674316
3154,0,1,0,0,0,0,15.000000953674316
3154,0,0,0,0,0,0,15.000000953674316
3154,0,1,0,0,0,1,15.000000953674316
3154,0,0,0,0,1,1,15.000000953674316
3154,0,1,0,0,0,1,15.000000953674316
3159,0,0,1,0,0,1,10.0
3159,0,0,1,0,1,1,10.0
3159,1,0,0,0,0,0,10.0
3159,0,0,1,0,1,0,10.0
3159,0,1,1,0,1,1,10.0
3159,0,1,1,0,1,1,10.0
3159,0,1,1,0,1,0,10.0
3159,0,1,1,0,0,1,10.0
3159,0,0,1,0,0,1,10.0
3161,1,0,0,0,1,0,3.0
3161,0,1,1,0,0,1,3.0
3161,1,0,0,0,1,1,3.0
3161,1,0,0,0,0,1,3.0
3161,1,0,0,0,0,1,3.0
3161,1,1,0,0,0,1,3.0
3161,1,0,0,0,0,1,3.0
3161,0,0,1,0,1,0,3.0
3161,1,0,0,0,1,1,3.0
3161,1,1,0,0,0,1,3.0
3179,0,0,0,0,1,1,0.0
3179,0,0,0,0,1,0,0.0
3179,0,1,0,0,0,1,0.0
3179,0,0,0,0,0,1,0.0
3179,0,0,0,1,1,0,0.0
3179,0,0,0,0,0,0,0.0
3179,0,1,0,0,1,0,0.0
3179,0,0,0,0,0,1,0.0
3179,0,1,0,0,1,0,0.0
3179,1,0,0,0,0,1,0.0
3210,0,1,0,0,1,1,6.0
3210,0,0,1,0,0,0,6.0
3210,0,0,1,0,0,1,6.0
3210,0,1,0,0,0,1,6.0
3210,0,0,1,0,1,1,6.0
3210,0,1,0,0,0,1,6.0
3210,0,1,0,0,1,0,6.0
3210,0,0,0,0,0,1,6.0
3210,0,1,1,0,1,1,6.0
3225,0,0,0,0,1,1,15.000000953674316
3225,0,1,0,0,0,1,15.000000953674316
3225,0,1,0,0,1,1,15.000000953674316
3225,0,1,0,0,0,1,15.000000953674316
3225,0,0,0,0,1,1,15.000000953674316
3225,0,1,0,0,1,0,15.000000953674316
3225,0,1,0,0,0,0,15.000000953674316
3225,0,0,0,0,0,1,15.000000953674316
3225,0,1,0,0,0,1,15.000000953674316
3227,0,1,1,0,0,0,2.0
3227,0,0,0,0,1,1,2.0
3227,0,0,0,1,0,1,2.0
3227,0,0,1,0,1,0,2.0
3227,0,0,0,0,1,0,2.0
3227,0,0,1,0,0,1,2.0
3227,0,1,0,0,0,1,2.0
3227,0,0,0,0,0,0,2.0
3234,0,0,0,0,1,1,4.0
3234,0,0,0,1,1,1,4.0
3234,0,0,0,0,0,1,4.0
3234,0,0,1,0,1,1,4.0
3234,0,0,1,0,0,1,4.0
3234,0,0,0,0,0,1,4.0
3234,0,0,0,0,1,1,4.0
3234,0,0,0,0,0,1,4.0
3234,0,0,1,0,1,0,4.0
3244,0,0,0,0,1,0,19.0
3244,0,0,1,0,0,1,19.0
3244,0,1,0,0,0,1,19.0
3244,0,1,1,0,1,1,19.0
3244,0,1,0,0,0,0,19.0
3244,1,0,0,0,0,0,19.0
3244,0,1,0,0,0,0,19.0
3244,0,1,0,0,0,1,19.0
3244,0,0,1,0,0,0,19.0
3244,0,1,0,0,1,1,19.0
3244,0,1,0,0,1,0,19.0
3246,0,0,1,0,0,0,10.0
3246,0,0,1,0,0,1,10.0
3246,1,0,0,0,1,1,10.0
3246,1,0,0,0,0,1,10.0
3246,0,0,0,0,0,1,10.0
3246,0,0,0,0,1,0,10.0
3246,0,1,1,0,1,1,10.0
3246,0,0,1,0,1,0,10.0
3246,1,0,0,0,1,1,10.0
3246,1,0,0,0,0,1,10.0
3246,0,1,1,0,1,1,10.0
3246,1,1,0,0,0,1,10.0
3246,0,0,1,0,0,1,10.0
3273,0,0,0,0,1,0,20.0
3273,0,1,0,0,1,0,20.0
3273,0,1,0,0,1,1,20.0
3273,0,1,0,0,1,1,20.0
3273,0,0,0,0,0,0,20.0
3273,0,1,0,0,1,0,20.0
3273,0,1,0,0,1,1,20.0
3273,0,0,0,0,0,1,20.0
3273,0,1,0,0,0,1,20.0
3273,0,1,0,0,0,1,20.0
3273,1,0,0,0,1,1,20.0
3273,1,0,0,0,1,1,20.0
3273,0,0,0,0,0,0,20.0
3273,0,1,0,0,1,1,20.0
3273,0,1,0,0,0,1,20.0
3281,1,0,0,0,0,0,8.0
3281,0,1,0,0,0,1,8.0
3281,1,0,0,0,0,1,8.0
3281,0,0,1,0,1,0,8.0
3281,0,0,0,0,1,0,8.0
3281,0,0,1,0,0,0,8.0
3281,0,1,1,0,1,1,8.0
3281,0,0,0,0,0,1,8.0
3281,0,0,0,0,0,1,8.0
3281,0,0,1,0,0,0,8.0
3281,0,0,0,0,1,0,8.0
3281,0,0,0,0,0,1,8.0
3281,0,0,1,0,0,1,8.0
3286,0,0,0,0,0,0,3.0
3286,0,0,0,0,1,0,3.0
3286,0,1,0,0,1,1,3.0
3286,0,1,0,0,1,1,3.0
3286,0,1,0,0,0,1,3.0
3286,0,0,0,0,0,0,3.0
3286,0,1,0,0,0,1,3.0
3301,0,0,1,0,0,0,10.0
3308,0,0,0,0,1,0,1.0
3308,0,1,0,0,1,1,1.0
3308,0,0,0,0,1,0,1.0
3308,0,0,0,0,0,0,1.0
3308,0,1,0,0,0,1,1.0
3308,0,1,0,0,0,0,1.0
3308,0,1,0,0,0,1,1.0
3308,1,1,0,0,1,0,1.0
3308,1,0,0,0,1,0,1.0
3308,0,1,0,0,0,1,1.0
3308,1,0,0,0,1,1,1.0
3308,0,0,0,0,1,0,1.0
3308,0,1,0,0,0,0,1.0
3314,1,0,0,0,1,1,10.0
3314,1,1,0,0,1,1,10.0
3314,1,0,0,0,0,1,10.0
3314,0,1,1,0,0,0,10.0
3314,1,0,0,0,0,1,10.0
3314,1,0,0,0,1,0,10.0
3314,1,0,0,0,0,0,10.0
3315,0,0,0,0,1,1,2.0
3315,0,0,0,0,1,1,2.0
3315,0,1,0,0,1,1,2.0
3315,0,0,0,0,1,0,2.0
3315,0,1,0,0,0,0,2.0
3315,0,0,0,0,0,1,2.0
3315,1,1,0,0,0,0,2.0
3315,0,1,0,0,1,0,2.0
3315,0,1,0,0,0,0,2.0
3326,0,1,1,0,1,1,7.0
3326,0,1,0,0,1,1,7.0
3326,0,1,0,0,1,1,7.0
3326,0,1,0,0,1,1,7.0
3326,1,0,0,0,0,0,7.0
3326,0,1,0,0,1,1,7.0
3326,0,0,0,0,1,0,7.0
3326,0,0,0,0,0,1,7.0
3326,0,0,0,0,1,0,7.0
3326,0,0,1,0,0,1,7.0
3326,0,0,0,1,1,0,7.0
3332,0,1,0,0,1,1,3.0
3332,0,1,0,0,1,1,3.0
3332,0,1,0,0,0,0,3.0
3332,0,1,0,0,1,0,3.0
3332,0,1,0,0,1,0,3.0
3332,0,0,0,0,0,0,3.0
3332,0,1,0,0,0,1,3.0
3332,0,1,0,0,1,1,3.0
3332,0,1,0,0,0,1,3.0
3351,0,1,0,0,1,0,6.0
3351,0,1,0,1,0,0,6.0
3351,0,0,0,0,1,0,6.0
3351,0,0,0,0,1,1,6.0
3351,0,0,1,0,1,1,6.0
3351,0,0,0,0,0,0,6.0
3351,0,0,1,0,0,0,6.0
3351,0,1,0,0,0,1,6.0
3351,0,0,0,0,1,1,6.0
3351,0,1,0,0,0,1,6.0
3351,0,0,0,1,1,0,6.0
3351,0,1,1,0,0,1,6.0
3353,0,1,0,0,0,1,4.0
3353,0,0,0,0,1,0,4.0
3353,0,1,1,0,1,1,4.0
3353,0,1,0,0,1,1,4.0
3353,0,0,1,0,0,1,4.0
3353,0,1,0,0,0,1,4.0
3353,0,1,0,0,1,1,4.0
3353,0,1,0,1,0,0,4.0
3353,0,1,0,0,0,1,4.0
3353,0,1,0,0,0,0,4.0
3354,0,0,0,0,1,1,4.0
3354,0,0,0,0,0,1,4.0
3354,0,1,0,0,0,1,4.0
3354,1,0,0,0,0,1,4.0
3354,0,0,0,0,0,1,4.0
3354,0,1,0,0,1,1,4.0
3355,1,0,0,0,1,0,1.0
3357,1,0,0,0,0,1,2.0
3357,1,0,0,0,1,1,2.0
3357,0,0,0,0,0,1,2.0
3357,0,1,0,0,1,1,2.0
3357,0,0,0,0,1,0,2.0
3357,0,0,0,0,0,0,2.0
3357,0,0,0,0,0,1,2.0
3357,0,0,0,0,1,0,2.0
3357,0,0,0,0,1,1,2.0
3357,1,1,0,0,1,0,2.0
3357,1,1,0,0,1,1,2.0
3357,1,0,0,0,1,1,2.0
3366,0,0,1,0,1,1,3.0
3366,1,0,0,0,0,0,3.0
3366,0,1,1,0,1,0,3.0
3366,1,0,0,0,0,1,3.0
3366,1,0,0,0,0,0,3.0
3366,1,0,0,0,0,1,3.0
3366,1,0,0,0,0,1,3.0
3377,1,1,0,0,1,1,3.0
3377,1,1,0,0,1,1,3.0
3377,1,1,0,0,0,1,3.0
3377,1,1,0,0,0,1,3.0
3377,1,1,0,0,0,1,3.0
3377,1,0,0,0,0,1,3.0
3377,1,1,0,0,0,1,3.0
3377,1,1,0,0,0,1,3.0
3377,1,0,0,0,1,0,3.0
3377,1,1,0,0,0,1,3.0
3377,1,1,0,0,1,1,3.0
3377,1,1,0,0,1,1,3.0
3377,1,1,0,0,0,1,3.0
3377,1,0,0,0,1,1,3.0
3380,0,1,0,0,0,1,5.0
3380,0,1,0,0,1,1,5.0
3380,0,1,0,0,0,1,5.0
3380,0,0,0,0,1,1,5.0
3380,0,0,0,0,0,0,5.0
3380,0,0,0,1,1,0,5.0
3380,0,1,0,1,1,1,5.0
3381,0,0,0,0,1,1,26.0
3381,0,0,0,0,1,0,26.0
3381,0,0,0,0,0,1,26.0
3381,0,1,0,0,0,1,26.0
3381,0,1,0,0,0,1,26.0
3381,0,1,0,0,1,1,26.0
3381,0,0,0,0,1,1,26.0
3381,0,1,0,0,0,0,26.0
3381,0,0,0,0,1,0,26.0
3381,0,0,0,0,1,0,26.0
3381,0,0,0,0,1,0,26.0
3381,0,1,0,0,1,1,26.0
3386,0,0,0,0,1,1,8.0
3386,0,0,0,0,0,1,8.0
3386,0,1,0,0,0,1,8.0
3386,1,0,0,0,0,1,8.0
3386,0,1,0,0,1,1,8.0
3386,0,1,0,0,1,0,8.0
3386,0,1,0,0,1,1,8.0
3386,1,0,0,0,0,0,8.0
3402,0,1,0,0,0,0,30.000001907348633
3402,0,1,0,0,1,0,30.000001907348633
3402,0,0,0,0,0,1,30.000001907348633
3402,0,1,0,1,1,1,30.000001907348633
3402,0,1,0,0,1,1,30.000001907348633
3402,0,0,0,0,0,1,30.000001907348633
3402,0,1,0,0,0,1,30.000001907348633
3402,0,0,0,0,1,1,30.000001907348633
3407,0,1,0,0,0,0,2.0
3407,0,1,0,1,0,0,2.0
3407,0,0,0,0,1,0,2.0
3407,0,0,0,1,0,0,2.0
3407,0,0,0,0,1,1,2.0
3407,0,0,0,1,1,0,2.0
3407,0,0,0,0,0,1,2.0
3407,0,1,0,0,1,1,2.0
3407,1,0,0,0,1,0,2.0
3407,0,1,0,0,1,1,2.0
3407,0,0,0,0,1,0,2.0
3407,1,0,0,0,0,0,2.0
3407,0,1,0,0,1,0,2.0
3407,0,1,0,0,0,1,2.0
3407,0,1,0,0,0,1,2.0
3407,0,1,0,0,0,1,2.0
3413,0,1,0,1,0,1,5.0
3413,1,1,0,0,1,1,5.0
3413,0,1,0,0,1,1,5.0
3413,0,1,0,1,0,1,5.0
3413,0,1,0,0,1,0,5.0
3413,0,1,0,1,0,0,5.0
3413,0,0,1,0,0,0,5.0
3413,0,1,1,0,0,1,5.0
3413,0,1,0,0,1,0,5.0
3413,1,1,0,0,1,1,5.0
3413,0,1,1,0,0,1,5.0
3413,0,1,1,0,0,0,5.0
3423,0,1,0,1,1,1,5.0
3423,0,1,0,0,1,1,5.0
3423,0,1,1,0,0,1,5.0
3423,0,0,0,0,0,0,5.0
3423,1,1,0,0,1,1,5.0
3423,0,1,0,0,1,0,5.0
3423,0,1,0,0,0,1,5.0
3427,0,1,0,0,0,1,1.0
3427,0,1,0,0,0,0,1.0
3427,0,1,0,0,0,1,1.0
3427,0,1,0,0,0,1,1.0
3427,0,1,0,0,0,1,1.0
3427,0,0,0,0,0,1,1.0
3427,0,1,0,0,0,1,1.0
3427,0,1,0,0,0,1,1.0
3427,0,1,0,0,0,1,1.0
3427,0,1,1,0,0,1,1.0
3427,0,1,0,1,0,1,1.0
3427,0,1,1,0,0,1,1.0
3427,0,0,0,0,0,0,1.0
3427,0,1,0,0,0,1,1.0
3427,0,1,0,0,0,0,1.0
3427,0,1,0,0,0,0,1.0
3427,0,1,0,0,0,1,1.0
3427,0,1,0,0,0,1,1.0
3427,1,1,0,0,0,1,1.0
3427,0,1,0,0,0,1,1.0
3427,0,1,0,0,0,0,1.0
3427,0,1,0,1,0,1,1.0
3427,0,1,0,0,0,1,1.0
3427,0,1,0,0,0,1,1.0
3427,0,1,0,0,0,1,1.0
3427,1,1,0,0,0,1,1.0
3427,0,1,0,0,0,1,1.0
3427,0,1,0,0,0,1,1.0
3443,0,1,0,0,1,1,10.0
3443,0,0,0,0,1,0,10.0
3443,0,0,0,0,1,0,10.0
3443,1,0,0,0,0,0,10.0
3443,1,0,0,0,0,0,10.0
3443,1,0,0,0,0,0,10.0
3443,0,1,0,0,0,1,10.0
3443,0,0,1,0,0,0,10.0
3443,0,0,0,0,0,1,10.0
3443,0,0,0,0,1,0,10.0
3443,0,1,0,0,1,0,10.0
3443,0,0,0,0,1,1,10.0
3443,1,0,0,0,1,1,10.0
3443,0,0,0,0,0,0,10.0
3443,0,1,0,0,1,1,10.0
3443,0,0,0,0,0,1,10.0
3471,0,1,1,0,1,0,1.0
3471,0,1,0,1,1,1,1.0
3471,0,1,1,0,0,1,1.0
3471,0,1,0,0,0,1,1.0
3471,1,0,0,0,1,1,1.0
3471,0,1,0,1,0,1,1.0
3477,0,0,0,1,0,1,1.0
3477,0,1,1,0,1,0,1.0
3477,0,1,1,0,0,0,1.0
3477,1,1,0,0,0,1,1.0
3477,0,1,0,0,1,1,1.0
3477,1,1,0,0,0,1,1.0
3477,1,0,0,0,1,1,1.0
3481,0,0,0,0,0,1,24.0
3481,0,1,0,0,0,1,24.0
3481,0,1,0,0,1,1,24.0
3481,0,1,0,0,1,0,24.0
3481,0,1,0,0,0,1,24.0
3481,1,0,0,0,0,1,24.0
3481,0,1,0,0,1,0,24.0
3481,0,0,0,0,1,0,24.0
3481,0,0,0,0,1,0,24.0
3481,0,1,0,0,1,1,24.0
3481,0,1,0,0,1,1,24.0
3481,0,1,0,0,0,1,24.0
3481,0,1,0,0,1,1,24.0
3481,0,0,0,0,1,0,24.0
3481,0,0,0,0,1,1,24.0
3497,1,0,0,0,0,1,5.0
3497,1,0,0,0,1,1,5.0
3497,1,1,0,0,0,0,5.0
3497,1,1,0,0,0,1,5.0
3497,0,1,0,0,1,0,5.0
3497,0,0,1,0,0,1,5.0
3497,1,0,0,0,1,1,5.0
3497,0,1,0,1,1,1,5.0
3497,0,1,0,0,0,0,5.0
3497,0,0,0,0,0,0,5.0
3497,0,0,0,0,0,1,5.0
3497,1,0,0,0,0,0,5.0
3497,0,0,0,0,1,1,5.0
3497,0,1,0,0,1,1,5.0
3499,1,1,0,0,0,1,7.0
3499,1,1,0,0,1,0,7.0
3499,1,1,0,0,0,1,7.0
3499,0,1,1,0,0,1,7.0
3499,0,1,1,0,1,1,7.0
3499,0,1,1,0,1,1,7.0
3499,0,0,1,0,0,1,7.0
3499,0,1,1,0,1,1,7.0
3499,0,1,1,0,1,1,7.0
3499,0,0,0,0,0,1,7.0
3499,0,0,1,0,0,1,7.0
3499,1,1,0,0,1,1,7.0
3499,0,1,1,0,0,1,7.0
3499,0,1,1,0,1,1,7.0
3499,0,1,0,0,1,1,7.0
3499,0,1,1,0,0,1,7.0
3499,0,1,1,0,1,1,7.0
3499,0,1,0,0,1,1,7.0
3499,0,1,1,0,0,1,7.0
3499,0,1,0,0,1,1,7.0
3499,0,1,1,0,0,1,7.0
3499,0,0,1,0,1,1,7.0
3499,0,1,0,0,0,1,7.0
3499,0,1,0,1,1,1,7.0
3499,0,1,0,0,1,1,7.0
3499,0,1,1,0,1,1,7.0
3499,0,1,0,0,0,1,7.0
3499,0,0,0,1,1,1,7.0
3499,0,1,0,0,1,1,7.0
3499,0,1,1,0,0,0,7.0
3503,0,1,0,0,1,1,8.0
3503,0,0,0,0,1,1,8.0
3503,0,0,0,0,0,0,8.0
3503,0,1,0,0,1,1,8.0
3503,0,1,0,0,1,1,8.0
3503,0,1,0,0,1,0,8.0
3503,0,1,0,0,0,1,8.0
3503,0,1,0,0,1,1,8.0
3503,0,1,0,0,1,1,8.0
3503,0,1,0,0,0,1,8.0
3503,0,1,0,0,0,1,8.0
3503,0,1,0,0,0,1,8.0
3503,0,1,0,0,1,1,8.0
3528,0,0,0,0,0,1,7.0
3528,0,1,0,0,0,0,7.0
3528,0,0,0,0,1,0,7.0
3528,0,1,0,0,0,1,7.0
3528,0,1,0,0,0,1,7.0
3528,1,1,0,0,1,1,7.0
3528,0,0,0,0,1,1,7.0
3528,0,1,0,0,1,1,7.0
3528,0,1,0,0,0,1,7.0
3528,0,1,0,0,0,1,7.0
3528,1,1,0,0,1,0,7.0
3528,0,1,0,0,1,0,7.0
3528,1,0,0,0,1,0,7.0
3528,1,1,0,0,1,1,7.0
3528,0,0,0,0,1,1,7.0
3528,0,1,0,0,1,0,7.0
3533,0,0,0,0,1,0,5.0
3533,0,0,0,0,1,1,5.0
3533,1,0,0,0,1,0,5.0
3533,0,1,0,0,0,0,5.0
3533,0,1,0,0,1,0,5.0
3533,0,1,0,0,1,1,5.0
3533,0,1,0,0,1,0,5.0
3533,0,1,0,0,1,0,5.0
3533,0,1,0,0,0,1,5.0
3533,0,1,0,0,0,1,5.0
3533,1,0,0,0,1,0,5.0
3533,1,1,0,0,1,1,5.0
3533,0,0,0,0,0,1,5.0
3533,1,1,0,0,1,1,5.0
3533,1,0,0,0,0,1,5.0
3533,0,0,0,0,1,1,5.0
3533,0,1,0,0,1,0,5.0
3533,1,1,0,0,1,1,5.0
3533,1,0,0,0,1,0,5.0
3533,1,1,0,0,0,1,5.0
3533,1,0,0,0,1,1,5.0
3533,0,0,0,0,1,0,5.0
3533,1,1,0,0,1,0,5.0
3558,1,0,0,0,1,1,27.000001907348633
3558,1,1,0,0,0,1,27.000001907348633
3558,1,0,0,0,1,0,27.000001907348633
3558,0,0,0,0,0,0,27.000001907348633
3558,0,1,0,0,1,1,27.000001907348633
3568,0,1,1,0,1,1,2.0
3568,1,0,0,0,0,1,2.0
3568,1,1,0,0,0,0,2.0
3568,1,0,0,0,0,1,2.0
3568,0,1,1,0,1,1,2.0
3568,0,1,0,1,1,0,2.0
3568,0,1,1,0,1,1,2.0
3576,0,0,0,0,0,1,12.0
3576,1,1,0,0,0,0,12.0
3576,0,0,0,0,1,0,12.0
3576,0,1,0,0,1,0,12.0
3576,0,0,0,0,1,1,12.0
3576,0,0,0,0,0,1,12.0
3576,0,1,0,0,1,1,12.0
3576,0,1,0,0,0,1,12.0
3576,0,1,0,0,0,0,12.0
3597,0,1,0,0,0,1,12.0
3597,0,0,0,0,0,1,12.0
3597,0,1,0,0,1,1,12.0
3597,0,1,0,0,1,1,12.0
3597,0,1,0,0,0,0,12.0
3597,0,1,0,0,0,0,12.0
3597,0,1,0,0,0,1,12.0
3597,1,1,0,0,1,0,12.0
3597,0,1,0,0,1,1,12.0
3597,0,1,0,0,0,0,12.0
3597,0,1,0,0,0,1,12.0
3597,0,1,0,0,0,0,12.0
3597,0,1,0,0,0,0,12.0
3597,0,1,0,0,1,1,12.0
3597,0,1,0,0,1,1,12.0
3602,0,0,0,0,0,1,5.0
3602,0,1,0,0,0,1,5.0
3602,0,1,0,1,1,1,5.0
3602,0,1,0,0,1,1,5.0
3602,0,0,0,0,1,1,5.0
3602,0,0,0,0,1,1,5.0
3602,0,0,0,0,1,0,5.0
3602,0,1,0,0,0,1,5.0
3603,1,0,0,0,1,0,1.0
3603,0,0,0,0,1,1,1.0
3603,0,0,0,0,0,1,1.0
3603,1,0,0,0,0,1,1.0
3603,0,1,0,0,1,0,1.0
3603,1,1,0,0,1,1,1.0
3603,0,0,0,0,1,1,1.0
3603,1,0,0,0,1,1,1.0
3603,1,0,0,0,1,0,1.0
3603,0,0,0,0,0,1,1.0
3603,0,1,0,0,1,1,1.0
3603,0,1,1,0,0,1,1.0
3603,0,0,0,0,0,0,1.0
3603,1,0,0,0,1,0,1.0
3603,0,0,1,0,0,1,1.0
3603,1,0,0,0,0,1,1.0
3603,0,1,0,1,0,1,1.0
3603,0,0,1,0,0,1,1.0
3604,0,0,0,1,0,1,2.0
3604,0,1,1,0,1,1,2.0
3604,1,1,0,0,0,1,2.0
3604,0,1,0,1,1,1,2.0
3604,0,1,0,1,1,0,2.0
3604,0,0,1,0,0,1,2.0
3604,0,1,1,0,1,1,2.0
3604,0,1,1,0,1,1,2.0
3604,0,1,1,0,1,1,2.0
3604,0,0,1,0,1,1,2.0
3604,0,0,0,1,0,0,2.0
3610,0,1,1,0,1,1,10.0
3610,0,1,0,0,0,1,10.0
3610,0,1,0,0,0,1,10.0
3610,1,1,0,0,1,1,10.0
3610,0,1,0,0,1,1,10.0
3610,0,1,0,0,1,1,10.0
3610,0,1,1,0,1,1,10.0
3610,0,1,0,0,0,1,10.0
3610,0,1,0,0,1,1,10.0
3610,0,1,0,1,0,1,10.0
3610,0,1,1,0,0,1,10.0
3610,0,0,0,0,0,1,10.0
3610,0,1,0,0,1,1,10.0
3610,0,1,0,0,1,1,10.0
3610,0,1,0,0,0,0,10.0
3610,0,1,0,0,0,1,10.0
3610,0,1,0,0,0,0,10.0
3610,0,1,0,0,1,0,10.0
3610,0,0,0,0,1,1,10.0
3610,0,0,0,0,0,1,10.0
3610,1,0,0,0,0,1,10.0
3610,1,0,0,0,0,1,10.0
