id,year,age,race,sex,hispaniccat,educ,partyid,relactiv,abany,abdefect,abnomore,abhlth,abpoor,abrape,absingle,pid,hispanic
571,1976,21,White,Female,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
572,1976,30,White,Female,,14,Not Str Democrat,,,1,1,1,1,1,1,1,
573,1976,53,White,Female,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
574,1976,63,White,Male,,8,"Ind,Near Dem",,,1,1,1,1,1,1,2,
575,1976,23,White,Male,,16,Not Str Democrat,,,0,0,0,0,0,0,1,
576,1976,31,White,Male,,12,"Ind,Near Dem",,,1,1,1,1,1,1,2,
577,1976,31,White,Male,,15,Not Str Republican,,,1,0,1,0,1,0,5,
578,1976,24,White,Male,,14,Independent,,,1,1,1,1,1,1,3,
579,1976,64,White,Female,,14,Strong Democrat,,,1,1,1,1,1,1,0,
580,1976,59,White,Male,,13,"Ind,Near Rep",,,1,0,1,1,1,1,4,
581,1976,60,White,Female,,12,Not Str Democrat,,,1,0,1,0,0,0,1,
582,1976,67,White,Male,,16,Strong Republican,,,1,1,1,,1,1,6,
583,1976,67,White,Female,,12,Strong Republican,,,1,1,1,1,1,1,6,
584,1976,30,White,Female,,8,Independent,,,1,0,1,0,1,0,3,
585,1976,37,White,Female,,12,"Ind,Near Dem",,,1,1,1,1,1,1,2,
586,1976,36,White,Male,,12,Independent,,,1,1,1,1,1,1,3,
587,1976,19,White,Female,,11,"Ind,Near Rep",,,1,0,1,1,1,0,4,
588,1976,38,White,Female,,12,"Ind,Near Rep",,,1,1,1,1,1,1,4,
589,1976,29,White,Male,,12,Independent,,,1,1,1,1,1,1,3,
590,1976,34,White,Male,,14,Independent,,,1,1,1,1,1,1,3,
591,1976,53,White,Male,,20,Strong Republican,,,1,1,1,0,1,0,6,
592,1976,82,White,Male,,8,Strong Democrat,,,1,1,0,1,1,1,0,
593,1976,29,White,Female,,12,Independent,,,1,0,1,1,1,1,3,
594,1976,24,White,Female,,10,Not Str Democrat,,,1,1,1,0,1,1,1,
595,1976,26,White,Female,,12,Not Str Democrat,,,1,0,1,1,1,1,1,
596,1976,25,White,Male,,14,Independent,,,1,1,1,1,1,0,3,
597,1976,54,White,Female,,12,Not Str Republican,,,0,0,1,0,0,0,5,
598,1976,33,White,Male,,12,Strong Democrat,,,1,0,1,0,0,0,0,
599,1976,83,White,Female,,8,Strong Republican,,,1,0,1,1,,0,6,
600,1976,36,White,Female,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
601,1976,75,White,Male,,8,Strong Democrat,,,1,0,0,0,1,0,0,
602,1976,75,White,Female,,8,Independent,,,1,1,1,1,1,1,3,
603,1976,34,White,Female,,12,Independent,,,1,0,1,0,1,0,3,
604,1976,50,White,Female,,8,Independent,,,1,1,1,1,,0,3,
605,1976,72,White,Female,,10,Not Str Democrat,,,1,0,1,0,1,0,1,
606,1976,72,White,Female,,8,Strong Democrat,,,1,1,1,1,1,1,0,
607,1976,36,White,Male,,13,Independent,,,0,0,1,0,0,0,3,
608,1976,78,White,Female,,8,Not Str Republican,,,1,0,1,0,1,0,5,
609,1976,73,White,Female,,8,Not Str Democrat,,,0,0,0,0,,0,1,
610,1976,62,White,Female,,8,Independent,,,1,1,1,1,1,1,3,
611,1976,35,White,Male,,18,"Ind,Near Dem",,,1,0,1,0,1,0,2,
612,1976,53,White,Female,,12,"Ind,Near Dem",,,0,0,1,1,1,0,2,
613,1976,53,White,Female,,12,"Ind,Near Dem",,,1,0,1,0,1,0,2,
614,1976,30,White,Male,,12,"Ind,Near Dem",,,1,1,1,1,1,1,2,
615,1976,64,White,Female,,10,Strong Democrat,,,1,0,1,0,0,0,0,
616,1976,59,White,Female,,7,Strong Republican,,,1,0,1,0,1,0,6,
617,1976,56,White,Female,,8,"Ind,Near Dem",,,0,0,1,0,1,0,2,
618,1976,42,White,Female,,8,Strong Democrat,,,1,0,1,0,1,0,0,
619,1976,47,White,Male,,7,"Ind,Near Dem",,,0,0,0,0,0,0,2,
620,1976,58,White,Female,,9,Not Str Republican,,,1,0,1,0,1,1,5,
621,1976,36,White,Female,,9,"Ind,Near Rep",,,1,0,1,0,0,0,4,
622,1976,31,White,Male,,8,"Ind,Near Dem",,,1,1,1,1,1,1,2,
623,1976,33,White,Male,,7,Independent,,,0,0,0,0,0,0,3,
624,1976,30,White,Male,,14,Not Str Republican,,,1,,1,,1,,5,
625,1976,21,White,Female,,14,"Ind,Near Dem",,,1,1,1,1,1,1,2,
626,1976,26,White,Male,,12,"Ind,Near Dem",,,0,0,1,0,0,0,2,
627,1976,57,White,Female,,7,Not Str Democrat,,,1,0,1,0,1,0,1,
628,1976,69,White,Female,,13,Strong Democrat,,,1,0,1,0,1,0,0,
629,1976,55,White,Male,,12,Strong Democrat,,,1,0,1,0,1,0,0,
630,1976,56,White,Male,,16,Strong Republican,,,1,1,1,1,1,1,6,
631,1976,39,White,Female,,16,Strong Democrat,,,1,0,1,1,1,0,0,
632,1976,33,White,Male,,18,"Ind,Near Rep",,,1,0,1,0,,0,4,
633,1976,38,White,Male,,18,Not Str Republican,,,1,1,1,1,1,1,5,
634,1976,47,White,Female,,16,Strong Republican,,,0,0,0,0,0,0,6,
635,1976,40,Black,Male,,7,Not Str Democrat,,,1,1,1,1,,,1,
636,1976,36,White,Female,,9,Not Str Democrat,,,0,0,1,0,,0,1,
637,1976,64,White,Female,,6,Independent,,,1,1,1,1,1,1,3,
638,1976,70,White,Male,,12,Independent,,,,,1,,1,,3,
639,1976,30,White,Female,,12,Strong Democrat,,,1,1,1,1,1,1,0,
640,1976,38,White,Male,,12,"Ind,Near Dem",,,0,0,1,0,,0,2,
641,1976,69,White,Female,,4,Not Str Republican,,,1,0,1,,,0,5,
642,1976,54,White,Male,,8,Not Str Democrat,,,0,0,0,0,1,0,1,
643,1976,41,White,Female,,12,Not Str Democrat,,,0,0,1,0,0,0,1,
644,1976,28,White,Male,,17,"Ind,Near Dem",,,1,0,1,0,1,0,2,
645,1976,30,White,Male,,11,Independent,,,1,0,1,0,1,0,3,
646,1976,29,White,Female,,12,Independent,,,1,1,1,1,1,0,3,
647,1976,22,White,Male,,14,Independent,,,1,1,1,1,1,1,3,
648,1976,67,White,Male,,9,Not Str Democrat,,,1,1,1,1,1,1,1,
649,1976,61,White,Female,,14,Strong Republican,,,1,0,1,,1,1,6,
650,1976,32,White,Female,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
651,1976,28,White,Male,,14,Independent,,,1,1,1,1,1,1,3,
652,1976,66,White,Female,,10,Not Str Republican,,,1,1,1,1,1,1,5,
653,1976,61,White,Male,,6,Not Str Democrat,,,0,1,1,1,1,1,1,
654,1976,59,White,Male,,12,Not Str Democrat,,,1,0,0,0,0,0,1,
655,1976,24,White,Female,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
656,1976,30,White,Female,,16,Not Str Republican,,,1,1,1,1,1,0,5,
657,1976,23,White,Female,,13,"Ind,Near Dem",,,1,1,1,1,1,1,2,
658,1976,52,White,Female,,10,Not Str Democrat,,,1,0,1,1,1,0,1,
659,1976,79,White,Female,,11,Not Str Republican,,,1,,1,1,1,,5,
660,1976,72,White,Female,,10,Not Str Republican,,,1,0,1,1,1,1,5,
661,1976,19,White,Female,,11,Not Str Republican,,,1,1,1,1,1,1,5,
662,1976,75,White,Female,,8,Independent,,,0,0,0,0,0,0,3,
663,1976,52,White,Male,,14,Not Str Republican,,,1,0,1,0,1,0,5,
664,1976,72,White,Female,,12,Strong Democrat,,,1,0,1,0,1,0,0,
665,1976,51,White,Male,,18,Strong Republican,,,1,1,1,1,1,1,6,
666,1976,64,Black,Male,,5,Strong Democrat,,,1,1,1,0,1,1,0,
667,1976,34,White,Male,,14,Strong Republican,,,1,0,1,0,1,0,6,
668,1976,32,White,Female,,13,Not Str Democrat,,,1,1,1,1,1,1,1,
669,1976,46,White,Female,,14,Strong Republican,,,1,1,1,1,1,1,6,
670,1976,61,White,Male,,13,Strong Republican,,,1,1,1,1,1,1,6,
671,1976,68,White,Female,,12,Independent,,,1,1,1,1,1,1,3,
672,1976,55,White,Male,,12,Strong Republican,,,1,1,1,,1,0,6,
673,1976,45,White,Male,,13,Not Str Republican,,,1,0,1,0,1,0,5,
674,1976,27,White,Female,,15,Not Str Republican,,,1,0,1,0,1,0,5,
675,1976,63,White,Female,,8,Not Str Republican,,,1,1,1,1,1,0,5,
676,1976,75,White,Male,,8,Independent,,,1,1,1,1,1,1,3,
677,1976,76,White,Female,,16,Not Str Republican,,,1,1,1,1,1,0,5,
678,1976,56,White,Female,,10,Independent,,,1,1,1,1,1,1,3,
679,1976,31,White,Male,,12,Not Str Republican,,,1,1,1,1,1,1,5,
680,1976,79,White,Female,,15,Strong Democrat,,,1,0,1,0,1,0,0,
681,1976,34,White,Male,,8,Not Str Democrat,,,1,0,1,0,0,0,1,
682,1976,22,White,Female,,12,Not Str Republican,,,1,1,1,1,1,1,5,
683,1976,23,White,Female,,12,Not Str Republican,,,1,1,1,1,1,1,5,
684,1976,49,White,Female,,10,"Ind,Near Rep",,,1,0,1,,1,1,4,
685,1976,30,White,Female,,11,Strong Democrat,,,1,,1,1,1,,0,
686,1976,43,White,Male,,8,Not Str Democrat,,,1,0,1,0,1,0,1,
687,1976,33,White,Female,,13,"Ind,Near Dem",,,1,0,1,0,1,0,2,
688,1976,73,White,Female,,8,Not Str Republican,,,1,0,1,0,1,0,5,
689,1976,19,White,Male,,11,"Ind,Near Rep",,,1,0,1,0,1,0,4,
690,1976,53,White,Female,,12,Strong Republican,,,0,0,1,0,0,0,6,
691,1976,55,White,Female,,10,"Ind,Near Dem",,,1,0,1,0,0,0,2,
692,1976,19,White,Male,,12,Strong Republican,,,0,0,1,0,0,0,6,
693,1976,25,White,Male,,12,Not Str Democrat,,,1,0,1,0,0,0,1,
694,1976,23,White,Female,,12,Independent,,,1,0,1,1,1,0,3,
695,1976,33,White,Male,,12,"Ind,Near Dem",,,0,0,1,0,,0,2,
696,1976,69,White,Male,,8,Strong Republican,,,1,0,1,0,1,1,6,
697,1976,70,White,Male,,8,"Ind,Near Dem",,,1,1,1,1,1,1,2,
698,1976,62,White,Female,,8,"Ind,Near Dem",,,1,1,1,0,1,0,2,
699,1976,40,White,Male,,12,Not Str Democrat,,,1,0,1,0,1,0,1,
700,1976,47,White,Female,,0,Not Str Democrat,,,1,0,1,0,1,0,1,
701,1976,53,White,Male,,12,Not Str Republican,,,1,0,1,0,1,0,5,
702,1976,49,White,Female,,8,Not Str Democrat,,,1,0,1,0,1,0,1,
703,1976,53,Black,Male,,7,Not Str Democrat,,,1,0,1,0,1,0,1,
704,1976,43,White,Female,,12,Not Str Democrat,,,1,0,1,0,1,0,1,
705,1976,27,Black,Female,,16,Strong Democrat,,,1,1,1,1,1,1,0,
706,1976,62,Black,Male,,13,Strong Democrat,,,1,0,1,0,0,0,0,
707,1976,24,Black,Female,,9,Not Str Democrat,,,1,0,1,0,1,0,1,
708,1976,70,White,Male,,5,Strong Democrat,,,1,0,1,0,0,0,0,
709,1976,58,White,Female,,4,Not Str Democrat,,,1,0,0,0,1,0,1,
710,1976,67,White,Female,,8,Not Str Republican,,,1,0,1,0,1,0,5,
711,1976,23,White,Male,,8,Not Str Republican,,,0,0,1,0,1,0,5,
712,1976,25,White,Male,,16,"Ind,Near Rep",,,1,1,1,1,1,1,4,
713,1976,58,White,Male,,7,"Ind,Near Rep",,,1,0,1,0,0,0,4,
714,1976,38,White,Male,,9,Not Str Republican,,,1,1,1,1,1,0,5,
715,1976,49,Black,Male,,4,Not Str Democrat,,,1,0,1,0,1,0,1,
716,1976,60,White,Female,,7,"Ind,Near Dem",,,1,0,1,0,1,0,2,
717,1976,58,White,Female,,7,Not Str Republican,,,1,1,1,1,1,1,5,
718,1976,49,White,Female,,4,"Ind,Near Rep",,,1,,1,,,0,4,
719,1976,70,White,Male,,0,Strong Democrat,,,1,1,1,1,1,1,0,
720,1976,44,White,Male,,12,Not Str Democrat,,,1,0,1,0,1,1,1,
721,1976,87,White,Female,,7,Not Str Republican,,,0,0,0,0,0,0,5,
722,1976,61,White,Male,,12,Independent,,,1,1,1,1,1,1,3,
723,1976,24,White,Female,,12,"Ind,Near Dem",,,1,,1,0,1,1,2,
724,1976,57,White,Male,,8,Strong Republican,,,1,1,1,1,1,1,6,
725,1976,57,White,Female,,12,Not Str Democrat,,,1,0,1,1,1,1,1,
726,1976,65,White,Male,,7,Not Str Republican,,,1,0,1,1,1,1,5,
727,1976,42,White,Female,,16,Not Str Democrat,,,1,0,1,1,1,1,1,
728,1976,38,White,Female,,10,Not Str Democrat,,,1,0,1,1,0,0,1,
729,1976,56,White,Female,,4,"Ind,Near Dem",,,1,0,1,0,1,0,2,
730,1976,34,White,Female,,10,Not Str Democrat,,,1,1,1,1,1,1,1,
731,1976,42,White,Female,,13,Strong Democrat,,,1,1,1,0,1,1,0,
732,1976,60,White,Female,,14,Not Str Democrat,,,1,0,1,0,1,0,1,
733,1976,35,White,Female,,10,Independent,,,0,0,0,0,1,0,3,
734,1976,22,White,Female,,10,Independent,,,0,0,0,0,0,0,3,
735,1976,66,White,Male,,8,Not Str Democrat,,,1,1,1,1,1,1,1,
736,1976,22,White,Male,,9,Independent,,,1,1,1,1,1,1,3,
737,1976,78,White,Female,,10,Independent,,,1,0,1,0,1,0,3,
738,1976,56,White,Male,,9,"Ind,Near Dem",,,1,0,1,0,1,0,2,
739,1976,24,White,Female,,11,Independent,,,1,1,1,1,1,1,3,
740,1976,30,Black,Female,,9,Independent,,,1,1,1,1,1,1,3,
741,1976,29,White,Female,,12,Not Str Democrat,,,1,0,1,0,1,0,1,
742,1976,39,White,Female,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
743,1976,31,White,Female,,10,Not Str Republican,,,0,0,0,0,0,0,5,
744,1976,38,White,Female,,10,Not Str Democrat,,,1,0,1,0,1,0,1,
1001,1976,62,White,Male,,14,Strong Republican,,,1,1,1,1,1,1,6,
1002,1976,61,White,Male,,8,Not Str Democrat,,,1,1,1,1,1,1,1,
1003,1976,23,White,Female,,10,Not Str Democrat,,,1,0,1,0,1,0,1,
1004,1976,45,White,Female,,11,Strong Democrat,,,1,0,1,1,1,0,0,
1005,1976,19,White,Female,,12,"Ind,Near Dem",,,1,1,1,1,1,1,2,
1006,1976,21,White,Male,,12,Independent,,,1,0,1,0,1,0,3,
1007,1976,36,White,Male,,13,Not Str Democrat,,,1,1,1,1,1,1,1,
1008,1976,53,White,Female,,12,Strong Republican,,,1,0,1,0,1,0,6,
1009,1976,61,White,Female,,12,Not Str Republican,,,1,1,1,1,1,1,5,
1010,1976,45,White,Female,,12,"Ind,Near Rep",,,1,1,1,1,1,1,4,
1011,1976,64,White,Male,,12,"Ind,Near Rep",,,0,0,1,1,1,0,4,
1012,1976,56,White,Male,,16,"Ind,Near Rep",,,1,1,1,1,1,1,4,
1013,1976,52,White,Male,,12,"Ind,Near Rep",,,1,0,1,0,0,0,4,
1014,1976,31,White,Female,,16,"Ind,Near Dem",,,1,0,1,0,1,0,2,
1015,1976,24,White,Female,,16,Not Str Republican,,,1,0,1,0,1,0,5,
1016,1976,21,Black,Male,,11,Not Str Democrat,,,1,1,1,0,1,0,1,
1017,1976,53,Black,Male,,10,"Ind,Near Dem",,,0,0,1,0,1,0,2,
1018,1976,89,Black,Male,,9,Not Str Democrat,,,0,0,1,0,1,0,1,
1019,1976,57,White,Female,,12,"Ind,Near Dem",,,1,1,1,1,1,1,2,
1020,1976,41,White,Female,,12,"Ind,Near Dem",,,1,1,1,1,1,1,2,
1021,1976,19,White,Male,,11,Independent,,,1,0,1,1,1,1,3,
1022,1976,52,White,Male,,7,Not Str Democrat,,,1,,1,1,1,1,1,
1023,1976,73,White,Female,,8,Strong Democrat,,,1,1,1,1,1,1,0,
1024,1976,22,White,Female,,16,Not Str Democrat,,,1,1,1,1,1,0,1,
1025,1976,45,White,Female,,8,"Ind,Near Dem",,,1,0,0,0,1,0,2,
1026,1976,22,White,Male,,13,Not Str Democrat,,,0,1,1,1,1,1,1,
1027,1976,60,White,Male,,12,Not Str Democrat,,,1,0,1,1,1,,1,
1028,1976,28,White,Female,,12,Independent,,,1,1,1,1,1,1,3,
1029,1976,33,White,Female,,12,Independent,,,1,1,1,1,1,1,3,
1030,1976,43,White,Female,,12,Strong Democrat,,,1,0,1,1,0,0,0,
1031,1976,23,Black,Male,,6,Independent,,,1,1,1,1,1,1,3,
1032,1976,66,White,Male,,8,Not Str Democrat,,,1,0,1,0,1,0,1,
1033,1976,21,White,Female,,11,Not Str Democrat,,,1,1,1,1,1,1,1,
1034,1976,24,White,Female,,16,"Ind,Near Dem",,,1,1,1,1,1,1,2,
1035,1976,28,White,Female,,16,Independent,,,1,0,1,1,1,1,3,
1036,1976,27,White,Male,,16,Strong Democrat,,,1,1,1,1,1,1,0,
1037,1976,54,White,Male,,10,"Ind,Near Rep",,,0,0,1,0,1,0,4,
1038,1976,29,White,Female,,12,Not Str Republican,,,1,1,1,1,1,1,5,
1039,1976,28,White,Female,,12,Not Str Democrat,,,1,0,1,0,1,0,1,
1040,1976,28,White,Female,,12,Not Str Republican,,,0,0,1,0,1,0,5,
1041,1976,39,Other,Male,,16,Independent,,,1,0,1,1,1,,3,
1042,1976,41,White,Male,,14,Not Str Republican,,,1,1,1,1,1,1,5,
1043,1976,32,White,Female,,12,"Ind,Near Dem",,,1,,1,1,1,1,2,
1044,1976,24,White,Female,,13,Not Str Republican,,,1,1,1,1,1,1,5,
1045,1976,40,White,Female,,10,"Ind,Near Dem",,,1,1,1,1,1,1,2,
1046,1976,24,Black,Male,,17,Not Str Democrat,,,1,1,1,1,1,1,1,
1047,1976,41,Black,Male,,10,Strong Democrat,,,1,1,1,1,1,1,0,
1048,1976,35,Black,Female,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
1049,1976,58,Black,Female,,8,Not Str Democrat,,,0,1,1,1,1,0,1,
1050,1976,64,Black,Female,,4,Not Str Democrat,,,0,0,1,0,1,0,1,
1051,1976,27,White,Male,,13,"Ind,Near Dem",,,1,0,1,1,1,1,2,
1052,1976,73,White,Male,,8,Not Str Democrat,,,1,1,1,1,1,1,1,
1053,1976,45,White,Female,,9,Not Str Republican,,,1,1,1,1,1,1,5,
1054,1976,65,White,Female,,8,Not Str Democrat,,,1,0,1,0,1,0,1,
1055,1976,22,White,Female,,12,Independent,,,1,1,1,1,1,1,3,
1056,1976,22,Black,Male,,8,"Ind,Near Rep",,,0,1,0,0,0,0,4,
1057,1976,61,Black,Male,,8,Strong Democrat,,,1,0,1,1,1,0,0,
1058,1976,58,Black,Female,,7,Strong Democrat,,,1,0,1,0,1,1,0,
1059,1976,28,Black,Female,,11,"Ind,Near Dem",,,1,0,1,0,1,0,2,
1060,1976,63,Black,Female,,12,Strong Democrat,,,1,1,1,1,1,,0,
1061,1976,19,White,Male,,12,Not Str Republican,,,1,0,1,1,1,1,5,
1062,1976,46,White,Male,,10,Not Str Republican,,,1,1,1,1,1,1,5,
1063,1976,77,White,Male,,8,Not Str Republican,,,1,0,1,0,1,0,5,
1064,1976,21,White,Female,,12,Not Str Democrat,,,1,0,1,0,1,0,1,
1065,1976,22,White,Female,,12,Not Str Democrat,,,1,0,1,1,1,1,1,
1066,1976,33,White,Male,,17,Strong Democrat,,,1,1,1,1,1,1,0,
1067,1976,54,White,Male,,14,"Ind,Near Dem",,,1,1,1,0,1,1,2,
1068,1976,55,White,Male,,16,Not Str Republican,,,1,1,1,1,1,1,5,
1069,1976,37,White,Female,,17,"Ind,Near Rep",,,1,1,1,1,1,1,4,
1070,1976,51,White,Female,,12,"Ind,Near Dem",,,1,1,1,1,1,1,2,
1071,1976,21,White,Male,,14,Independent,,,1,0,1,0,1,0,3,
1072,1976,48,White,Male,,17,"Ind,Near Dem",,,1,1,1,1,1,1,2,
1073,1976,67,White,Male,,12,Not Str Republican,,,1,1,1,1,1,1,5,
1074,1976,66,White,Female,,16,Independent,,,1,1,1,1,1,1,3,
1075,1976,47,White,Female,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
1076,1976,29,White,Male,,10,Independent,,,0,1,1,0,1,1,3,
1077,1976,49,White,Male,,9,"Ind,Near Rep",,,1,0,1,0,1,0,4,
1078,1976,53,Black,Female,,8,Strong Democrat,,,1,0,1,0,1,0,0,
1079,1976,19,White,Female,,10,Independent,,,0,1,1,1,1,1,3,
1080,1976,50,White,Female,,12,Independent,,,1,1,1,1,1,1,3,
1081,1976,29,White,Male,,17,Not Str Democrat,,,1,1,1,1,1,1,1,
1082,1976,55,White,Male,,16,Not Str Republican,,,0,1,1,1,1,1,5,
1083,1976,81,White,Female,,7,Not Str Democrat,,,1,,1,,1,,1,
1084,1976,68,White,Female,,15,Strong Republican,,,1,1,1,1,1,1,6,
1085,1976,20,White,Female,,13,Not Str Republican,,,1,1,1,1,1,1,5,
1086,1976,18,White,Male,,11,Independent,,,1,1,1,1,1,1,3,
1087,1976,45,White,Male,,18,Not Str Republican,,,1,1,1,1,1,1,5,
1088,1976,52,White,Female,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
1089,1976,78,White,Female,,12,"Ind,Near Dem",,,1,0,1,0,1,1,2,
1090,1976,28,White,Female,,16,Not Str Republican,,,1,1,1,1,1,1,5,
1091,1976,48,White,Male,,14,Strong Democrat,,,1,0,1,1,1,0,0,
1092,1976,38,White,Male,,10,Strong Democrat,,,1,1,1,1,1,1,0,
1093,1976,53,White,Female,,8,Not Str Democrat,,,1,0,1,0,1,,1,
1094,1976,30,White,Female,,10,Independent,,,1,1,1,1,1,1,3,
1095,1976,58,White,Female,,10,Not Str Democrat,,,1,0,1,1,1,0,1,
1096,1976,25,White,Male,,12,Not Str Democrat,,,1,0,1,0,1,1,1,
1097,1976,59,White,Male,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
1098,1976,66,White,Female,,12,Not Str Republican,,,0,0,0,0,0,0,5,
1099,1976,51,White,Female,,12,Not Str Democrat,,,1,0,1,0,0,0,1,
1100,1976,25,White,Female,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
1101,1976,30,Black,Male,,14,Strong Democrat,,,1,1,1,1,1,1,0,
1102,1976,49,White,Male,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
1103,1976,50,Black,Male,,12,"Ind,Near Dem",,,1,1,1,0,1,1,2,
1104,1976,66,White,Female,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
1105,1976,24,White,Female,,14,"Ind,Near Dem",,,1,1,1,1,1,1,2,
1106,1976,19,White,Male,,14,Not Str Democrat,,,1,1,1,,1,,1,
1107,1976,58,White,Male,,18,Not Str Republican,,,,,,,,,5,
1108,1976,61,Black,Female,,12,Strong Democrat,,,1,1,1,1,1,1,0,
1109,1976,46,Black,Female,,12,Not Str Democrat,,,1,0,1,,1,0,1,
1110,1976,18,White,Female,,12,Not Str Republican,,,1,0,1,0,1,0,5,
1111,1976,71,Black,Male,,3,Not Str Democrat,,,0,0,1,1,1,0,1,
1112,1976,54,Black,Male,,12,"Ind,Near Dem",,,,0,0,0,0,0,2,
1113,1976,36,White,Female,,18,Not Str Democrat,,,1,1,1,1,1,1,1,
1114,1976,46,White,Female,,16,Independent,,,1,1,1,1,1,1,3,
1115,1976,59,White,Female,,12,Not Str Democrat,,,1,0,1,1,1,1,1,
1116,1976,33,White,Male,,18,"Ind,Near Dem",,,1,1,1,1,1,1,2,
1117,1976,55,Black,Male,,12,Strong Democrat,,,1,1,1,1,1,1,0,
1118,1976,80,White,Female,,12,"Ind,Near Rep",,,1,1,1,1,1,1,4,
1119,1976,35,Black,Female,,16,"Ind,Near Dem",,,1,1,1,1,1,1,2,
1120,1976,21,White,Female,,14,Independent,,,1,1,1,1,1,1,3,
1121,1976,29,White,Male,,16,Not Str Democrat,,,1,1,1,1,1,1,1,
1122,1976,57,White,Male,,12,Strong Democrat,,,1,1,1,1,1,1,0,
1123,1976,85,White,Male,,8,Not Str Republican,,,1,1,1,1,1,1,5,
1124,1976,46,White,Female,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
1125,1976,20,White,Female,,12,Not Str Republican,,,1,0,1,0,1,0,5,
1126,1976,26,White,Male,,15,Independent,,,0,0,0,0,1,0,3,
1127,1976,61,White,Male,,9,Strong Democrat,,,1,1,1,1,1,0,0,
1128,1976,76,White,Female,,5,Strong Democrat,,,0,0,0,0,0,0,0,
1129,1976,72,White,Female,,13,"Ind,Near Rep",,,1,1,1,1,1,1,4,
1130,1976,59,White,Female,,10,"Ind,Near Dem",,,0,0,1,0,1,0,2,
1131,1976,34,White,Male,,13,Independent,,,1,1,1,1,1,1,3,
1132,1976,62,White,Male,,9,Not Str Democrat,,,1,0,1,0,1,0,1,
1133,1976,61,White,Male,,12,Not Str Democrat,,,1,0,1,1,1,0,1,
1134,1976,18,White,Female,,9,"Ind,Near Rep",,,0,1,0,1,1,1,4,
1135,1976,28,White,Female,,16,Independent,,,1,1,1,1,1,1,3,
1136,1976,22,White,Male,,15,Strong Republican,,,1,0,1,1,1,0,6,
1137,1976,59,White,Male,,12,Strong Republican,,,1,1,1,1,1,1,6,
1138,1976,62,White,Female,,12,Not Str Republican,,,1,1,1,1,1,1,5,
1139,1976,41,White,Female,,12,"Ind,Near Rep",,,1,0,1,0,1,0,4,
1140,1976,42,White,Female,,17,Not Str Democrat,,,1,1,1,1,1,1,1,
1141,1976,22,White,Male,,13,"Ind,Near Dem",,,0,0,0,0,0,0,2,
1142,1976,60,White,Male,,12,"Ind,Near Dem",,,1,1,1,1,1,1,2,
1143,1976,35,White,Female,,12,"Ind,Near Dem",,,1,0,1,0,0,0,2,
1144,1976,54,White,Female,,12,Strong Democrat,,,0,0,1,0,1,0,0,
1145,1976,50,White,Female,,10,Not Str Democrat,,,1,1,1,1,1,1,1,
1146,1976,34,White,Male,,6,Not Str Democrat,,,,0,,0,,0,1,
1147,1976,60,White,Male,,13,Independent,,,1,1,1,1,1,1,3,
1148,1976,58,White,Male,,12,Not Str Republican,,,1,0,1,1,1,1,5,
1149,1976,35,White,Female,,14,Not Str Republican,,,1,0,0,0,1,0,5,
1150,1976,34,White,Female,,12,,,,1,1,1,1,1,1,,
1151,1976,19,White,Male,,11,Independent,,,1,0,1,0,1,0,3,
1152,1976,46,White,Male,,12,"Ind,Near Rep",,,1,0,1,1,1,1,4,
1153,1976,51,White,Male,,12,"Ind,Near Dem",,,1,1,1,1,1,1,2,
1154,1976,76,White,Female,,4,Not Str Democrat,,,1,1,1,1,1,1,1,
1155,1976,48,White,Female,,14,Strong Republican,,,1,0,1,0,1,0,6,
1156,1976,34,White,Male,,12,Not Str Republican,,,1,,1,,1,,5,
1157,1976,36,White,Male,,12,Not Str Democrat,,,0,0,1,0,,0,1,
1158,1976,32,White,Female,,12,Strong Republican,,,1,1,1,1,1,1,6,
1159,1976,21,White,Female,,13,Not Str Republican,,,1,0,1,0,1,1,5,
1160,1976,47,White,Female,,12,Not Str Democrat,,,1,0,1,0,,0,1,
1161,1976,64,White,Male,,16,"Ind,Near Dem",,,1,0,1,1,1,0,2,
1162,1976,66,White,Male,,12,Strong Republican,,,1,0,1,1,1,1,6,
1163,1976,30,White,Female,,12,Not Str Democrat,,,1,1,1,1,1,1,1,
1164,1976,36,White,Female,,12,Not Str Democrat,,,1,0,1,0,1,0,1,
1165,1976,55,White,Female,,12,Not Str Republican,,,1,1,1,1,1,1,5,
1166,1976,21,White,Male,,14,Not Str Republican,,,1,1,1,1,1,1,5,
1167,1976,37,White,Male,,12,"Ind,Near Dem",,,1,0,1,0,0,0,2,
1168,1976,28,White,Female,,14,Not Str Democrat,,,1,0,1,0,1,0,1,
