age,y
g2,10454.5
g2,10469.0
g2,10483.0
g2,10491.5
g2,10541.0
g2,10583.5
g2,10585.0
g2,10607.0
g2,10607.0
g2,10658.0
g2,10666.5
g2,10711.5
g2,10716.5
g2,10741.5
g2,10750.5
g2,10758.0
g2,10768.0
g2,10839.0
g2,10854.0
g2,10881.5
g2,10881.5
g2,10895.0
g2,10895.0
g2,10922.5
g2,10955.0
g2,10964.0
g2,10972.5
g2,10996.0
g2,11019.0
g2,11031.0
g2,11051.5
g2,11065.0
g2,11087.5
g2,11094.5
g2,11190.0
g2,11222.5
g2,11242.0
g2,11261.5
g2,11280.0
g2,11283.0
g2,11302.5
g2,11307.5
g2,11307.5
g2,11309.5
g2,11321.0
g2,11326.5
g2,11328.0
g2,11335.0
g2,11349.0
g2,11377.0
g2,11430.0
g2,11446.0
g2,11449.0
g2,11457.0
g2,11537.5
g2,11548.5
g2,11635.0
g2,11637.0
g2,11691.0
g2,11692.5
g2,11705.5
g2,11719.5
g2,11747.0
g2,11768.0
g2,11815.5
g2,11825.5
g2,11841.5
g2,11857.0
g2,11871.0
g2,11897.0
g2,12026.0
g2,12117.0
g2,12159.5
g2,12159.5
g2,12199.5
g2,12280.0
g2,12288.0
g2,12344.5
g2,12347.0
g2,12358.5
g2,12360.0
g2,12363.0
g2,12365.5
g2,12447.5
g2,12517.0
g2,12519.5
g2,12536.5
g2,12544.0
g2,12570.0
g2,12571.5
g2,12585.5
g2,12614.0
g2,12631.5
g2,12639.0
g2,12716.0
g2,12761.0
g2,12824.0
g2,12906.0
g2,12910.5
g2,12992.0
g2,12997.5
g2,13024.5
g2,13038.5
g2,13038.5
g2,13039.0
g2,13044.5
g2,13067.5
g2,13096.0
g2,13099.5
g2,13134.5
g2,13137.5
g2,13152.5
g2,13154.5
g2,13165.0
g2,13172.0
g2,13218.0
g2,13231.5
g2,13241.0
g2,13300.5
g2,13338.0
g2,13341.0
g2,13344.0
g2,13349.0
g2,13382.0
g2,13385.5
g2,13390.5
g2,13396.0
g2,13396.5
g2,13397.5
g2,13416.5
g2,13451.0
g2,13464.5
g2,13489.5
g2,13492.5
g2,13501.0
g2,13513.0
g2,13606.0
g2,13631.5
g2,13643.0
g2,13670.5
g2,13691.0
g2,13725.0
g2,13756.0
g2,13794.5
g2,13808.0
g2,13810.5
g2,13817.0
g2,13817.5
g2,13822.0
g2,13826.0
g2,13849.5
g2,13855.0
g2,13869.0
g2,13888.5
g2,13915.0
g2,13931.5
g2,13984.5
g2,13987.0
g2,14025.0
g2,14028.0
g2,14035.0
g2,14055.0
g2,14055.5
g2,14167.0
g2,14206.5
g2,14206.5
g2,14220.5
g2,14234.0
g2,14240.5
g2,14242.0
g2,14261.0
g2,14275.0
g2,14276.5
g2,14290.5
g2,14302.5
g2,14305.5
g2,14305.5
g2,14341.5
g2,14343.5
g2,14343.5
g2,14352.5
g2,14358.5
g2,14428.5
g2,14445.5
g2,14447.0
g2,14454.0
g2,14488.5
g2,14496.0
g2,14518.5
g2,14518.5
g2,14545.0
g2,14547.5
g2,14574.5
g2,14604.5
g2,14632.5
g2,14649.5
g2,14720.0
g2,14726.0
g2,14744.0
g2,14747.0
g2,14820.5
g2,14830.0
g2,14831.5
g2,14839.0
g2,14866.0
g2,14874.0
g2,14893.5
g2,14896.0
g2,14898.0
g2,14929.0
g2,14935.5
g2,14976.0
g2,15056.5
g2,15058.5
g2,15058.5
g2,15085.5
g2,15085.5
g2,15106.0
g2,15114.5
g2,15119.0
g2,15119.5
g2,15120.0
g2,15168.0
g2,15173.5
g2,15219.5
g2,15271.0
g2,15314.0
g2,15352.5
g2,15354.0
g2,15363.0
g2,15389.5
g2,15447.5
g2,15453.5
g2,15469.5
g2,15471.5
g2,15479.0
g2,15498.0
g2,15498.0
g2,15547.5
g2,15576.5
g2,15580.0
g2,15594.0
g2,15628.5
g2,15632.5
g2,15641.5
g2,15654.5
g2,15677.0
g2,15689.0
g2,15731.5
g2,15742.5
g2,15751.5
g2,15763.5
g2,15765.5
g2,15785.5
g2,15797.0
g2,15834.0
g2,15848.5
g2,15875.0
g2,15883.0
g2,15896.0
g2,15910.0
g2,15913.0
g2,15919.5
g2,15922.0
g2,15924.0
g2,15930.5
g2,15931.5
g2,15979.0
g2,16023.5
g2,16036.0
g2,16073.5
g2,16076.0
g2,16232.0
g2,16247.5
g2,16281.5
g2,16307.0
g2,16314.5
g2,16316.5
g2,16322.0
g2,16322.0
g2,16336.0
g2,16377.0
g2,16444.0
g2,16485.0
g2,16535.0
g2,16549.0
g2,16549.0
g2,16615.0
g2,16652.0
g2,16678.5
g2,16713.5
g2,16729.5
g2,16734.5
g2,16734.5
g2,16739.0
g2,16748.0
g2,16762.0
g2,16776.0
g2,16776.0
g2,16777.0
g2,16781.0
g2,16847.0
g2,16851.0
g2,16864.0
g2,16865.5
g2,16882.5
g2,16928.0
g2,16945.5
g2,16954.5
g2,16990.0
g2,16996.5
g2,17001.0
g2,17005.0
g2,17025.5
g2,17088.5
g2,17092.0
g2,17136.5
g2,17146.5
g2,17152.0
g2,17156.0
g2,17160.5
g2,17160.5
g2,17160.5
g2,17166.5
g2,17181.0
g2,17186.5
g2,17275.0
g2,17300.5
g2,17322.5
g2,17413.0
g2,17423.0
g2,17449.0
g2,17501.0
g2,17508.5
g2,17564.0
g2,17584.0
g2,17586.5
g2,17586.5
g2,17600.0
g2,17600.5
g2,17607.0
g2,17613.5
g2,17616.5
g2,17620.5
g2,17664.5
g2,17669.5
g2,17673.0
g2,17690.5
g2,17730.0
g2,17746.0
g2,17774.5
g2,17778.5
g2,17802.0
g2,17826.0
g2,17826.5
g2,17842.5
g2,17843.5
g2,17863.0
g2,17873.0
g2,17907.5
g2,17916.0
g2,17998.5
g2,17998.5
g2,18007.0
g2,18012.5
g2,18013.0
g2,18046.5
g2,18059.5
g2,18060.0
g2,18074.5
g2,18083.5
g2,18107.5
g2,18138.5
g2,18207.0
g2,18245.0
g2,18276.0
g2,18287.5
g2,18292.5
g2,18367.5
g2,18371.5
g2,18397.0
g2,18418.5
g2,18465.5
g2,18479.5
g2,18486.5
g2,18506.5
g2,18538.5
g2,18551.0
g2,18566.0
g2,18582.0
g2,18584.0
g2,18610.0
g2,18637.5
g2,18653.0
g2,18763.5
g2,18771.5
g2,18805.5
g2,18807.5
g2,18823.0
g2,18832.0
g2,18850.0
g2,18850.0
g2,18850.0
g2,18856.0
g2,18864.0
g2,18912.5
g2,18934.5
g2,18975.5
g2,18988.5
g2,18997.5
g2,19054.0
g2,19081.5
g2,19103.0
g2,19112.0
g2,19180.5
g2,19207.5
g2,19222.0
g2,19247.0
g2,19249.0
g2,19249.0
g2,19253.5
g2,19262.5
g2,19272.5
g2,19276.0
g2,19283.0
g2,19310.0
g2,19344.5
g2,19347.0
g2,19396.0
g2,19396.5
g2,19412.0
g2,19427.5
g2,19446.5
g2,19485.5
g2,19498.0
g2,19510.5
g2,19520.5
g2,19526.5
g2,19533.0
g2,19561.0
g2,19587.0
g2,19647.5
g2,19688.5
g2,19688.5
g2,19688.5
g2,19737.5
g2,19744.5
g2,19834.5
g2,19849.5
g2,19885.0
g2,19891.5
g2,19912.0
g2,19922.0
g2,19935.5
g2,19953.0
g2,19980.5
g2,20002.5
g2,20086.5
g2,20100.5
g2,20122.0
g2,20127.5
g2,20128.5
g2,20129.5
g2,20155.0
g2,20157.0
g2,20158.0
g2,20196.5
g2,20217.0
g2,20350.0
g2,20353.5
g2,20359.0
g2,20375.0
g2,20376.0
g2,20416.5
g2,20441.0
g2,20457.5
g2,20472.0
g2,20482.0
g2,20504.5
g2,20506.5
g2,20519.0
g2,20553.0
g2,20595.0
g2,20620.0
g2,20625.5
g2,20636.0
g2,20746.5
g2,20748.0
g2,20753.5
g2,20774.0
g2,20774.0
g2,20809.0
g2,20819.0
g2,20861.5
g2,20884.0
g2,20911.0
g2,20946.5
g2,20952.5
g2,21035.0
g2,21036.0
g2,21037.5
g2,21091.0
g2,21110.5
g2,21113.5
g2,21119.0
g2,21150.0
g2,21201.5
g2,21220.0
g2,21222.0
g2,21241.5
g2,21266.0
g2,21321.0
g2,21323.5
g2,21351.0
g2,21362.0
g2,21364.5
g2,21364.5
g2,21378.5
g2,21381.5
g2,21419.5
g2,21419.5
g2,21436.0
g2,21446.5
g2,21458.0
g2,21502.5
g2,21511.5
g2,21547.5
g2,21600.5
g2,21603.5
g2,21722.0
g2,21728.0
g2,21756.0
g2,21763.0
g2,21763.0
g2,21768.0
g2,21784.5
g2,21790.5
g2,21790.5
g2,21816.5
g2,21818.0
g2,21832.5
g2,21833.0
g2,21834.0
g2,21845.5
g2,21845.5
g2,21922.5
g2,21980.5
g2,21999.5
g2,22018.5
g2,22051.5
g2,22106.5
g2,22189.0
g2,22197.5
g2,22232.0
g2,22236.5
g2,22244.0
g2,22245.5
g2,22271.0
g2,22271.0
g2,22305.5
g2,22312.0
g2,22316.0
g2,22352.5
g2,22491.5
g2,22498.5
g2,22511.5
g2,22532.5
g2,22546.5
g2,22573.5
g2,22594.5
g2,22598.0
g2,22604.5
g2,22610.0
g2,22615.0
g2,22642.0
g2,22651.0
g2,22670.0
g2,22697.5
g2,22705.5
g2,22711.5
g2,22714.0
g2,22750.5
g2,22825.0
g2,22825.0
g2,22857.0
g2,22859.5
g2,22903.5
g2,22978.0
g2,22991.5
g2,23013.5
g2,23067.0
g2,23068.0
g2,23082.5
g2,23089.0
g2,23128.0
g2,23135.0
g2,23177.0
g2,23210.5
g2,23259.5
g2,23260.5
g2,23281.5
g2,23293.5
g2,23310.0
g2,23393.5
g2,23396.5
g2,23398.5
g2,23405.0
g2,23432.0
g2,23436.0
g2,23446.5
g2,23453.0
g2,23480.5
g2,23480.5
g2,23521.5
g2,23526.0
g2,23527.5
g2,23542.0
g2,23645.5
g2,23669.5
g2,23728.0
g2,23730.5
g2,23734.5
g2,23744.0
g2,23757.5
g2,23794.5
g2,23804.0
g2,23804.0
g2,23818.0
g2,23844.5
g2,23851.5
g2,23864.0
g2,23897.0
g2,23906.5
g2,23906.5
g2,23920.0
g2,23927.0
g2,23937.5
g2,23959.5
g2,23996.0
g2,23996.5
g2,24052.5
g2,24078.0
g2,24080.5
g2,24118.0
g2,24210.5
g2,24259.0
g2,24265.0
g2,24291.0
g2,24291.0
g2,24291.0
g2,24291.5
g2,24304.0
g2,24305.0
g2,24335.0
g2,24346.0
g2,24359.5
g2,24373.5
g2,24373.5
g2,24396.5
g2,24426.0
g2,24439.5
g2,24442.0
g2,24461.5
g2,24487.5
g2,24497.0
g2,24522.5
g2,24530.5
g2,24615.5
g2,24652.5
g2,24654.0
g2,24676.0
g2,24683.5
g2,24689.5
g2,24689.5
g2,24703.0
g2,24703.5
g2,24711.0
g2,24724.0
g2,24728.0
g2,24731.0
g2,24744.5
g2,24758.0
g2,24758.0
g2,24798.0
g2,24825.0
g2,24861.0
g2,24869.0
g2,24916.0
g2,24937.0
g2,24949.5
g2,24971.5
g2,24979.0
g2,24986.5
g2,25015.5
g2,25018.5
g2,25024.0
g2,25032.0
g2,25043.5
g2,25055.0
g2,25064.0
g2,25064.5
g2,25091.5
g2,25102.5
g2,25119.5
g2,25135.5
g2,25170.0
g2,25176.0
g2,25194.0
g2,25218.5
g2,25230.5
g2,25233.5
g2,25241.5
g2,25304.0
g2,25328.5
g2,25352.0
g2,25409.5
g2,25442.0
g2,25445.5
g2,25465.5
g2,25521.5
g2,25541.5
g2,25541.5
g2,25555.0
g2,25623.5
g2,25654.0
g2,25678.5
g2,25695.0
g2,25710.0
g2,25724.0
g2,25768.0
g2,25771.0
g2,25790.5
g2,25838.0
g2,25848.5
g2,25865.5
g2,25865.5
g2,25870.0
g2,25871.0
g2,25874.0
g2,25885.0
g2,25929.0
g2,25940.0
g2,25965.0
g2,25967.5
g2,25972.5
g2,25998.5
g2,26016.0
g2,26027.0
g2,26029.0
g2,26036.5
g2,26041.0
g2,26041.0
g2,26043.5
g2,26051.0
g2,26071.5
g2,26084.5
g2,26096.0
g2,26104.5
g2,26137.5
g2,26186.5
g2,26206.5
g2,26245.5
g2,26345.5
g2,26357.0
g2,26379.5
g2,26406.5
g2,26429.0
g2,26449.5
g2,26503.0
g2,26511.5
g2,26514.0
g2,26517.5
g2,26524.5
g2,26574.0
g2,26588.5
g2,26633.5
g2,26652.5
g2,26658.0
g2,26706.5
g2,26716.5
g2,26777.5
g2,26805.0
g2,26805.0
g2,26819.0
g2,26832.5
g2,26838.0
g2,26861.0
g2,26871.0
g2,26876.0
g2,26881.0
g2,26924.0
g2,27027.0
g2,27032.0
g2,27032.5
g2,27113.5
g2,27176.5
g2,27204.0
g2,27215.5
g2,27215.5
g2,27245.0
g2,27451.0
g2,27529.5
g2,27533.5
g2,27537.5
g2,27574.5
g2,27577.5
g2,27598.5
g2,27602.5
g2,27609.5
g2,27627.0
g2,27634.5
g2,27779.0
g2,27842.5
g2,27864.0
g2,27867.0
g2,27904.5
g2,27906.0
g2,27945.0
g2,28032.0
g2,28070.0
g2,28076.0
g2,28094.0
g2,28095.5
g2,28097.0
g2,28116.0
g2,28124.0
g2,28146.5
g2,28149.0
g2,28156.0
g2,28187.5
g2,28221.5
g2,28225.5
g2,28325.0
g2,28328.0
g2,28330.0
g2,28430.5
g2,28440.5
g2,28483.0
g2,28509.0
g2,28518.0
g2,28536.0
g2,28538.0
g2,28577.5
g2,28611.5
g2,28631.0
g2,28691.0
g2,28714.0
g2,28729.0
g2,28748.5
g2,28751.5
g2,28756.5
g2,28758.5
g2,28852.5
g2,28853.0
g2,28862.0
g2,28880.0
g2,28887.5
g2,28907.5
g2,28939.5
g2,28962.0
g2,28962.0
g2,28977.5
g2,29067.0
g2,29127.5
g2,29149.0
g2,29181.5
g2,29239.0
g2,29307.5
g2,29319.5
g2,29333.5
g2,29335.0
g2,29336.0
g2,29347.0
g2,29354.0
g2,29384.5
g2,29402.0
g2,29429.0
g2,29445.0
g2,29451.0
g2,29465.0
g2,29465.5
g2,29484.5
g2,29488.5
g2,29512.0
g2,29524.5
g2,29546.5
g2,29565.5
g2,29575.0
g2,29587.5
g2,29598.5
g2,29710.0
g2,29725.0
g2,29745.5
g2,29773.0
g2,29785.0
g2,29795.0
g2,29800.5
g2,29800.5
g2,29884.0
g2,29922.0
g2,29952.5
g2,29966.5
g2,29994.5
g2,30017.5
g2,30083.0
g2,30089.5
g2,30137.5
g2,30175.5
g2,30178.0
g2,30199.0
g2,30290.0
g2,30308.0
g2,30328.5
g2,30329.5
g2,30353.0
g2,30357.0
g2,30363.5
g2,30366.5
g2,30371.0
g2,30512.0
g2,30542.0
g2,30551.0
g2,30584.0
g2,30611.5
g2,30696.5
g2,30697.5
g2,30725.5
g2,30771.5
g2,30889.0
g2,30892.5
g2,30904.5
g2,30925.5
g2,30989.5
g2,31051.0
g2,31111.0
g2,31123.5
g2,31221.5
g2,31262.0
g2,31275.0
g2,31367.0
g2,31376.5
g2,31394.5
g2,31408.0
g2,31414.5
g2,31547.0
g2,31573.0
g2,31697.5
g2,31730.0
g2,31736.0
g2,31809.0
g2,31818.0
g2,31829.5
g2,31849.0
g2,31850.0
g2,32033.0
g2,32047.0
g2,32128.0
g2,32156.5
g2,32169.0
g2,32233.5
g2,32235.0
g2,32271.5
g2,32281.0
g2,32317.5
g2,32367.5
g2,32376.0
g2,32467.5
g2,32490.5
g2,32540.5
g2,32558.0
g2,32578.0
g2,32600.5
g2,32631.0
g2,32697.0
g2,32699.5
g2,32713.5
g2,32728.5
g2,32788.5
g2,32810.5
g2,32823.5
g2,32846.0
g2,32860.5
g2,32999.5
g2,32999.5
g2,33002.5
g2,33019.0
g2,33044.5
g2,33097.0
g2,33121.5
g2,33211.5
g2,33224.5
g2,33362.5
g2,33395.5
g2,33448.5
g2,33455.5
g2,33461.0
g2,33471.0
g2,33497.0
g2,33512.0
g2,33540.0
g2,33542.0
g2,33565.5
g2,33580.0
g2,33608.5
g2,33619.0
g2,33661.5
g2,33676.5
g2,33688.0
g2,33691.5
g2,33706.5
g2,33764.5
g2,33800.0
g2,33807.5
g2,33826.5
g2,33895.0
g2,34214.0
g2,34224.5
g2,34225.0
g2,34278.0
g2,34307.0
g2,34307.0
g2,34348.5
g2,34375.5
g2,34403.0
g2,34415.5
g2,34458.0
g2,34458.5
g2,34569.0
g2,34574.5
g2,34604.5
g2,34617.0
g2,34650.0
g2,34655.0
g2,34659.0
g2,34764.0
g2,34824.0
g2,34903.5
g2,34970.5
g2,34972.5
g2,34987.5
g2,35002.0
g2,35068.5
g2,35077.0
g2,35082.5
g2,35140.0
g2,35220.5
g2,35270.0
g2,35328.5
g2,35377.0
g2,35403.0
g2,35404.5
g2,35461.5
g2,35516.5
g2,35537.0
g2,35555.0
g2,35587.0
g2,35621.0
g2,35626.0
g2,35629.5
g2,35770.5
g2,35779.5
g2,35807.5
g2,35873.5
g2,35927.5
g2,35968.5
g2,35969.5
g2,36012.0
g2,36142.0
g2,36142.5
g2,36155.5
g2,36163.0
g2,36214.5
g2,36247.0
g2,36263.5
g2,36288.5
g2,36307.0
g2,36324.0
g2,36368.0
g2,36408.0
g2,36423.0
g2,36436.5
g2,36477.5
g2,36482.0
g2,36547.5
g2,36549.5
g2,36574.0
g2,36592.0
g2,36613.0
g2,36710.0
g2,36821.5
g2,36835.0
g2,36947.5
g2,37021.0
g2,37167.0
g2,37372.5
g2,37419.5
g2,37578.5
g2,37604.5
g2,37607.5
g2,37646.0
g2,37705.5
g2,37750.0
g2,37854.5
g2,37902.0
g2,37995.0
g2,38010.0
g2,38126.5
g2,38187.0
g2,38203.0
g2,38222.5
g2,38284.5
g2,38331.5
g2,38377.0
g2,38402.0
g2,38497.5
g2,38512.0
g2,38538.5
g2,38552.5
g2,38581.5
g2,38605.0
g2,38620.5
g2,38658.0
g2,38688.0
g2,38745.5
g2,38770.0
g2,38794.0
g2,38880.0
g2,38923.5
g2,38950.5
g2,38978.5
g2,39115.5
g2,39151.0
g2,39154.5
g2,39259.0
g2,39455.0
g2,39527.5
g2,39528.0
g2,39530.5
g2,39602.0
g2,39610.5
g2,39686.0
g2,39698.0
g2,39723.5
g2,39760.0
g2,39795.0
g2,39797.5
g2,39880.5
g2,39897.5
g2,39908.0
g2,39940.5
g2,39992.5
g2,40107.5
g2,40132.5
g2,40211.5
g2,40215.0
g2,40264.0
g2,40292.0
g2,40428.0
g2,40503.5
g2,40546.0
g2,40611.0
g2,40642.0
g2,40657.5
g2,40668.0
g2,40682.0
g2,40682.0
g2,40690.0
g2,40727.0
g2,40807.5
g2,40847.0
g2,40933.5
g2,41140.0
g2,41163.0
g2,41179.5
g2,41313.5
g2,41410.0
g2,41497.0
g2,41630.0
g2,41736.0
g2,41892.5
g2,42070.0
g2,42085.5
g2,42104.5
g2,42164.5
g2,42194.0
g2,42208.0
g2,42221.0
g2,42559.5
g2,42735.0
g2,42743.0
g2,42806.0
g2,42814.5
g2,43141.0
g2,43141.0
g2,43147.5
g2,43211.0
g2,43265.0
g2,43279.0
g2,43288.5
g2,43326.0
g2,43326.0
g2,43368.0
g2,43492.0
g2,43540.0
g2,43549.5
g2,43567.0
g2,43663.0
g2,43794.0
g2,43883.0
g2,43965.5
g2,44024.0
g2,44073.0
g2,44082.0
g2,44089.5
g2,44335.5
g2,44419.0
g2,44518.0
g2,44524.0
g2,44614.0
g2,44790.0
g2,44804.0
g2,44807.0
g2,44859.0
g2,44888.0
g2,44894.5
g2,45023.5
g2,45026.5
g2,45138.5
g2,45440.5
g2,45550.5
g2,45669.5
g2,45687.0
g2,45710.5
g2,45911.0
g2,46026.5
g2,46175.5
g2,46199.5
g2,46347.0
g2,46352.0
g2,46397.5
g2,46421.5
g2,46462.0
g2,46601.0
g2,46644.5
g2,46708.5
g2,46819.0
g2,46938.5
g2,46947.0
g2,47285.0
g2,47362.5
g2,47545.5
g2,47668.5
g2,47688.5
g2,47691.5
g2,47738.5
g2,47779.0
g2,47854.0
g2,47909.0
g2,47945.5
g2,48067.0
g2,48068.0
g2,48086.5
g2,48170.0
g2,48183.5
g2,48296.5
g2,48393.0
g2,48404.0
g2,48462.5
g2,48524.0
g2,48606.0
g2,48776.0
g2,48907.0
g2,48954.5
g2,48995.0
g2,49024.5
g2,49070.5
g2,49099.5
g2,49132.0
g2,49274.5
g2,49322.0
g2,49519.0
g2,49667.5
g2,49708.0
g2,49708.0
g2,49712.0
g2,49738.5
g2,49878.5
g2,50061.5
g2,50220.0
g2,50549.0
g2,50618.0
g2,50629.0
g2,50650.0
g2,50860.5
g2,51154.5
g2,51166.0
g2,51442.0
g2,51512.5
g2,51536.0
g2,51613.0
g2,51645.5
g2,51756.0
g2,51761.5
g2,51762.5
g2,52036.0
g2,52278.5
g2,52336.5
g2,52339.5
g2,52375.0
g2,52555.5
g2,52999.5
g2,53023.5
g2,53031.5
g2,53066.0
g2,53145.5
g2,53253.5
g2,53292.0
g2,53526.0
g2,53727.0
g2,53760.0
g2,53804.0
g2,54000.5
g2,54005.0
g2,54105.5
g2,54120.0
g2,54192.0
g2,54369.0
g2,54431.5
g2,54456.0
g2,54508.5
g2,54544.5
g2,54648.0
g2,55142.5
g2,55322.0
g2,55349.0
g2,55438.0
g2,55548.0
g2,55740.5
g2,55889.5
g2,56379.0
g2,56452.0
g2,56701.5
g2,57168.0
g2,57355.5
g2,57828.5
g2,57854.0
g2,57857.5
g2,58171.0
g2,58250.5
g2,58422.0
g2,58744.0
g2,58858.5
g2,59071.5
g2,59162.0
g2,59925.0
g2,60265.0
g2,60314.5
g2,60385.5
g2,60598.5
g2,60659.0
g2,60727.5
g2,61085.0
g2,61804.5
g2,61991.5
g2,62325.0
g2,62401.5
g2,62872.5
g2,63022.0
g2,63200.0
g2,63421.0
g2,63677.5
g2,63684.5
g2,63736.0
g2,63849.0
g2,63887.0
g2,63954.0
g2,64918.0
g2,67206.0
g2,67391.5
g2,68515.0
g2,69163.0
g2,69193.0
g2,70314.5
g2,71033.0
g2,71269.5
g2,73505.0
g2,73505.0
g2,73742.0
g2,73903.5
g2,73917.5
g2,74014.5
g2,74447.0
g2,74634.5
g2,75154.0
g2,76868.0
g2,79125.0
g2,79636.0
g2,81543.0
g2,82161.5
g2,82617.5
g2,83810.5
g2,83810.5
g2,83810.5
g2,83810.5
g2,83810.5
g2,83810.5
g2,83810.5
g2,83810.5
g1,332.5
g1,857.5
g1,1208.0
g1,1366.0
g1,1662.5
g1,1787.0
g1,2155.5
g1,2180.0
g1,2222.0
g1,2351.0
g1,2571.5
g1,2572.5
g1,2810.5
g1,2813.0
g1,2851.5
g1,2869.0
g1,3113.0
g1,3380.0
g1,3390.5
g1,3473.5
g1,3515.5
g1,3569.5
g1,3726.0
g1,3844.5
g1,3861.0
g1,3882.0
g1,4012.0
g1,4044.0
g1,4062.5
g1,4069.0
g1,4077.5
g1,4086.0
g1,4136.0
g1,4171.0
g1,4223.5
g1,4235.5
g1,4386.0
g1,4456.5
g1,4492.5
g1,4550.0
g1,4619.0
g1,4621.0
g1,4634.5
g1,4769.5
g1,4781.5
g1,4857.5
g1,4880.5
g1,4896.0
g1,4955.5
g1,5042.5
g1,5064.5
g1,5114.0
g1,5124.5
g1,5146.0
g1,5202.0
g1,5205.0
g1,5221.5
g1,5264.5
g1,5288.5
g1,5298.0
g1,5394.0
g1,5496.0
g1,5607.5
g1,5618.0
g1,5630.0
g1,5647.0
g1,5652.5
g1,5722.0
g1,5729.5
g1,5752.5
g1,5780.5
g1,5813.5
g1,5825.0
g1,5825.5
g1,5834.0
g1,5865.5
g1,5867.0
g1,5880.0
g1,5888.5
g1,5930.0
g1,5935.0
g1,5947.5
g1,6018.0
g1,6045.0
g1,6065.5
g1,6101.0
g1,6123.0
g1,6234.0
g1,6271.0
g1,6287.5
g1,6329.5
g1,6387.5
g1,6389.0
g1,6433.5
g1,6466.5
g1,6513.5
g1,6514.5
g1,6519.5
g1,6543.0
g1,6572.0
g1,6576.0
g1,6622.5
g1,6625.0
g1,6676.0
g1,6678.0
g1,6680.5
g1,6772.5
g1,6791.0
g1,6867.0
g1,6876.5
g1,6880.5
g1,6892.0
g1,6922.5
g1,6943.0
g1,6952.5
g1,6990.0
g1,7025.0
g1,7076.0
g1,7103.5
g1,7185.5
g1,7191.0
g1,7268.0
g1,7301.5
g1,7449.0
g1,7474.5
g1,7495.5
g1,7515.5
g1,7527.0
g1,7568.5
g1,7630.0
g1,7638.0
g1,7683.5
g1,7688.5
g1,7750.5
g1,7792.5
g1,7838.0
g1,7849.0
g1,7884.5
g1,7934.5
g1,7941.0
g1,7941.0
g1,7955.0
g1,7955.0
g1,8000.0
g1,8117.0
g1,8128.0
g1,8162.5
g1,8174.5
g1,8288.0
g1,8297.0
g1,8318.0
g1,8367.5
g1,8377.5
g1,8447.0
g1,8455.5
g1,8458.0
g1,8587.0
g1,8614.5
g1,8617.0
g1,8622.5
g1,8630.5
g1,8632.5
g1,8763.0
g1,8805.5
g1,8814.0
g1,8815.5
g1,8875.5
g1,8894.5
g1,8926.0
g1,8950.5
g1,8957.5
g1,9032.5
g1,9077.5
g1,9103.5
g1,9112.0
g1,9113.5
g1,9137.5
g1,9162.0
g1,9226.0
g1,9242.5
g1,9258.5
g1,9297.0
g1,9305.0
g1,9412.0
g1,9413.5
g1,9469.0
g1,9475.0
g1,9487.0
g1,9590.0
g1,9590.0
g1,9614.5
g1,9631.5
g1,9633.0
g1,9643.5
g1,9672.5
g1,9687.5
g1,9744.0
g1,9768.5
g1,9784.0
g1,9874.0
g1,9880.0
g1,9923.5
g1,9935.0
g1,9955.0
g1,9960.0
g1,9963.0
g1,10014.5
g1,10022.5
g1,10032.5
g1,10043.5
g1,10056.0
g1,10065.0
g1,10069.0
g1,10121.0
g1,10269.0
g1,10270.0
g1,10335.0
g1,10428.0
g1,10442.0
g1,10449.0
g1,10483.0
g1,10508.0
g1,10510.5
g1,10515.0
g1,10562.5
g1,10669.5
g1,10698.0
g1,10716.5
g1,10785.5
g1,10792.0
g1,10798.0
g1,10799.5
g1,10848.0
g1,10858.0
g1,10909.0
g1,10922.5
g1,10928.5
g1,10943.0
g1,11060.0
g1,11078.0
g1,11089.0
g1,11110.0
g1,11129.0
g1,11147.5
g1,11150.5
g1,11175.5
g1,11182.0
g1,11196.5
g1,11249.5
g1,11274.0
g1,11307.5
g1,11335.0
g1,11340.0
g1,11354.0
g1,11358.5
g1,11362.0
g1,11393.0
g1,11429.5
g1,11431.0
g1,11465.5
g1,11541.0
g1,11601.0
g1,11627.0
g1,11678.5
g1,11706.5
g1,11796.0
g1,11815.5
g1,11856.5
g1,11900.5
g1,11910.0
g1,11932.5
g1,11946.0
g1,11952.5
g1,11953.5
g1,11966.5
g1,11980.5
g1,12029.5
g1,12040.5
g1,12053.0
g1,12059.5
g1,12102.5
g1,12117.5
g1,12131.0
g1,12148.0
g1,12159.5
g1,12166.0
g1,12173.0
g1,12184.0
g1,12224.5
g1,12236.0
g1,12272.0
g1,12310.5
g1,12326.0
g1,12344.5
g1,12394.0
g1,12403.0
g1,12410.0
g1,12472.0
g1,12503.0
g1,12505.5
g1,12525.5
g1,12553.5
g1,12566.0
g1,12571.5
g1,12571.5
g1,12584.5
g1,12612.5
g1,12612.5
g1,12648.5
g1,12680.0
g1,12743.5
g1,12764.0
g1,12874.5
g1,12899.0
g1,12901.5
g1,12909.5
g1,12922.5
g1,12924.0
g1,12929.0
g1,12949.5
g1,12956.0
g1,12970.0
g1,12980.0
g1,12983.5
g1,12983.5
g1,12983.5
g1,12997.5
g1,12998.0
g1,13003.5
g1,13016.5
g1,13026.5
g1,13034.0
g1,13037.5
g1,13066.0
g1,13085.0
g1,13102.0
g1,13128.5
g1,13233.5
g1,13254.0
g1,13290.5
g1,13319.5
