year,uid,stateabb,therm_dem,therm_gop,therm_bmp,mpti,age,educat,urbanism,pid7,incomeperc,race4,unemployed,polint,distrust_govt,govt_crooked,govt_waste,govt_biginterests
1978,19781604,MA,60,60,60,50,28,5,1,5,3,1,0,3,3,3,3,1
1978,19781605,IL,70,60,65,55,31,2,1,2,4,1,0,2,3,3,3,1
1978,19781606,CA,50,50,50,50,31,4,3,5,1,1,1,3,2,2,2,1
1978,19781607,CA,60,40,50,60,35,3,3,1,3,1,0,3,2,2,2,0
1978,19781608,MA,85,85,85,50,69,4,2,7,2,1,0,3,3,1,1,0
1978,19781609,DE,70,60,65,55,41,2,2,2,2,1,0,2,3,3,3,1
1978,19781610,NY,,,,,20,3,1,5,1,2,0,3,3,3,2,1
1978,19781611,DE,85,60,73,63,22,5,2,3,1,1,0,2,3,3,3,1
1978,19781612,DE,0,70,35,15,33,5,2,6,3,1,0,4,3,3,3,0
1978,19781613,PA,40,70,55,35,19,5,2,7,,1,0,3,3,2,3,1
1978,19781614,PA,30,60,45,35,48,5,2,7,5,1,0,4,3,,3,1
1978,19781615,AZ,20,80,50,20,58,4,2,7,,1,0,2,4,2,3,1
1978,19781616,AZ,,,,,52,4,1,1,,1,0,3,3,3,3,1
1978,19781617,TX,85,30,58,78,25,5,1,2,2,1,0,3,3,3,3,1
1978,19781618,WA,60,55,58,53,68,3,2,3,3,1,0,4,3,3,3,1
1978,19781619,WA,85,60,73,63,83,6,2,1,,1,0,3,3,3,3,1
1978,19781620,OK,40,75,58,33,34,6,1,7,5,1,0,4,2,3,3,0
1978,19781621,OK,85,70,78,58,62,3,3,,3,1,0,4,3,1,3,1
1978,19781622,NC,,,,,23,4,3,4,2,2,0,2,3,3,3,1
1978,19781623,NC,50,50,50,50,43,2,3,2,,1,0,2,3,,3,1
1978,19781624,OH,60,50,55,55,30,2,1,2,4,1,0,3,3,2,3,
1978,19781625,MI,55,40,48,58,67,1,2,2,3,1,0,2,3,2,2,1
1978,19781626,MI,85,15,50,85,51,2,2,3,2,1,1,3,2,2,3,0
1978,19781627,MI,85,40,63,73,35,4,2,1,3,1,0,4,3,3,3,1
1978,19781628,WV,,,,,67,2,2,7,,1,0,3,3,2,3,1
1978,19781629,SC,50,50,50,50,36,3,3,4,3,1,1,3,3,3,3,1
1978,19781630,SC,50,60,55,45,18,3,3,6,2,1,0,3,3,3,3,1
1978,19781631,OK,85,70,78,58,19,3,1,3,4,1,0,3,3,3,3,0
1978,19781632,NY,0,0,0,50,21,2,1,2,1,3,0,2,3,3,3,1
1978,19781633,MI,85,50,68,68,36,3,2,2,1,1,0,2,3,2,3,
1978,19781634,MI,50,50,50,50,31,7,2,5,3,1,0,3,3,1,3,1
1978,19781635,MI,60,70,65,45,30,5,2,5,3,1,0,3,3,2,3,1
1978,19781636,MI,97,0,49,99,65,1,2,1,3,1,0,1,3,,3,0
1978,19781637,FL,60,70,65,45,34,6,3,1,4,2,0,2,3,3,3,1
1978,19781638,PA,50,50,50,50,19,5,1,4,1,1,0,3,3,2,3,1
1978,19781639,PA,60,60,60,50,27,6,1,3,,1,0,2,3,3,3,1
1978,19781640,OH,75,50,63,63,53,2,2,2,,1,0,2,3,1,3,1
1978,19781641,IN,60,60,60,50,19,4,3,2,4,1,0,2,3,2,3,1
1978,19781642,IN,85,40,63,73,29,2,3,1,4,1,0,4,3,2,3,1
1978,19781643,FL,97,60,79,69,30,4,2,2,4,3,0,2,2,2,3,0
1978,19781644,AZ,,,,,41,2,2,4,,1,0,2,3,3,3,1
1978,19781645,AZ,,,,,41,1,2,4,,1,0,3,3,3,3,1
1978,19781646,TN,97,0,49,99,36,3,1,1,2,2,0,3,1,3,1,0
1978,19781647,IN,60,50,55,55,51,4,3,2,3,1,0,3,2,2,2,0
1978,19781648,IN,60,0,30,80,29,2,3,3,3,3,0,1,3,1,3,
1978,19781649,WI,60,15,38,73,54,4,3,3,3,1,0,4,3,2,3,1
1978,19781650,MD,60,50,55,55,57,1,2,1,3,1,0,4,3,2,3,1
1978,19781651,CT,50,70,60,40,80,2,2,4,1,1,0,2,,2,3,0
1978,19781652,CO,70,70,70,50,65,3,1,5,4,1,0,3,2,1,3,0
1978,19781653,CA,85,60,73,63,38,5,3,2,2,4,0,2,2,3,3,1
1978,19781654,TX,70,97,84,37,81,2,3,7,3,1,0,4,2,2,3,1
1978,19781655,WI,85,60,73,63,29,5,3,3,4,1,0,3,3,3,3,1
1978,19781656,WA,40,60,50,40,35,6,2,5,,1,0,3,2,2,2,1
1978,19781657,WA,60,60,60,50,34,6,2,2,3,1,0,2,2,2,3,0
1978,19781658,VA,,,,,40,4,2,4,3,1,0,2,2,2,3,0
1978,19781659,TX,,,,,37,3,3,4,1,1,0,1,3,2,3,
1978,19781660,TX,30,30,30,50,83,5,3,3,2,1,0,4,3,3,3,0
1978,19781661,TX,97,,,,48,1,3,1,2,3,0,4,3,3,3,1
1978,19781662,NY,60,60,60,50,42,6,2,3,,1,0,,3,3,2,1
1978,19781663,NY,40,60,50,40,34,5,2,5,5,1,0,4,3,2,3,1
1978,19781664,NJ,40,60,50,40,46,5,2,7,,1,0,3,2,2,3,0
1978,19781665,NJ,70,97,84,37,55,5,2,6,2,1,0,2,2,1,2,0
1978,19781666,NJ,85,70,78,58,70,1,2,2,1,1,0,1,2,1,3,1
1978,19781667,NJ,60,40,50,60,68,1,2,2,3,1,0,3,3,1,3,1
1978,19781668,MI,50,50,50,50,62,2,2,4,4,1,0,2,3,2,3,1
1978,19781669,KY,60,30,45,65,20,4,3,3,1,1,1,2,3,2,3,1
1978,19781670,CA,,,,,24,2,2,4,,3,0,3,3,,2,0
1978,19781671,CA,70,55,63,58,18,5,2,2,2,4,0,2,3,3,3,1
1978,19781672,TN,60,60,60,50,28,3,3,6,,1,0,1,3,3,3,1
1978,19781673,TN,50,50,50,50,36,6,3,2,4,1,0,4,2,3,3,
1978,19781674,PA,70,70,70,50,23,6,2,4,3,1,0,3,2,1,3,1
1978,19781675,MI,40,60,50,40,23,5,2,6,5,1,0,2,3,2,3,1
1978,19781676,WI,50,50,50,50,34,5,3,3,3,1,0,3,3,2,3,1
1978,19781677,VA,60,40,50,60,35,7,3,1,3,1,1,3,2,1,2,0
1978,19781678,VA,30,97,64,17,30,5,1,5,4,1,0,4,2,1,3,0
1978,19781679,TX,50,50,50,50,58,1,2,3,,1,0,4,2,2,3,1
1978,19781680,TX,50,50,50,50,22,2,2,4,4,3,0,2,2,1,2,0
1978,19781681,NJ,,,,,30,7,2,3,4,1,0,4,2,2,3,0
1978,19781682,NJ,50,50,50,50,42,7,2,5,5,1,0,3,3,,3,1
1978,19781683,NY,60,40,50,60,42,5,3,3,3,1,0,4,3,2,3,1
1978,19781684,NY,75,75,75,50,19,5,3,4,1,1,0,1,2,2,2,0
1978,19781685,NY,,,,,58,1,3,4,2,1,0,1,3,3,3,1
1978,19781686,NY,60,0,30,80,50,4,1,3,4,1,0,4,3,3,2,1
1978,19781687,NY,60,15,38,73,37,5,1,2,4,1,0,3,3,3,3,1
1978,19781688,NY,15,85,50,15,29,4,1,4,4,1,0,4,3,3,3,1
1978,19781689,MI,70,70,70,50,48,3,2,4,3,1,0,4,2,2,3,0
1978,19781690,MD,40,70,55,35,27,5,2,6,,1,0,3,3,2,3,1
1978,19781691,MD,70,60,65,55,22,5,2,2,3,1,0,4,3,2,3,1
1978,19781692,LA,,,,,51,5,2,3,3,1,0,4,3,3,3,1
1978,19781693,VA,70,70,70,50,51,5,1,4,4,1,0,3,3,1,3,
1978,19781694,VA,70,60,65,55,58,2,1,1,2,1,0,4,1,3,3,1
1978,19781695,PA,50,0,25,75,20,4,1,1,,2,0,3,3,3,3,1
1978,19781696,OH,50,50,50,50,22,4,1,5,4,1,0,2,3,3,3,1
1978,19781697,OH,97,40,69,79,34,2,1,2,2,1,0,3,2,3,3,1
1978,19781698,OH,50,50,50,50,47,2,1,3,4,1,0,3,3,2,3,1
1978,19781699,OH,50,51,51,50,23,3,2,5,,1,0,2,2,3,3,
1978,19781700,NJ,80,40,60,70,39,4,2,1,3,1,0,1,3,3,3,1
1978,19781701,MI,80,70,75,55,53,4,1,1,,2,0,3,3,2,3,1
1978,19781702,AZ,70,30,50,70,34,7,1,2,4,3,0,3,3,2,3,1
1978,19781703,AZ,50,50,50,50,37,7,1,4,3,1,0,2,2,1,3,0
1978,19781704,AZ,60,40,50,60,39,3,2,2,3,1,0,2,4,3,3,1
1978,19781705,FL,97,50,74,74,51,1,3,2,1,2,1,1,,,,
1978,19781706,FL,97,30,64,84,26,3,3,2,,2,0,4,3,2,3,1
1978,19781707,NY,,,,,26,4,3,4,,1,0,4,1,3,3,0
1978,19781708,WA,40,65,53,38,51,6,2,5,4,1,0,3,3,2,3,1
1978,19781709,WA,42,50,46,46,50,5,2,5,3,1,0,3,3,2,3,1
1978,19781710,PA,,,,,33,3,2,2,4,1,0,3,3,,3,1
1978,19781711,DE,40,40,40,50,27,4,2,3,3,1,0,3,3,2,3,1
1978,19781712,DE,40,85,63,28,60,3,2,6,4,1,0,2,3,2,3,1
1978,19781713,CO,97,85,91,56,63,2,3,2,1,1,0,2,2,2,2,0
1978,19781714,CO,70,50,60,60,26,3,3,2,4,1,0,1,3,3,3,1
1978,19781715,CO,60,50,55,55,57,3,3,4,3,1,0,4,3,3,3,1
1978,19781716,CO,50,40,45,55,30,4,3,3,3,1,0,3,3,3,3,1
1978,19781717,CO,85,50,68,68,23,4,3,1,3,1,0,3,2,2,3,1
1978,19781718,CO,85,50,68,68,68,1,3,2,2,1,0,1,3,3,3,1
1978,19781719,CO,15,70,43,23,70,5,1,7,5,1,0,4,3,1,3,1
1978,19781720,CO,50,50,50,50,34,5,1,2,4,1,0,4,3,1,3,
1978,19781721,CO,50,50,50,50,30,6,1,5,4,1,0,1,3,2,2,1
1978,19781722,CA,60,40,50,60,35,7,1,1,5,1,0,4,2,1,2,1
1978,19781723,CA,50,75,63,38,41,4,1,6,4,1,0,3,3,3,3,1
1978,19781724,OR,50,70,60,40,42,6,2,7,3,1,0,4,2,2,3,
1978,19781725,NY,70,0,35,85,24,3,1,1,,3,0,2,4,3,3,1
1978,19781726,NY,97,,,,28,4,1,4,1,1,0,2,3,2,3,
1978,19781727,LA,,,,,63,1,3,2,2,1,0,1,1,1,1,0
1978,19781728,LA,85,85,85,50,33,2,3,4,4,1,0,3,3,3,3,1
1978,19781729,LA,80,50,65,65,56,5,3,1,,1,0,4,3,1,3,1
1978,19781730,LA,60,30,45,65,34,4,2,3,5,1,0,3,3,3,3,0
1978,19781731,IL,97,60,79,69,34,4,3,1,4,1,0,3,2,1,3,0
1978,19781732,IL,85,60,73,63,27,2,3,3,4,3,1,2,3,1,3,1
1978,19781733,IL,60,85,73,38,37,1,3,2,2,1,1,1,3,2,3,1
1978,19781734,IL,85,70,78,58,49,4,3,1,5,1,1,4,2,2,3,0
1978,19781735,CA,60,85,73,38,35,5,2,7,3,1,0,1,2,,3,0
1978,19781736,CA,50,50,50,50,27,3,2,2,2,1,0,2,3,1,3,1
1978,19781737,WA,80,50,65,65,29,3,2,2,4,1,0,3,3,2,3,
1978,19781738,WA,0,97,49,2,57,5,2,7,3,1,0,4,3,2,2,1
1978,19781739,WA,50,50,50,50,76,7,1,6,3,1,0,3,3,2,3,1
1978,19781740,NY,97,50,74,74,64,1,1,2,1,1,0,2,3,2,3,1
1978,19781741,NY,80,50,65,65,34,2,1,2,3,3,0,3,3,3,3,0
1978,19781742,WI,50,97,74,27,61,1,3,6,3,1,0,3,2,3,3,
1978,19781743,NY,60,40,50,60,42,4,1,2,3,1,0,2,3,2,2,1
1978,19781744,CO,85,15,50,85,53,7,1,2,5,1,0,4,3,2,3,1
1978,19781745,CO,70,85,78,43,78,4,1,7,4,1,0,3,3,1,2,0
1978,19781746,CA,85,85,85,50,68,4,2,4,1,1,0,3,3,1,3,1
1978,19781747,VA,50,50,50,50,33,1,3,3,3,1,0,1,2,3,3,
1978,19781748,VA,40,85,63,28,42,3,3,6,4,1,0,3,2,1,3,1
1978,19781749,PA,,,,,27,4,1,2,1,2,1,2,3,3,3,1
1978,19781750,NY,70,60,65,55,35,6,2,5,3,1,0,2,3,3,3,1
1978,19781751,NJ,,,,,70,4,2,3,,1,0,2,,3,2,1
1978,19781752,MI,70,70,70,50,30,3,1,2,3,2,0,1,3,,3,1
1978,19781753,MD,60,50,55,55,25,6,2,2,3,1,0,3,3,2,3,0
1978,19781754,LA,85,85,85,50,54,1,3,1,3,1,0,3,2,2,2,0
1978,19781755,LA,85,70,78,58,53,1,3,1,5,1,0,3,3,3,3,1
1978,19781756,IL,70,70,70,50,27,3,3,4,3,1,0,3,3,3,3,1
1978,19781757,CA,50,50,50,50,28,5,2,2,,1,1,1,2,3,3,0
1978,19781758,CA,50,50,50,50,38,4,1,4,3,1,0,3,3,3,3,1
1978,19781759,CA,60,80,70,40,32,4,1,6,5,1,0,1,3,1,3,
1978,19781760,AL,70,70,70,50,38,2,2,,,2,0,3,2,2,2,0
1978,19781761,NJ,80,50,65,65,56,4,2,1,,1,0,1,3,3,3,1
1978,19781762,TN,,,,,41,4,1,4,4,2,0,1,,,,
1978,19781763,IN,50,50,50,50,31,5,3,6,3,1,0,4,3,3,3,1
1978,19781764,TN,97,70,84,64,53,1,1,1,2,2,0,3,3,2,3,1
1978,19781765,MO,50,50,50,50,25,6,3,4,,1,0,1,2,1,2,
1978,19781766,FL,40,60,50,40,39,5,3,6,5,1,0,4,3,1,3,0
1978,19781767,VA,50,50,50,50,45,3,3,5,4,1,0,4,3,3,3,0
1978,19781768,ME,70,50,60,60,33,4,3,1,4,1,0,2,3,,3,
1978,19781769,WV,70,80,75,45,65,5,1,6,,1,0,4,3,2,3,
1978,19781770,NY,80,40,60,70,22,3,2,2,,1,0,2,2,2,3,
1978,19781771,MD,85,70,78,58,0,3,2,2,,2,0,1,3,3,3,1
1978,19781772,NJ,,,,,39,3,2,4,4,1,0,1,3,3,3,1
1978,19781773,NJ,60,50,55,55,29,5,2,3,4,1,0,3,2,2,3,1
1978,19781774,NJ,90,20,55,85,40,3,2,2,3,1,0,2,3,3,3,0
1978,19781775,TN,97,50,74,74,58,1,3,1,1,1,0,3,1,1,,0
1978,19781776,TX,85,50,68,68,38,5,2,3,5,1,0,4,2,2,3,1
1978,19781777,TX,50,50,50,50,37,4,2,4,4,1,1,1,4,3,2,1
1978,19781778,TX,60,60,60,50,61,4,1,4,3,1,0,4,3,2,3,1
1978,19781779,TX,85,50,68,68,30,4,1,2,1,2,0,2,2,,1,
1978,19781780,TX,97,0,49,99,41,3,1,1,3,3,0,2,2,3,3,1
1978,19781781,TX,75,45,60,65,39,5,1,1,4,2,0,4,2,2,3,1
1978,19781782,WA,40,60,50,40,34,7,2,6,4,1,0,2,3,2,3,0
1978,19781783,VA,,,,,44,2,1,4,2,2,0,2,3,,,
1978,19781784,TX,70,70,70,50,67,5,3,3,2,1,0,3,2,2,3,1
1978,19781785,TX,70,60,65,55,35,5,3,5,5,1,0,3,3,2,3,
1978,19781786,TX,30,85,58,23,82,7,2,7,2,1,0,,3,2,3,1
1978,19781787,TX,97,85,91,56,43,4,3,1,3,1,0,4,3,3,3,1
1978,19781788,TN,60,50,55,55,50,5,1,3,3,1,0,4,2,2,3,0
1978,19781789,NJ,,,,,32,5,2,4,,1,0,2,2,3,3,0
1978,19781790,MA,60,60,60,50,23,4,2,3,1,1,0,3,3,3,2,1
1978,19781791,WA,85,60,73,63,21,3,2,2,3,1,0,1,3,3,3,0
1978,19781792,TX,60,60,60,50,22,5,3,4,5,1,0,3,2,2,2,1
1978,19781793,NJ,75,50,63,63,33,6,2,,4,1,0,4,2,2,3,1
1978,19781794,NJ,75,50,63,63,62,4,3,4,4,1,0,4,1,2,3,0
1978,19781795,MD,70,40,55,65,53,4,2,2,2,1,0,3,3,2,3,
1978,19781796,MD,70,50,60,60,23,3,2,3,4,1,0,1,2,2,2,0
1978,19781797,GA,50,50,50,50,21,5,2,3,3,1,0,1,3,2,2,1
1978,19781798,FL,30,85,58,23,66,2,2,6,2,1,0,3,3,2,3,1
1978,19781799,MD,0,0,0,50,29,5,2,4,3,1,0,1,4,3,3,1
1978,19781800,MD,85,60,73,63,50,2,2,3,3,1,0,3,3,3,3,1
1978,19781801,MA,,,,,77,1,2,1,,1,0,,2,,,0
1978,19781802,IN,60,52,56,54,23,6,1,4,2,1,0,3,3,2,3,1
1978,19781803,DE,45,55,50,45,26,5,2,4,3,1,0,2,2,,3,1
1978,19781804,DE,75,50,63,63,44,4,2,3,3,1,0,3,3,,3,1
1978,19781805,TX,40,40,40,50,42,7,3,5,5,1,0,4,3,2,3,1
1978,19781806,WA,70,70,70,50,18,5,2,5,5,1,0,3,2,1,3,1
1978,19781807,WA,50,50,50,50,43,6,2,5,4,1,0,3,2,2,3,1
1978,19781808,WA,15,15,15,50,31,7,1,4,3,1,0,2,3,2,3,1
1978,19781809,TX,85,50,68,68,22,3,2,3,3,1,1,2,2,2,3,1
1978,19781810,TX,60,85,73,38,21,5,2,5,3,1,0,2,3,2,3,1
1978,19781811,TX,70,40,55,65,27,6,2,2,3,1,0,2,3,2,2,1
1978,19781812,TX,15,85,50,15,18,,3,5,,1,0,1,3,3,3,1
1978,19781813,OR,60,60,60,50,26,3,2,2,4,1,0,2,3,3,2,1
1978,19781814,NY,0,97,49,2,82,6,1,7,1,3,0,4,3,1,3,0
1978,19781815,NE,50,97,74,27,82,1,3,7,,1,0,3,3,3,3,1
1978,19781816,NE,60,60,60,50,33,2,3,4,2,1,0,4,2,3,3,1
1978,19781817,IN,50,80,65,35,22,4,1,6,1,1,0,2,4,2,3,1
1978,19781818,CA,70,70,70,50,21,5,2,2,1,1,0,2,3,3,3,0
1978,19781819,CA,70,60,65,55,29,4,2,1,2,1,0,3,3,2,3,1
1978,19781820,CA,50,50,50,50,29,5,2,6,2,1,0,2,2,2,2,1
1978,19781821,CA,70,50,60,60,64,3,1,1,1,1,0,3,3,3,3,1
1978,19781822,CA,50,50,50,50,66,4,1,5,2,1,0,3,3,3,3,1
1978,19781823,WA,,,,,20,2,2,4,2,1,0,1,,,,
1978,19781824,WA,50,70,60,40,32,3,2,6,4,1,0,3,3,3,3,1
1978,19781825,WA,70,85,78,43,53,4,2,7,3,1,0,3,3,3,3,1
1978,19781826,TX,85,50,68,68,69,2,2,1,1,1,0,3,3,3,3,1
1978,19781827,IN,70,70,70,50,42,4,3,3,5,1,0,4,3,2,3,1
1978,19781828,TX,,,,,19,3,2,4,3,1,0,1,3,3,3,1
1978,19781829,MI,70,60,65,55,51,3,2,4,2,1,0,3,3,3,3,1
1978,19781830,FL,70,50,60,60,81,1,2,2,3,1,0,1,3,1,3,1
1978,19781831,CA,70,50,60,60,38,5,2,2,5,1,0,1,4,2,3,1
1978,19781832,CA,40,50,45,45,0,5,1,7,,1,0,4,3,2,3,1
1978,19781833,VA,50,50,50,50,29,4,3,4,4,1,0,3,2,2,3,1
1978,19781834,WA,97,85,91,56,53,2,1,2,3,1,0,3,3,2,3,1
1978,19781835,CO,50,50,50,50,21,5,3,4,3,1,0,1,3,2,2,
1978,19781836,OK,85,70,78,58,54,2,1,2,,1,0,3,3,2,2,0
1978,19781837,IN,50,50,50,50,57,3,3,5,4,1,0,3,3,2,3,1
1978,19781838,IN,,,,,59,2,3,4,2,1,0,1,3,3,3,1
1978,19781839,IN,30,85,58,23,23,3,3,7,4,1,0,4,3,3,3,0
1978,19781840,IN,50,50,50,50,42,1,3,6,3,1,0,3,3,3,3,1
1978,19781841,IN,40,60,50,40,30,6,3,5,4,1,0,4,3,3,3,1
1978,19781842,IN,50,50,50,50,22,3,3,4,3,1,0,4,3,3,3,1
1978,19781843,UT,70,40,55,65,51,2,2,2,,1,0,3,3,2,3,1
1978,19781844,IN,97,0,49,99,60,3,3,1,3,1,0,4,2,2,2,0
1978,19781845,PA,60,60,60,50,34,6,2,3,5,1,0,4,3,3,3,1
1978,19781846,TN,85,50,68,68,20,5,1,2,2,2,0,3,3,2,2,0
1978,19781847,WA,70,40,55,65,49,7,2,2,4,1,0,3,3,1,3,0
1978,19781848,TX,50,50,50,50,32,4,3,3,4,1,0,2,3,1,3,1
1978,19781849,TX,50,50,50,50,37,3,3,4,5,1,0,2,2,1,3,0
1978,19781850,GA,50,50,50,50,79,5,2,2,3,1,0,3,3,3,3,1
1978,19781851,GA,85,70,78,58,43,7,2,1,5,1,0,4,2,2,2,0
1978,19781852,CA,75,30,53,73,73,1,1,2,1,1,0,4,,3,3,1
1978,19781853,CA,40,70,55,35,32,5,1,6,2,1,0,2,2,1,3,
1978,19781854,CA,70,40,55,65,57,5,1,3,5,1,0,3,2,2,3,1
1978,19781855,CA,50,97,74,27,47,4,1,7,3,1,0,4,3,3,3,1
1978,19781856,MN,85,0,43,93,30,2,1,2,1,2,1,1,2,,3,1
1978,19781857,CA,15,85,50,15,31,5,2,7,3,1,0,3,3,3,3,1
1978,19781858,PA,97,50,74,74,56,5,2,1,4,1,0,4,2,2,3,0
1978,19781859,TX,40,60,50,40,59,3,2,6,3,1,0,3,3,2,3,0
1978,19781860,WA,50,50,50,50,36,5,2,2,,1,0,1,3,3,3,1
1978,19781861,WA,60,50,55,55,40,3,2,3,4,1,0,,3,2,3,1
1978,19781862,WA,70,40,55,65,75,4,2,1,1,1,0,3,3,3,3,1
1978,19781863,MA,85,50,68,68,72,3,2,3,2,1,0,3,2,2,2,0
1978,19781864,MA,70,70,70,50,72,5,2,3,,1,0,3,3,3,3,1
1978,19781865,MA,85,70,78,58,49,3,2,2,3,1,0,3,3,3,3,1
1978,19781866,CO,70,60,65,55,24,5,3,2,4,1,0,1,3,3,3,1
1978,19781867,CO,85,70,78,58,41,1,3,4,3,1,0,3,2,2,3,0
1978,19781868,CA,50,50,50,50,24,6,2,4,4,1,0,1,3,3,3,1
1978,19781869,PA,50,85,68,33,48,2,3,6,3,1,0,3,2,2,2,0
1978,19781870,PA,50,50,50,50,45,4,3,4,2,1,0,2,3,3,3,
1978,19781871,PA,85,60,73,63,32,4,3,3,3,1,0,2,3,3,3,1
1978,19781872,NY,50,55,53,48,38,5,3,5,4,1,0,3,3,2,3,
1978,19781873,NY,,,,,61,4,3,4,,1,0,4,3,,3,1
1978,19781874,NY,50,70,60,40,18,5,3,5,4,1,0,2,3,2,3,1
1978,19781875,MA,70,40,55,65,33,3,2,3,1,1,1,1,4,3,3,1
1978,19781876,MA,40,60,50,40,53,2,2,5,4,1,0,2,3,2,3,1
1978,19781877,MA,50,50,50,50,31,3,2,4,4,,0,1,4,3,3,1
1978,19781878,MA,60,50,55,55,65,3,2,3,3,1,0,4,3,3,3,1
1978,19781879,TX,50,60,55,45,58,3,2,5,4,1,0,4,3,2,3,1
1978,19781880,OK,60,60,60,50,51,3,2,4,3,1,0,1,3,3,3,1
1978,19781881,NJ,50,50,50,50,34,7,2,5,4,1,0,4,2,2,2,1
1978,19781882,NE,50,60,55,45,30,3,3,6,3,1,0,2,3,3,3,1
1978,19781883,NE,70,40,55,65,35,4,3,2,1,1,0,2,3,3,3,1
1978,19781884,NE,50,70,60,40,56,3,3,5,5,1,0,3,4,3,3,1
1978,19781885,NE,50,60,55,45,49,3,3,7,2,1,0,2,4,3,3,1
1978,19781886,MN,,,,,41,2,1,1,1,1,0,3,3,2,3,1
1978,19781887,MI,70,60,65,55,37,3,3,4,1,1,0,3,2,1,2,0
1978,19781888,MI,60,40,50,60,24,6,2,3,3,1,0,2,3,3,2,0
1978,19781889,MI,50,85,68,33,74,1,1,6,3,1,0,3,3,3,3,1
1978,19781890,KS,,,,,51,5,3,6,4,1,0,4,2,1,2,1
1978,19781891,WA,85,50,68,68,24,6,1,2,2,1,0,1,3,3,3,1
1978,19781892,PA,70,70,70,50,25,3,1,6,3,1,0,3,4,3,3,1
1978,19781893,MI,90,50,70,70,39,1,2,3,4,1,0,3,2,3,2,0
1978,19781894,TX,70,50,60,60,67,2,3,2,2,1,0,3,3,,3,
1978,19781895,TX,50,50,50,50,69,5,3,6,1,1,0,1,3,3,3,1
1978,19781896,TX,50,50,50,50,28,5,3,5,4,1,0,2,3,1,2,1
1978,19781897,PA,97,0,49,99,26,2,2,1,1,1,0,2,3,3,3,1
1978,19781898,PA,50,50,50,50,74,1,2,4,,1,0,1,3,3,3,1
1978,19781899,FL,70,60,65,55,48,6,2,2,3,1,0,3,,3,3,
1978,19781900,CO,60,60,60,50,31,6,3,3,3,1,0,3,2,3,2,1
1978,19781901,CO,85,60,73,63,67,2,3,3,1,1,0,2,3,3,2,1
1978,19781902,CO,85,70,78,58,65,4,3,2,1,1,0,3,3,3,3,1
1978,19781903,CO,85,85,85,50,77,1,3,7,,1,0,3,3,,2,
1978,19781904,CA,,50,,,20,3,2,4,4,1,0,2,,3,,0
1978,19781905,CA,70,0,35,85,32,4,1,2,5,1,0,4,3,2,3,0
1978,19781906,OH,85,40,63,73,49,3,2,1,4,1,0,2,2,2,2,0
1978,19781907,OH,85,40,63,73,22,2,2,2,2,1,0,1,2,2,2,0
1978,19781908,OH,50,50,50,50,22,6,2,4,3,3,0,4,3,3,3,1
1978,19781909,NY,60,70,65,45,29,5,3,6,3,1,0,2,3,2,3,1
1978,19781910,NY,50,50,50,50,82,1,3,4,1,1,0,4,3,3,3,1
1978,19781911,NY,40,60,50,40,54,4,3,6,3,1,0,3,3,3,3,1
1978,19781912,NY,,60,,,74,3,3,4,2,1,0,4,3,3,3,1
1978,19781913,CO,50,50,50,50,36,4,3,7,3,1,0,2,3,2,3,0
1978,19781914,CO,,,,,26,5,3,4,1,1,0,1,2,,1,
1978,19781915,WA,97,0,49,99,23,6,1,1,2,1,0,3,3,2,3,1
1978,19781916,WA,60,70,65,45,32,5,1,3,1,1,0,2,2,3,3,1
1978,19781917,WA,97,50,74,74,21,5,1,1,3,4,0,3,3,2,2,1
1978,19781918,OH,70,70,70,50,48,3,2,2,1,1,0,3,4,3,3,1
1978,19781919,MA,70,60,65,55,68,2,2,1,3,1,0,2,2,2,3,0
1978,19781920,KY,,,,,28,1,3,4,3,1,0,3,3,1,2,1
1978,19781921,KY,95,90,93,53,24,4,3,3,4,1,0,4,3,3,3,0
1978,19781922,DE,60,60,60,50,22,5,2,4,4,1,0,3,2,1,3,0
1978,19781923,CT,85,85,85,50,48,7,1,3,3,1,0,4,2,1,3,0
1978,19781924,NC,0,97,49,2,24,6,3,7,1,1,0,2,2,2,3,0
1978,19781925,NC,50,60,55,45,26,5,3,6,1,1,0,4,3,2,3,1
1978,19781926,NC,70,70,70,50,73,5,3,3,4,1,0,3,3,3,3,1
1978,19781927,PA,50,50,50,50,47,1,3,4,2,1,1,2,3,3,3,1
1978,19781928,MI,70,70,70,50,24,5,2,1,,1,0,2,2,1,3,0
1978,19781929,WY,85,60,73,63,27,4,3,3,2,4,1,3,3,2,3,1
1978,19781930,WY,60,50,55,55,24,3,3,2,2,1,0,1,3,1,2,0
1978,19781931,WY,50,50,50,50,26,3,3,4,4,1,0,2,4,3,3,1
1978,19781932,MA,85,70,78,58,83,1,2,5,1,1,0,4,3,3,3,1
1978,19781933,FL,70,50,60,60,62,3,3,3,4,1,0,3,3,2,3,1
1978,19781934,CO,50,60,55,45,18,4,3,6,1,1,0,2,3,2,3,0
1978,19781935,CA,40,70,55,35,27,5,2,5,2,1,0,3,3,3,3,1
1978,19781936,CA,60,40,50,60,52,5,1,4,,1,0,2,3,2,3,
1978,19781937,CA,70,60,65,55,32,5,1,2,3,3,0,1,3,1,3,1
1978,19781938,CA,70,60,65,55,25,5,1,3,1,1,0,1,3,,3,1
1978,19781939,CA,70,40,55,65,28,5,2,1,3,1,0,3,3,3,3,1
