admit,gender,dept
admitted,female,F
admitted,female,F
admitted,female,F
admitted,female,F
admitted,female,F
admitted,female,F
admitted,female,F
admitted,female,F
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,A
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,B
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,C
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,D
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,E
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,male,F
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,A
rejected,female,B
rejected,female,B
rejected,female,B
rejected,female,B
rejected,female,B
rejected,female,B
rejected,female,B
rejected,female,B
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
