lfp,k5,k618,age,wc,hc,lwg,inc
false,0,5,47,false,false,1.1141275,5.5500002
false,0,2,52,false,false,0.3667226,68.0350037
false,0,2,45,false,true,0.9762154,29.2999992
false,0,0,60,false,false,0.9208875,18.5
false,0,2,41,true,false,1.1738135,22.5820007
false,0,3,39,false,false,0.4481892,21.5
false,0,1,49,false,false,0.8514767,28.0699997
false,1,1,32,true,true,1.1506077,50.2999992
false,1,3,33,false,true,0.9785493,23.5
false,0,4,36,false,false,0.857758,15.5
false,3,3,37,true,true,0.994983,13.4399996
false,1,2,30,false,false,0.9876235,8.1000004
false,1,1,44,false,false,0.9904729,9.8000002
false,0,1,48,false,false,0.9756319,20.2999992
false,0,4,40,false,false,0.8376045,15.0
false,0,0,47,true,true,1.2515764,56.0999985
false,0,2,36,false,false,1.0977048,22.8460007
false,0,2,40,false,true,0.8376045,22.2250004
false,0,1,46,false,false,0.8695315,17.6350002
false,0,0,52,false,false,1.2589005,18.5
false,0,1,44,false,false,0.8524491,13.3900003
false,0,1,45,false,true,1.016539,15.1499996
false,2,1,30,false,false,0.4883839,16.2000008
false,1,3,40,false,false,0.907784,33.9199982
false,0,1,43,false,false,1.2664924,14.0
false,0,2,49,false,false,0.868948,16.7360001
false,1,4,46,false,false,0.7905933,30.6499996
false,0,0,52,false,false,1.1224731,12.3999996
false,1,1,31,false,true,0.9095345,19.0219994
false,1,1,42,false,false,0.7739376,11.2030001
false,0,3,33,false,false,0.7277094,19.8759995
false,0,0,57,true,true,1.5163242,57.0
false,0,0,49,false,false,0.6946817,18.2900009
false,0,1,45,true,true,1.2797551,20.2199993
false,0,0,56,false,false,0.6829725,22.1499996
false,1,3,41,false,false,0.9769933,30.6229992
false,0,0,56,false,false,0.5522678,9.3800001
false,0,1,48,false,false,0.6948762,22.0
false,0,2,52,true,true,1.5904157,23.6749992
false,0,0,51,false,false,0.9750484,33.6710014
false,0,3,35,false,false,0.6727635,12.3669996
false,0,0,45,false,false,0.7362309,21.9500008
false,0,0,54,false,true,1.0375125,32.0
false,0,2,54,false,true,1.1885178,22.6100006
false,1,0,31,false,false,0.8549775,12.092
false,0,3,53,false,false,0.1006193,3.777
false,2,2,35,true,true,1.028466,36.0
false,1,3,36,false,true,0.7379813,26.8999996
false,0,0,59,false,false,0.8670031,32.2420006
false,0,0,54,true,true,1.2520049,35.0200005
false,1,1,37,false,true,1.1234723,37.5999985
false,0,0,44,false,false,1.1221108,1.5
false,1,2,34,true,true,1.3615706,96.0
false,0,0,49,false,false,0.8514767,18.1499996
false,0,0,49,false,false,1.2357149,15.5
false,0,0,60,false,false,0.4162857,14.0
false,0,0,51,false,false,1.0380961,14.7559996
false,1,1,30,false,true,0.9791328,22.0
false,0,2,47,false,false,0.869337,24.4659996
false,0,4,36,false,true,0.9779658,24.3999996
false,1,3,35,false,false,0.9087565,24.0
false,0,0,58,false,false,1.2635751,15.5
false,1,3,41,true,true,0.9483608,30.7999992
false,0,1,51,false,false,0.6942927,10.6599998
false,0,0,47,false,false,1.0669705,13.3500004
false,1,2,45,false,false,0.7503316,10.0900002
false,0,0,60,true,true,1.2476975,55.5999985
false,1,1,30,true,true,1.4018365,25.7000008
false,0,0,55,false,true,1.12027,29.0
false,1,2,32,false,false,0.7790229,7.2859998
false,0,2,36,false,false,0.9234089,37.7519989
false,0,0,55,false,false,1.0394524,13.0719995
false,0,0,47,false,false,1.217461,7.0440001
false,0,1,47,false,false,0.8306625,18.2000008
false,0,1,37,false,false,0.6321109,27.0
false,0,2,50,false,true,0.9530044,30.2999992
false,0,3,30,false,false,0.7794119,12.0
false,0,1,48,true,true,1.3429654,31.5
false,0,2,43,false,false,1.016928,27.0919991
false,1,0,48,false,false,1.159844,20.9680004
false,1,2,41,true,true,1.0431813,27.0
false,0,0,50,false,false,0.7898154,11.2250004
false,0,0,58,false,false,0.3109987,37.7000008
false,0,5,38,true,true,0.8978252,28.2000008
false,0,1,37,false,false,1.0154022,34.0
false,0,0,50,true,true,1.731246,63.2000008
false,0,4,42,false,false,0.5540951,7.5
false,1,3,37,false,true,0.8064445,17.4099998
false,0,2,41,true,true,1.2545332,51.0
false,0,2,31,false,false,0.7792174,12.9160004
false,0,0,51,false,false,1.0073668,21.8999996
false,1,2,36,false,false,0.8895015,17.6399994
false,0,0,54,true,true,1.2692542,20.0
false,0,0,49,false,false,0.7900099,15.0
false,1,1,48,false,false,0.4588832,14.0600004
false,0,2,42,false,false,0.5358103,15.8249998
false,1,2,41,false,true,1.2286689,16.5100002
false,0,0,55,true,false,1.6466655,13.0
false,0,0,42,false,false,0.5532817,10.0
false,0,1,32,true,true,1.1506077,22.0
false,0,2,43,false,true,1.1223054,29.7999992
false,1,3,33,false,true,0.7931218,15.0
false,0,1,48,true,true,1.5263186,22.2999992
false,0,2,43,false,false,1.2282799,14.5500002
false,1,3,47,true,true,1.7558817,19.7299995
false,0,0,54,false,false,1.1201659,35.0
false,0,1,51,false,false,1.0073668,21.0139999
false,0,1,51,false,false,1.0053312,10.8760004
false,1,1,43,true,true,1.2793989,27.8500004
false,0,0,53,false,false,1.2513424,9.5600004
false,1,1,34,false,false,1.0697975,30.2999992
false,1,1,31,false,false,0.6473786,7.7199998
false,0,0,56,false,false,0.7886484,10.5500002
false,0,1,42,true,true,1.2140751,24.1060009
false,0,2,32,false,true,0.9448364,22.9950008
false,1,3,35,false,false,0.7927328,6.0
false,1,1,30,false,true,0.9097289,24.3500004
false,0,0,51,false,false,1.0270631,7.6079998
false,0,3,47,false,false,0.8518656,28.2000008
false,0,1,54,false,true,0.7747441,16.1499996
false,3,0,31,true,true,1.2959661,51.2000008
false,0,0,47,false,false,0.8275221,12.6459999
false,0,3,47,true,true,1.2194966,19.0
false,0,3,40,false,false,0.8706985,19.0
false,0,0,48,false,false,0.3129436,14.3999996
false,0,7,34,false,false,0.7013521,7.2319999
false,0,3,38,false,true,1.0098952,21.9430008
false,1,3,32,false,true,0.9448364,47.5
false,0,1,48,true,true,1.4905235,28.8999996
false,0,2,41,false,false,1.2186279,12.3999996
false,0,2,49,false,false,0.2441965,6.5310001
false,0,0,59,false,false,0.8024642,22.4220009
false,0,0,58,true,true,1.1424105,22.2000008
false,0,3,41,false,true,1.0691812,77.0
false,0,2,45,false,false,1.0684031,88.0
false,1,1,30,true,true,1.0665239,26.0400009
false,0,1,41,false,true,1.1226944,63.5
false,2,0,30,false,true,1.0443147,12.1000004
false,0,1,53,false,false,1.3169782,17.5049992
false,0,0,31,false,true,1.1172394,18.0
false,0,2,43,true,true,1.0814669,28.0690002
false,1,1,31,false,true,1.0112566,14.0
false,0,0,51,false,false,1.2712399,8.1169996
false,0,0,43,false,false,0.9425184,11.8950005
false,1,2,31,true,true,1.2533377,45.25
false,0,0,48,false,false,0.9022743,31.1060009
false,1,1,31,false,true,1.1246393,4.0
false,0,1,44,false,false,0.9764099,40.5
false,0,1,48,false,true,0.9330035,21.6200008
false,0,1,53,false,false,1.1447335,23.4260006
false,0,3,42,false,false,0.9991057,26.0
false,2,6,39,false,false,0.9773824,7.8400002
false,1,2,32,false,false,0.6063456,6.8000002
false,0,2,36,false,false,0.8895015,5.3299999
false,0,2,40,true,true,1.0828638,28.2000008
false,2,3,31,false,false,1.1580402,10.0
false,0,0,43,false,false,0.8881401,9.9519997
false,0,0,60,false,false,1.2249736,24.9839993
false,0,3,39,false,false,0.8532125,28.3630009
