Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
United Kingdom,37875.0,8,0,0,10,Not remote,5,0,0,0,0,1,0,0,0,0,0,1,1,1
Canada,49242.4242424242,3,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,45161.2903225806,9,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,108000.0,6,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,126000.0,20,1,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,43750.0,2,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
India,8192.62956981354,1,0,1,5000,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,24000.0,3,0,1,10,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,88750.0,11,1,1,5000,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
Germany,12903.2258064516,1,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,48387.0967741935,10,0,1,20,Not remote,6,0,1,1,0,0,0,1,0,0,0,0,0,0
United States,40000.0,2,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,24000.0,4,0,1,10000,Not remote,7,0,1,1,0,0,0,0,0,0,1,0,1,1
India,15959.4773161063,6,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,150000.0,9,0,1,100,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,51612.9032258064,6,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,0
United States,110000.0,11,0,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,64516.1290322581,5,0,1,1000,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,1
United States,92000.0,5,0,0,100,Not remote,5,0,0,1,1,0,0,0,1,0,0,0,0,0
Canada,90909.0909090909,16,1,1,500,Remote,10,1,0,0,1,0,0,0,0,0,1,0,1,0
Germany,64516.1290322581,20,0,1,10000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,19354.8387096774,9,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,29375.0,2,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,45000.0,3,0,1,100,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,170000.0,14,0,1,10000,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,59375.0,14,0,1,20,Not remote,7,1,0,1,1,0,0,0,1,0,0,0,0,1
United States,45000.0,2,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000.0,3,1,1,100,Not remote,9,0,0,0,1,0,0,0,0,0,1,0,0,1
United States,88000.0,15,0,0,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,130000.0,1,1,1,100,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,0
United States,45000.0,1,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,1,0,1
United States,65000.0,2,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Canada,84090.9090909091,5,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,72000.0,2,1,1,500,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,70000.0,1,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,42500.0,8,1,1,10,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,107250.0,9,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000.0,4,0,1,1,Remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
Canada,72727.2727272727,5,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,35483.8709677419,18,1,1,1,Remote,7,0,0,0,0,1,0,0,1,0,0,0,0,0
Canada,75757.5757575758,20,1,0,10,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,100000.0,4,0,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000.0,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3523.71164293055,2,0,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,109848.484848485,20,1,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,11011.598884158,2,0,0,1000,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,120000.0,15,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,60000.0,5,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,40000.0,9,0,1,500,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
India,16150.3450300984,1,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,63500.0,3,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,75000.0,16,1,1,20,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,67204.3010752688,5,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,66666.6666666667,9,0,0,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,105000.0,6,0,1,10000,Not remote,8,0,0,0,1,0,0,0,0,1,0,0,0,1
United States,62000.0,1,1,1,1000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,135000.0,4,0,1,10000,Not remote,8,1,0,1,0,1,1,0,0,0,0,0,0,0
United States,110000.0,20,0,1,100,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,37500.0,1,0,1,10,Remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,75000.0,18,1,1,1,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,1,1
Canada,60606.0606060606,1,0,1,1000,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,34800.0,2,0,0,1,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,49242.4242424242,0,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
India,5872.85273821759,1,0,1,10000,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,85000.0,15,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,35000.0,4,0,1,500,Not remote,9,0,1,0,0,0,0,0,0,0,1,0,0,1
Germany,3763.44086021505,6,0,0,20,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,68181.8181818182,10,1,1,20,Not remote,9,1,0,0,1,0,0,0,0,0,1,0,0,1
United States,160000.0,10,0,0,10000,Not remote,8,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,125000.0,12,0,0,1000,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,90000.0,8,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,71000.0,6,0,1,10000,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,1,0
United Kingdom,25000.0,4,0,1,10,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,96000.0,5,0,1,5000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,165000.0,20,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,110000.0,7,0,1,10000,Not remote,10,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,120000.0,4,1,1,100,Not remote,9,0,0,1,1,0,0,0,1,0,1,0,0,1
India,19086.7713992072,10,1,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,55000.0,1,0,1,1000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3876.08280722361,4,0,1,100,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
Germany,34838.7096774194,4,0,0,1,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
India,11099.6916752312,4,1,1,10000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,43010.752688172,7,0,0,10000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,1,0
Germany,51612.9032258064,16,0,0,10,Not remote,8,0,0,0,1,0,1,0,0,0,0,0,0,0
United Kingdom,43750.0,6,0,0,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,44375.0,20,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,41875.0,4,0,1,5000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,50322.5806451613,5,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,56250.0,6,1,1,100,Not remote,7,1,1,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,50000.0,5,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,1,1
United Kingdom,59375.0,5,1,1,10,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,56250.0,6,1,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,31250.0,2,0,1,100,Not remote,8,1,0,1,0,0,0,0,1,0,0,0,0,1
India,8809.27910732638,2,1,1,5000,Remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,34838.7096774194,6,0,1,20,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,0
India,2642.78373219792,2,1,1,1,Not remote,3,0,0,1,0,0,0,0,0,0,0,0,0,1
India,4551.46087211863,2,0,0,10,Not remote,3,1,0,1,0,0,0,0,0,0,1,0,0,0
India,7047.42328586111,4,0,1,1000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,31250.0,3,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,72500.0,5,0,1,10000,Remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,63750.0,20,0,1,100,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,1
United States,84000.0,20,0,0,100,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,27500.0,1,0,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
India,17618.5582146528,5,0,0,500,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
India,10277.4922918808,4,0,0,100,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
Germany,49462.3655913978,2,0,1,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,85000.0,20,0,1,100,Not remote,9,0,1,1,0,0,0,0,0,0,1,0,1,1
United Kingdom,37500.0,5,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,40000.0,6,1,1,20,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,1,0
United States,75000.0,4,0,0,500,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,51612.9032258064,5,0,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,140000.0,12,0,0,10,Remote,10,0,1,0,0,0,0,0,0,0,0,0,0,1
Germany,41935.4838709677,2,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,5138.74614594039,2,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,55000.0,16,0,1,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,1,0
United States,47500.0,2,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,100000.0,9,1,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,29250.0,3,0,1,500,Not remote,8,0,1,1,1,0,0,0,0,0,1,0,1,1
United Kingdom,100000.0,20,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
Canada,75757.5757575758,11,0,0,10000,Not remote,8,1,1,1,1,0,0,0,0,0,0,0,1,1
United States,75000.0,11,0,0,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,52500.0,19,0,1,10,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,93000.0,20,0,1,5000,Not remote,9,0,0,1,1,0,1,0,0,0,0,0,0,0
United Kingdom,51582.5,10,0,0,20,Not remote,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Germany,67741.935483871,8,0,1,10,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,1
Germany,53593.5483870968,7,1,1,1000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,42473.1182795699,5,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,40000.0,2,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000.0,7,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,86500.0,20,0,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,120000.0,20,1,1,1,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500.0,7,0,1,1,Remote,9,0,1,0,0,0,0,0,0,0,1,0,1,1
United States,135000.0,19,0,1,20,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,90000.0,13,0,1,500,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,51612.9032258064,5,0,0,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,1989.24731182796,3,0,1,1000,Not remote,10,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,77000.0,4,1,0,10,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0
United States,115000.0,10,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,140000.0,20,1,0,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,66000.0,4,0,0,1000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,55483.8709677419,11,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000.0,20,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,102000.0,9,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,57000.0,2,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,53763.4408602151,5,0,0,1,Not remote,6,0,1,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,71250.0,12,0,0,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,53763.4408602151,1,0,1,10000,Not remote,5,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,100000.0,15,0,0,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500.0,1,0,1,5000,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,110000.0,4,0,1,500,Not remote,10,1,0,0,0,0,0,0,0,0,0,1,0,1
United States,102000.0,20,0,1,1000,Not remote,8,0,0,1,0,1,0,0,0,0,0,0,1,1
Germany,66666.6666666667,8,1,1,10,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,15483.8709677419,1,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
India,3171.3404786375,2,1,1,10,Remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,125000.0,14,0,0,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,68181.8181818182,14,0,0,100,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
Canada,37878.7878787879,7,0,1,10000,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,52500.0,10,0,0,10000,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
Canada,47727.2727272727,4,1,1,10,Not remote,8,0,1,0,0,1,0,0,0,0,0,0,1,1
Canada,59090.9090909091,10,0,1,100,Not remote,9,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,150000.0,20,0,1,100,Remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,120000.0,20,0,0,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,68000.0,3,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,51612.9032258064,1,0,0,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,100000.0,10,0,0,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,55913.9784946237,1,0,1,500,Not remote,9,0,1,1,0,0,0,0,0,0,0,0,0,0
United States,140000.0,20,0,1,100,Remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,56250.0,3,0,1,100,Not remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1
Canada,98484.8484848485,20,1,1,10000,Not remote,10,0,1,0,0,0,0,0,0,0,1,0,0,1
United States,49500.0,4,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,45000.0,2,0,0,10000,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,64516.1290322581,9,1,1,10,Not remote,7,0,0,0,1,0,0,0,0,0,1,0,0,1
United States,103500.0,10,0,0,10000,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,103000.0,12,1,1,20,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,1
United States,82000.0,6,0,1,1,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,50000.0,12,0,0,500,Not remote,5,0,0,0,0,0,1,0,0,0,0,0,0,0
Canada,71969.696969697,5,0,1,20,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,0
United States,115000.0,5,1,1,20,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,73118.2795698925,20,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,53000.0,1,1,1,1000,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,62500.0,8,1,1,1000,Not remote,6,0,1,1,0,0,0,0,0,0,0,0,0,0
United States,53000.0,3,0,1,10,Not remote,9,0,0,0,0,0,0,1,0,0,1,0,0,1
Canada,41666.6666666667,11,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,48000.0,7,0,1,1,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,39393.9393939394,1,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,58750.0,5,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,64393.9393939394,13,0,0,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,3225.8064516129,4,1,1,100,Not remote,9,0,0,1,0,0,1,0,0,0,1,0,0,0
United States,80000.0,15,0,1,100,Not remote,6,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,100000.0,20,0,0,100,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,68750.0,6,1,1,10,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,63000.0,4,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,51515.1515151515,20,1,0,1,Remote,7,0,1,1,1,1,1,0,0,0,1,0,1,1
United States,175000.0,20,0,1,500,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,63000.0,3,1,1,1000,Not remote,7,1,0,1,0,0,0,0,0,1,0,0,0,0
United States,90000.0,20,0,0,10000,Not remote,9,1,0,1,0,0,0,0,0,0,0,0,0,0
United States,180000.0,12,0,1,1,Remote,10,0,1,0,0,0,0,0,0,0,0,0,1,1
United States,156000.0,9,1,1,100,Remote,7,0,1,0,0,1,0,0,0,0,0,0,0,1
Canada,83333.3333333333,6,1,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,153000.0,20,0,1,100,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,1,0
Canada,14393.9393939394,1,0,0,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000.0,20,0,1,500,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
Canada,49242.4242424242,15,0,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,80000.0,13,1,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,130000.0,3,1,1,10,Not remote,8,0,0,0,1,0,0,0,1,0,1,0,0,0
India,4551.46087211863,2,0,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
India,8456.90794303333,5,1,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,4404.63955366319,2,0,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,18352.66480693,4,0,1,10000,Not remote,4,0,0,1,0,0,0,0,0,0,1,0,0,0
United States,113000.0,8,1,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,1,0,1
Germany,46774.1935483871,6,1,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,93000.0,6,0,0,10000,Not remote,7,0,0,1,0,1,0,0,1,0,0,0,0,0
India,11745.7054764352,5,1,1,1000,Not remote,7,0,1,1,0,0,0,1,1,0,1,0,1,1
United States,153000.0,9,0,0,1000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,58924.7311827957,7,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,59139.7849462366,9,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,68750.0,7,1,1,20,Remote,8,0,0,1,0,0,1,0,0,0,0,1,0,1
India,4404.63955366319,2,0,0,10,Not remote,5,0,0,0,0,0,0,0,0,0,1,0,0,0
India,6166.49537512847,1,1,1,20,Not remote,6,0,0,0,0,0,0,1,0,0,0,0,0,1
Germany,53763.4408602151,5,1,1,20,Not remote,8,0,0,1,1,1,0,0,0,0,0,0,0,0
United Kingdom,58750.0,13,0,1,5000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,62500.0,3,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,38750.0,1,0,0,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,4838.70967741935,9,1,0,20,Not remote,10,0,0,0,1,0,0,0,0,0,1,0,0,1
United Kingdom,65000.0,13,1,1,100,Not remote,7,0,0,1,1,1,0,0,0,0,0,0,0,1
United Kingdom,42000.0,3,1,1,5000,Not remote,8,0,0,1,1,0,1,0,0,0,0,0,0,0
India,13580.9719571282,8,0,1,10000,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,35000.0,4,0,0,10,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,27500.0,2,0,1,100,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,137500.0,18,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,100000.0,20,0,1,20,Not remote,8,0,0,0,1,1,0,0,0,0,0,0,1,1
United Kingdom,48125.0,5,0,1,20,Not remote,6,0,0,1,0,0,1,0,0,0,1,0,0,0
United Kingdom,71250.0,9,0,1,1,Not remote,9,0,0,0,0,1,0,0,0,0,1,0,1,1
United Kingdom,46875.0,5,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,23655.9139784946,2,0,0,100,Not remote,6,0,1,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,45454.5454545455,18,0,0,20,Not remote,6,0,0,1,0,0,1,0,0,0,0,0,0,1
United Kingdom,50000.0,4,0,1,1,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,1,1
Germany,62365.5913978495,6,0,0,1000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,65000.0,9,0,0,10000,Not remote,9,0,1,0,0,0,0,0,0,0,0,0,0,0
India,6753.78064895023,4,0,0,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,87000.0,19,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,30000.0,1,1,1,10,Not remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,68750.0,16,0,1,1,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
India,4404.63955366319,0,1,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,38709.6774193548,4,1,1,20,Not remote,8,1,1,1,0,1,0,0,0,0,1,0,1,1
United States,103000.0,17,1,1,100,Not remote,8,0,1,1,0,1,0,0,0,0,0,0,1,1
United States,109720.0,12,0,1,10000,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,25000.0,1,0,1,100,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
India,13948.0252532668,1,1,1,100,Not remote,6,0,1,0,0,1,0,0,0,0,0,0,0,1
Germany,59139.7849462366,11,0,1,1000,Not remote,6,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,85000.0,6,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,64516.1290322581,20,0,0,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,48387.0967741935,5,0,1,1,Not remote,9,0,0,1,0,0,0,0,1,1,0,0,1,0
United Kingdom,50000.0,4,0,1,10,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,60000.0,2,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,79545.4545454545,17,0,1,1,Remote,8,0,1,0,0,0,0,0,0,0,0,0,1,1
Canada,47727.2727272727,2,0,0,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,93000.0,20,0,1,20,Not remote,9,0,1,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,41250.0,6,0,1,10,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,1,1
United States,110000.0,10,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,43010.752688172,4,1,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,135000.0,15,1,1,100,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,95000.0,4,0,0,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,30303.0303030303,9,1,1,1,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,62500.0,14,0,1,10,Remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,53030.303030303,7,0,0,1,Not remote,10,0,1,0,0,0,0,0,0,0,1,0,1,1
United States,170000.0,20,1,1,100,Not remote,10,0,1,1,0,0,0,0,0,0,0,0,1,1
United States,132000.0,10,0,0,10000,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,111000.0,10,0,0,100,Remote,6,1,1,0,1,0,0,0,0,0,0,0,0,0
