lang,IQ,class,GS,SES,COMB
28,12.0,11282,28,25,1
26,8.0,11282,28,18,1
46,11.0,11282,28,33,1
38,11.0,11282,28,23,1
37,9.5,11282,28,13,1
54,13.5,11282,28,30,1
29,8.0,11282,28,18,1
36,10.5,11580,31,33,0
36,11.0,11580,31,33,0
20,10.0,11580,31,30,0
46,12.0,11580,31,30,0
48,12.0,11580,31,30,0
24,11.0,11580,31,27,0
26,8.5,11580,31,27,0
40,11.5,11580,31,33,0
35,9.5,11580,31,27,0
55,11.0,11580,31,30,0
36,12.0,11580,31,27,0
30,11.5,11580,31,47,0
38,10.5,11580,31,30,0
39,12.5,11580,31,30,0
52,12.0,11580,31,27,0
36,12.0,11580,31,33,0
43,13.0,11580,31,40,0
31,9.5,11580,31,30,0
43,12.0,11580,31,30,0
42,14.5,11580,31,37,0
37,11.5,11580,31,37,0
47,11.5,11580,31,45,0
49,12.0,11580,31,40,0
31,11.0,11580,31,23,0
41,12.0,11580,31,30,0
33,9.0,11580,31,33,0
42,13.5,11580,31,33,0
41,12.5,11580,31,33,0
44,12.5,11580,31,23,0
41,11.0,11580,31,37,0
34,12.0,11680,28,23,1
32,11.0,11680,28,28,1
46,13.5,11680,28,20,1
40,12.0,11680,28,20,1
38,9.5,11680,28,30,1
40,12.5,11680,28,20,1
24,10.5,11680,28,10,1
39,11.5,11680,28,15,1
24,10.0,11680,28,20,1
37,9.5,11680,28,17,1
25,11.0,11680,28,20,1
28,9.0,11680,28,38,1
39,13.0,11680,28,30,1
39,11.0,11680,28,20,1
33,8.0,11680,28,23,1
38,11.0,11680,28,15,1
38,12.5,11680,28,20,1
29,10.0,11680,28,25,1
34,10.5,11680,28,15,1
47,14.0,11880,29,35,1
49,13.5,11880,29,20,1
34,12.5,11880,29,33,1
39,12.5,11880,29,45,1
27,10.5,11880,29,15,1
31,11.5,11880,29,18,1
40,12.0,11880,29,20,1
39,12.0,11880,29,25,1
25,10.5,11880,29,30,1
34,13.0,11980,33,10,1
36,10.0,11980,33,25,1
52,15.0,11980,33,20,1
48,13.0,11980,33,35,1
31,10.5,11980,33,13,1
43,11.5,11980,33,23,1
27,13.0,11980,33,20,1
47,14.0,11980,33,23,1
27,10.0,11980,33,20,1
40,11.0,11980,33,33,1
29,7.0,11980,33,18,1
40,11.0,11980,33,33,1
41,16.0,12180,23,20,1
44,13.5,12180,23,37,1
47,13.5,12180,23,48,1
44,15.0,12180,23,37,1
33,10.5,12180,23,37,1
28,12.0,12180,23,20,1
28,13.0,12180,23,28,1
50,14.5,12180,23,28,1
51,14.0,12180,23,30,1
40,14.0,12180,23,20,1
38,6.5,12380,20,13,1
29,7.0,12380,20,23,1
38,13.5,12380,20,20,1
34,12.0,12380,20,40,1
43,12.0,12480,24,27,0
43,12.5,12480,24,20,0
46,12.0,12480,24,17,0
34,10.0,12480,24,20,0
52,11.5,12480,24,28,0
56,13.5,12480,24,30,0
46,10.5,12480,24,20,0
47,12.5,12480,24,30,0
41,12.0,12480,24,30,0
40,12.0,12480,24,20,0
42,16.0,12480,24,28,0
48,14.5,12480,24,17,0
42,12.0,12480,24,37,0
48,12.5,12480,24,37,0
44,12.5,12480,24,37,0
45,12.0,12480,24,33,0
46,13.5,12480,24,45,0
53,13.5,12480,24,23,0
40,13.0,12480,24,25,0
46,12.0,12480,24,20,0
42,13.5,12580,35,30,0
47,13.5,12580,35,30,0
32,9.5,12580,35,20,0
52,14.5,12580,35,45,0
40,11.5,12580,35,30,0
48,13.0,12580,35,30,0
32,10.5,12580,35,20,0
53,15.0,12580,35,50,0
37,12.0,12580,35,35,0
36,11.5,12580,35,20,0
54,15.0,12580,35,40,0
24,11.0,12580,35,20,0
43,13.0,12580,35,50,0
50,13.0,12580,35,40,0
38,12.0,12580,35,20,0
46,13.0,12580,35,20,0
51,15.0,12580,35,40,0
38,12.0,12580,35,40,0
47,12.5,12580,35,40,0
48,13.5,12580,35,40,0
28,12.5,12580,35,20,0
51,12.0,12580,35,30,0
43,6.5,12580,35,10,0
52,14.5,12580,35,50,0
43,12.5,12580,35,33,0
49,12.0,12580,35,45,0
42,10.5,13080,24,10,1
45,12.0,13080,24,13,1
57,14.5,13080,24,20,1
52,12.0,13080,24,30,1
50,12.5,13080,24,20,1
51,13.5,13080,24,28,1
27,6.0,13080,24,10,1
54,14.5,13080,24,28,1
44,12.5,13080,24,20,1
45,12.0,13080,24,25,1
54,17.0,13080,24,20,1
27,8.0,13080,24,10,1
43,12.5,13080,24,15,1
35,12.5,13281,22,20,0
45,13.0,13281,22,20,0
37,12.0,13281,22,27,0
46,11.0,13281,22,30,0
53,12.5,13281,22,48,0
54,14.5,13281,22,40,0
51,12.5,13281,22,20,0
36,8.5,13281,22,33,0
51,13.0,13281,22,30,0
55,13.0,13281,22,47,0
44,14.0,13281,22,30,0
42,14.0,13281,22,20,0
48,11.0,13281,22,50,0
54,14.5,13281,22,50,0
54,14.5,13281,22,20,0
42,12.0,13281,22,25,0
55,13.0,13281,22,25,0
49,13.0,13281,22,25,0
48,13.5,13281,22,20,0
44,11.0,13281,22,28,0
53,14.5,13281,22,40,0
51,15.0,13680,30,40,1
58,13.0,13680,30,13,1
48,11.5,13680,30,43,1
51,13.5,13680,30,23,1
48,13.0,13680,30,40,1
42,13.5,13680,30,23,1
47,14.5,13680,30,23,1
53,13.0,13680,30,43,1
49,12.0,13680,30,27,1
47,13.5,13680,30,33,1
41,12.5,13680,30,20,1
47,12.5,13680,30,40,1
54,13.5,13680,30,30,1
46,11.0,13680,30,33,1
33,11.5,13680,30,30,1
44,12.5,13680,30,20,1
49,12.5,13780,32,40,1
55,14.5,13780,32,40,1
49,10.0,13780,32,18,1
37,12.5,13780,32,20,1
46,12.0,13780,32,30,1
30,6.0,13780,32,37,1
33,11.0,13780,32,23,1
51,13.5,13780,32,43,1
50,11.0,13780,32,20,1
40,12.5,13780,32,30,1
46,13.0,13780,32,37,1
47,10.0,13780,32,38,1
48,12.5,13780,32,20,1
56,15.0,13780,32,37,1
25,11.0,13780,32,20,1
52,12.0,13780,32,33,1
47,11.5,13780,32,33,1
40,12.5,13780,32,30,1
27,9.5,14180,20,13,0
41,10.5,14180,20,20,0
32,11.0,14180,20,15,0
45,15.0,14180,20,20,0
47,13.5,14180,20,20,0
35,11.5,14180,20,17,0
44,11.5,14180,20,18,0
35,8.0,14180,20,18,0
45,14.0,14180,20,25,0
46,15.0,14180,20,20,0
51,12.5,14180,20,43,0
33,11.5,14180,20,18,0
29,10.5,14180,20,13,0
48,12.0,14180,20,15,0
41,10.5,14180,20,37,0
38,8.5,14180,20,23,0
44,12.0,14180,20,15,0
27,12.5,14180,20,20,0
53,13.5,14180,20,17,0
44,13.5,14180,20,20,0
42,12.0,14280,25,40,0
50,12.0,14280,25,17,0
48,13.5,14280,25,43,0
53,12.5,14280,25,17,0
41,12.0,14280,25,30,0
38,14.5,14280,25,15,0
41,10.5,14280,25,15,0
33,11.0,14280,25,20,0
54,13.5,14280,25,33,0
31,10.5,14280,25,10,0
50,14.0,14280,25,17,0
40,11.5,14280,25,17,0
52,13.5,14280,25,23,0
46,10.0,14280,25,20,0
46,12.0,14280,25,20,0
53,14.5,14280,25,17,0
36,10.5,14280,25,40,0
46,13.5,14280,25,20,0
55,11.5,14280,25,13,0
51,13.0,14280,25,17,0
42,12.5,14280,25,15,0
45,10.0,14280,25,13,0
45,12.5,14280,25,10,0
52,11.0,14280,25,50,0
55,13.0,14780,22,30,0
37,11.5,14780,22,25,0
46,13.5,14780,22,23,0
51,12.0,14780,22,33,0
46,10.0,14780,22,17,0
51,13.5,14780,22,20,0
54,13.5,14780,22,25,0
51,12.0,14780,22,37,0
53,12.5,14780,22,25,0
46,13.0,14780,22,20,0
55,14.0,14780,22,20,0
51,12.5,14780,22,25,0
54,12.5,14780,22,25,0
55,15.0,14780,22,18,0
37,13.5,14780,22,20,0
51,13.0,14780,22,23,0
53,12.0,14780,22,20,0
51,15.0,14780,22,23,0
43,12.5,14780,22,23,0
48,12.0,14780,22,20,0
47,11.5,14780,22,25,0
46,10.5,14780,22,20,0
51,12.5,14880,32,25,0
47,13.0,14880,32,23,0
46,11.0,14880,32,43,0
45,11.0,14880,32,20,0
38,11.5,14880,32,10,0
41,13.0,14880,32,20,0
43,12.0,14880,32,23,0
44,13.5,14880,32,25,0
42,12.5,14880,32,23,0
51,17.0,14880,32,28,0
40,11.5,14880,32,23,0
54,17.0,14880,32,20,0
50,11.5,14880,32,28,0
55,14.0,14880,32,48,0
47,13.5,14880,32,35,0
44,12.5,14880,32,28,0
42,13.0,14880,32,38,0
56,16.5,14880,32,48,0
33,12.0,14880,32,28,0
46,13.0,14880,32,20,0
48,12.5,14880,32,15,0
32,12.5,14880,32,50,0
43,15.0,14880,32,33,0
45,11.5,14880,32,30,0
45,14.5,14880,32,50,0
53,13.5,14880,32,33,0
50,14.5,14880,32,35,0
48,12.0,14880,32,33,0
37,13.0,14880,32,23,0
51,15.0,14980,23,45,0
40,11.0,14980,23,35,0
44,12.0,14980,23,33,0
38,11.5,14980,23,43,0
35,9.0,14980,23,33,0
23,9.5,14980,23,37,0
46,11.5,14980,23,33,0
38,10.5,14980,23,43,0
52,9.5,14980,23,47,0
45,12.0,14980,23,40,0
34,9.0,14980,23,20,0
46,13.5,14980,23,45,0
41,12.0,14980,23,23,0
40,12.5,14980,23,33,0
51,15.0,14980,23,43,0
31,11.5,14980,23,20,0
47,12.0,14980,23,30,0
44,14.0,14980,23,47,0
47,13.5,14980,23,40,0
48,13.5,14980,23,20,0
48,13.0,14980,23,45,0
30,11.5,15080,30,20,0
40,12.0,15080,30,50,0
50,12.0,15080,30,20,0
54,12.5,15080,30,40,0
37,9.0,15080,30,30,0
40,13.5,15080,30,40,0
34,11.0,15080,30,40,0
47,11.5,15080,30,40,0
33,9.5,15080,30,40,0
43,12.0,15080,30,10,0
53,12.5,15080,30,40,0
36,10.0,15080,30,20,0
49,12.5,15080,30,30,0
54,13.0,15080,30,50,0
45,12.0,15080,30,40,0
41,13.5,15080,30,50,0
35,10.5,15080,30,20,0
34,10.5,15080,30,40,0
30,10.5,15080,30,40,0
41,12.5,15080,30,50,0
37,9.5,15080,30,30,0
46,12.5,15080,30,30,0
43,11.5,15080,30,30,0
30,12.0,15080,30,20,0
39,11.5,15080,30,10,0
40,11.0,15180,24,20,0
25,10.0,15180,24,20,0
38,11.0,15180,24,30,0
34,10.0,15180,24,20,0
37,12.5,15180,24,20,0
33,7.0,15180,24,20,0
39,10.0,15180,24,20,0
34,11.5,15180,24,20,0
49,12.0,15180,24,47,0
46,13.0,15180,24,23,0
37,9.5,15180,24,47,0
37,8.5,15180,24,33,0
43,12.5,15180,24,20,0
47,12.0,15180,24,20,0
38,10.5,15180,24,47,0
28,10.0,15180,24,17,0
42,11.5,15180,24,23,0
43,10.5,15180,24,23,0
34,7.5,15180,24,20,0
31,10.0,15180,24,20,0
51,16.0,15180,24,40,0
38,12.0,15180,24,23,0
34,7.5,15180,24,20,0
49,13.5,15280,17,30,0
52,15.0,15280,17,50,0
46,11.0,15280,17,40,0
40,12.0,15280,17,30,0
49,14.5,15280,17,37,0
40,11.5,15280,17,47,0
49,12.0,15280,17,43,0
54,11.5,15280,17,40,0
51,13.0,15280,17,30,0
56,13.5,15280,17,43,0
54,12.5,15280,17,47,0
52,12.5,15280,17,47,0
39,12.0,15280,17,30,0
47,10.0,15280,17,43,0
38,11.5,15280,17,47,0
52,12.0,15280,17,37,0
48,12.5,15280,17,43,0
34,10.0,15580,34,30,0
39,11.0,15580,34,33,0
40,9.0,15580,34,40,0
51,13.0,15580,34,40,0
54,13.0,15580,34,40,0
51,13.5,15580,34,30,0
51,13.0,15580,34,25,0
54,13.5,15580,34,30,0
49,10.0,15580,34,27,0
42,12.0,15580,34,35,0
55,15.0,15580,34,40,0
42,10.5,15580,34,23,0
54,12.0,15580,34,33,0
29,8.0,15580,34,17,0
35,12.5,15580,34,50,0
50,14.0,15580,34,50,0
37,12.0,15580,34,30,0
40,11.5,15580,34,33,0
52,11.0,15580,34,30,0
52,14.0,15580,34,37,0
41,12.0,15580,34,33,0
51,15.0,15580,34,23,0
45,11.5,15580,34,43,0
40,12.0,15580,34,37,0
34,11.0,15580,34,30,0
38,12.5,15580,34,40,0
47,10.5,15580,34,20,0
34,11.0,15580,34,20,0
23,9.0,15580,34,23,0
34,8.5,15580,34,40,0
51,12.5,15580,34,40,0
47,10.5,15580,34,37,0
50,13.0,15580,34,30,0
47,14.0,15680,39,23,1
38,11.0,15680,39,48,1
49,11.5,15680,39,30,1
29,10.0,15680,39,28,1
38,11.5,15680,39,28,1
48,14.0,15680,39,23,1
25,12.0,15680,39,20,1
31,7.0,15680,39,10,1
45,12.5,15680,39,18,1
31,8.0,15680,39,10,1
40,12.0,15680,39,10,1
47,13.5,15680,39,20,1
49,12.0,15980,33,25,0
50,13.0,15980,33,30,0
48,11.0,15980,33,37,0
41,12.5,15980,33,20,0
42,10.0,15980,33,35,0
54,12.5,15980,33,38,0
42,12.0,15980,33,35,0
32,9.5,15980,33,23,0
51,16.5,15980,33,20,0
34,10.5,15980,33,20,0
38,14.0,15980,33,20,0
32,11.0,15980,33,33,0
21,10.5,15980,33,30,0
46,11.5,15980,33,23,0
44,12.0,15980,33,10,0
43,11.5,15980,33,23,0
46,10.0,15980,33,23,0
57,14.0,15980,33,40,0
44,12.0,15980,33,40,0
50,11.0,15980,33,45,0
43,14.0,15980,33,25,0
39,12.5,15980,33,20,0
52,13.5,15980,33,30,0
38,13.0,15980,33,30,0
51,12.5,15980,33,23,0
43,12.5,15980,33,20,0
40,11.0,15980,33,20,0
42,11.5,15980,33,20,0
38,11.0,15980,33,30,0
54,15.0,15980,33,33,0
51,17.5,15980,33,20,0
50,14.5,16080,26,50,0
45,12.5,16080,26,45,0
43,12.5,16080,26,10,0
51,12.0,16080,26,20,0
44,9.5,16080,26,10,0
23,5.0,16080,26,10,0
40,12.0,16080,26,45,0
34,8.0,16080,26,10,0
20,7.5,16080,26,10,0
44,12.0,16080,26,50,0
52,15.0,16080,26,35,0
40,12.0,16080,26,35,0
33,9.5,16080,26,10,0
47,12.0,16080,26,50,0
52,13.0,16080,26,40,0
50,17.5,16080,26,40,0
30,9.5,16080,26,50,0
50,12.5,16080,26,25,0
44,12.5,16080,26,35,0
52,13.5,16080,26,37,0
53,11.5,16080,26,40,0
42,12.0,16080,26,35,0
54,14.5,16080,26,50,0
51,11.0,16180,36,20,0
45,8.0,16180,36,20,0
52,15.0,16180,36,47,0
51,13.5,16180,36,37,0
50,14.0,16180,36,20,0
44,11.5,16180,36,48,0
28,10.5,16180,36,20,0
43,11.5,16180,36,17,0
50,11.5,16180,36,27,0
41,13.5,16180,36,18,0
51,13.5,16180,36,37,0
53,11.0,16180,36,17,0
35,11.5,16180,36,38,0
50,12.0,16180,36,37,0
41,13.0,16180,36,37,0
55,12.0,16180,36,40,0
37,10.5,16180,36,40,0
44,13.0,16180,36,30,0
52,12.5,16180,36,43,0
49,15.0,16180,36,43,0
48,13.5,16180,36,23,0
52,12.5,16180,36,50,0
43,12.0,16180,36,20,0
54,11.5,16180,36,23,0
39,11.5,16180,36,33,0
24,11.5,16180,36,27,0
50,13.5,16180,36,30,0
47,8.0,16180,36,30,0
48,13.5,16180,36,43,0
40,11.0,16180,36,20,0
58,17.0,16180,36,43,0
48,13.5,16480,25,30,0
40,12.0,16480,25,18,0
35,11.0,16480,25,28,0
42,12.0,16480,25,20,0
44,9.0,16480,25,20,0
31,7.5,16480,25,18,0
35,11.0,16480,25,18,0
37,12.5,16480,25,15,0
40,12.0,16480,25,23,0
50,12.5,16480,25,23,0
55,13.0,16480,25,33,0
50,14.0,16480,25,23,0
39,12.0,16480,25,15,0
43,11.0,16480,25,23,0
43,8.5,16480,25,20,0
50,12.0,16480,25,25,0
45,13.5,16480,25,23,0
53,12.0,16480,25,23,0
40,11.5,16480,25,20,0
48,12.0,16480,25,20,0
51,12.5,16480,25,23,0
37,11.0,16480,25,18,0
47,11.5,16480,25,23,0
54,14.0,16480,25,25,0
26,10.5,16780,28,45,0
48,13.0,16780,28,40,0
42,9.0,16780,28,35,0
41,10.0,16780,28,47,0
41,8.0,16780,28,35,0
55,14.5,16780,28,20,0
52,13.0,16780,28,50,0
53,11.5,16780,28,50,0
47,11.5,16780,28,35,0
39,8.5,16780,28,35,0
41,9.5,16780,28,35,0
42,12.5,16780,28,40,0
57,16.5,16780,28,40,0
39,12.0,16780,28,50,0
34,10.5,16780,28,20,0
39,12.0,16780,28,20,0
37,4.0,16780,28,35,0
40,10.5,16780,28,40,0
42,11.0,16780,28,20,0
46,11.5,16780,28,40,0
50,13.0,16780,28,40,0
27,10.5,16780,28,20,0
49,13.0,16780,28,25,0
43,11.5,16780,28,35,0
25,10.5,16780,28,40,0
51,12.0,17080,27,18,0
41,11.5,17080,27,18,0
37,10.0,17080,27,15,0
34,10.5,17080,27,18,0
34,10.5,17080,27,15,0
51,11.0,17080,27,15,0
53,13.5,17080,27,18,0
57,13.5,17080,27,50,0
49,12.0,17080,27,15,0
21,7.0,17080,27,10,0
27,10.0,17080,27,15,0
39,12.5,17080,27,47,0
50,14.5,17080,27,15,0
38,10.0,17080,27,15,0
42,12.0,17080,27,15,0
54,14.5,17080,27,18,0
37,12.0,17080,27,18,0
40,12.0,17080,27,18,0
51,14.0,17080,27,43,0
25,8.5,17080,27,13,0
25,9.0,17080,27,18,0
47,11.5,17080,27,20,0
25,7.5,17080,27,18,0
52,11.0,17080,27,28,0
50,12.0,17080,27,18,0
47,12.0,17080,27,15,0
56,16.0,17580,27,40,1
53,16.0,17580,27,45,1
37,10.5,17580,27,30,1
53,13.0,17580,27,30,1
42,11.0,17580,27,23,1
42,12.5,17580,27,33,1
45,15.0,17580,27,33,1
54,15.5,17580,27,45,1
23,10.0,17580,27,17,1
48,11.0,17580,27,37,1
54,12.5,17580,27,50,1
47,12.0,17580,27,23,1
46,12.0,17580,27,50,1
38,14.5,17580,27,50,1
26,7.0,17680,24,10,0
53,12.5,17680,24,23,0
51,11.5,17680,24,20,0
55,14.0,17680,24,30,0
33,11.0,17680,24,25,0
51,11.0,17680,24,43,0
47,12.5,17680,24,30,0
52,16.0,17680,24,40,0
37,11.0,17680,24,18,0
51,12.5,17680,24,27,0
41,8.0,17680,24,20,0
53,10.5,17680,24,28,0
35,11.0,17680,24,18,0
49,11.5,17680,24,38,0
43,14.5,17680,24,30,0
55,13.0,17680,24,18,0
54,16.0,17680,24,20,0
55,13.5,17680,24,25,0
55,13.5,17680,24,23,0
55,14.5,17680,24,20,0
31,8.5,17680,24,28,0
36,8.5,17680,24,18,0
57,14.5,17680,24,40,0
41,10.5,17780,24,33,1
49,11.5,17780,24,35,1
42,9.5,17780,24,30,1
37,10.5,17780,24,18,1
33,12.0,17780,24,33,1
44,11.5,17780,24,20,1
43,14.0,17780,24,18,1
39,11.5,17780,24,18,1
34,12.0,17780,24,18,1
45,11.5,17780,24,15,1
46,13.5,17780,24,33,1
34,11.0,17780,24,18,1
46,11.5,17780,24,20,1
27,9.5,17780,24,17,1
48,12.0,17780,24,20,1
39,13.5,17780,24,30,1
44,13.0,17780,24,20,1
34,13.0,17980,10,20,1
45,12.0,17980,10,17,1
29,12.0,17980,10,20,1
19,9.5,17980,10,10,1
24,10.0,17980,10,10,1
30,11.0,17980,10,10,1
29,6.5,18280,11,10,0
24,6.5,18280,11,10,0
41,11.5,18280,11,10,0
46,11.0,18280,11,10,0
37,12.0,18280,11,10,0
34,10.5,18280,11,10,0
30,8.5,18280,11,10,0
35,8.5,18280,11,10,0
38,8.0,18280,11,10,0
40,12.0,18380,32,23,0
39,10.5,18380,32,43,0
45,11.0,18380,32,25,0
45,12.0,18380,32,20,0
44,11.5,18380,32,25,0
46,11.0,18380,32,23,0
48,12.0,18380,32,30,0
47,12.5,18380,32,23,0
27,11.5,18380,32,25,0
43,12.0,18380,32,50,0
26,11.0,18380,32,15,0
31,9.0,18380,32,18,0
34,12.5,18380,32,20,0
32,11.5,18380,32,15,0
47,12.5,18380,32,33,0
49,11.0,18380,32,37,0
40,14.0,18380,32,37,0
41,13.0,18380,32,43,0
53,13.5,18380,32,40,0
52,12.0,18380,32,23,0
47,11.5,18380,32,20,0
34,15.0,18380,32,23,0
27,10.5,18380,32,20,0
41,10.5,18380,32,28,0
41,11.5,18380,32,43,0
44,12.0,18380,32,40,0
37,12.0,18380,32,15,0
36,11.0,18380,32,25,0
49,12.5,18380,32,33,0
41,10.0,18380,32,18,0
17,6.0,18380,32,10,0
41,11.0,18480,29,10,0
51,18.0,18480,29,23,0
31,14.5,18480,29,20,0
41,10.0,18480,29,40,0
37,12.0,18480,29,20,0
48,11.0,18480,29,43,0
47,10.5,18480,29,50,0
32,11.0,18480,29,37,0
48,13.0,18480,29,47,0
40,11.5,18480,29,43,0
47,12.5,18480,29,50,0
54,15.5,18480,29,50,0
43,11.0,18480,29,17,0
37,12.0,18480,29,30,0
41,13.0,18480,29,43,0
49,13.0,18480,29,20,0
42,12.0,18480,29,27,0
32,12.0,18480,29,17,0
40,12.5,18480,29,37,0
36,13.0,18480,29,25,0
53,14.5,18480,29,40,0
23,11.5,18480,29,13,0
42,12.5,18480,29,33,0
38,11.5,18480,29,23,0
43,17.0,18480,29,37,0
51,13.0,18480,29,47,0
41,9.5,18480,29,10,0
52,11.0,18480,29,47,0
50,13.5,18880,26,17,1
26,8.5,18880,26,23,1
36,10.5,18880,26,23,1
20,10.5,18880,26,23,1
46,11.0,18880,26,40,1
39,10.5,18880,26,30,1
34,10.5,18880,26,40,1
33,10.5,18880,26,18,1
44,11.5,18880,26,18,1
42,11.5,18880,26,18,1
48,12.0,18880,26,30,1
25,11.5,18880,26,18,1
44,14.5,18980,29,15,0
48,10.5,18980,29,17,0
46,12.0,18980,29,40,0
49,15.0,18980,29,27,0
43,7.0,18980,29,20,0
39,13.0,18980,29,20,0
35,9.0,18980,29,20,0
31,9.0,18980,29,15,0
40,11.0,18980,29,10,0
53,12.5,18980,29,20,0
44,13.0,18980,29,30,0
52,13.0,18980,29,40,0
33,11.0,18980,29,30,0
49,12.0,18980,29,48,0
40,11.0,18980,29,35,0
48,15.0,18980,29,33,0
17,7.0,18980,29,15,0
29,9.5,19280,14,35,1
44,12.5,19280,14,30,1
29,10.0,19280,14,33,1
24,10.5,19280,14,15,1
41,10.0,19280,14,35,1
36,10.0,19280,14,15,1
30,11.0,19280,14,18,1
34,12.5,19280,14,18,1
50,12.5,19380,31,27,1
52,10.5,19380,31,35,1
51,15.0,19380,31,20,1
44,11.5,19380,31,30,1
55,15.0,19380,31,45,1
50,14.0,19380,31,27,1
44,11.0,19380,31,23,1
49,12.5,19380,31,15,1
54,14.0,19380,31,20,1
32,11.5,19380,31,18,1
52,13.0,19380,31,20,1
48,11.5,19380,31,20,1
37,10.5,19580,31,37,1
45,13.5,19580,31,47,1
23,11.0,19580,31,17,1
49,15.5,19580,31,15,1
56,15.5,19580,31,35,1
43,13.0,19580,31,20,1
44,11.5,19580,31,40,1
45,11.0,19580,31,15,1
33,10.0,19580,31,35,1
30,11.0,19580,31,15,1
38,12.0,19580,31,15,1
35,10.5,19580,31,15,1
43,12.0,19580,31,15,1
38,13.0,19580,31,15,1
37,12.5,19580,31,18,1
34,11.5,19580,31,25,1
44,10.0,19580,31,20,1
42,11.0,19580,31,18,1
46,12.0,19580,31,18,1
47,13.0,19580,31,18,1
40,10.5,19680,27,23,0
42,13.0,19680,27,23,0
45,15.0,19680,27,23,0
35,12.5,19680,27,20,0
39,12.0,19680,27,23,0
46,12.0,19680,27,23,0
46,12.5,19680,27,25,0
49,12.0,19680,27,27,0
32,11.0,19680,27,20,0
40,12.0,19680,27,23,0
43,10.5,19680,27,45,0
50,16.0,19680,27,40,0
55,15.0,19680,27,30,0
47,7.5,19680,27,40,0
36,13.0,19680,27,20,0
44,11.5,19680,27,37,0
50,15.5,19680,27,23,0
40,12.0,19680,27,28,0
50,12.5,19680,27,30,0
52,13.5,19680,27,47,0
55,15.5,19680,27,50,0
30,9.5,19680,27,23,0
26,7.5,19680,27,18,0
45,14.0,19680,27,23,0
35,10.5,19680,27,18,0
37,10.5,19680,27,40,0
45,12.5,19680,27,40,0
43,14.0,19780,35,27,1
50,13.5,19780,35,23,1
46,12.5,19780,35,30,1
50,15.0,19780,35,27,1
53,13.5,19780,35,30,1
53,14.5,19780,35,30,1
37,10.5,19780,35,23,1
46,12.0,19780,35,27,1
45,11.5,19780,35,33,1
51,15.5,19780,35,30,1
37,11.5,19780,35,27,1
49,14.5,19780,35,23,1
46,15.0,19780,35,23,1
37,13.0,19780,35,20,1
37,12.0,19780,35,20,1
23,13.0,19780,35,23,1
47,13.5,19780,35,30,1
49,12.5,19780,35,30,1
51,18.0,19780,35,40,1
56,16.5,19780,35,27,1
30,11.5,19880,22,23,1
28,11.0,19880,22,10,1
45,13.5,19880,22,30,1
31,9.5,19880,22,17,1
29,8.5,19880,22,10,1
49,14.0,19880,22,25,1
43,10.5,19880,22,25,1
49,14.5,19980,37,40,0
40,12.5,19980,37,40,0
39,13.0,19980,37,45,0
33,13.0,19980,37,17,0
30,13.5,19980,37,40,0
31,10.5,19980,37,20,0
37,9.0,19980,37,30,0
53,14.0,19980,37,27,0
42,15.0,19980,37,20,0
31,11.5,19980,37,20,0
35,10.0,19980,37,20,0
22,9.0,19980,37,20,0
28,9.5,19980,37,10,0
33,8.5,19980,37,10,0
21,10.0,19980,37,10,0
24,8.0,19980,37,23,0
22,7.0,19980,37,10,0
46,11.5,19980,37,15,0
25,11.0,19980,37,10,0
27,8.5,19980,37,10,0
43,13.5,19980,37,15,0
36,11.0,19980,37,15,0
26,10.0,19980,37,10,0
46,12.5,19980,37,10,0
46,12.0,19980,37,10,0
44,14.5,19980,37,10,0
32,10.5,19980,37,15,0
35,13.5,19980,37,20,0
26,9.0,19980,37,10,0
34,12.0,19980,37,10,0
45,12.0,20480,26,40,0
47,13.0,20480,26,40,0
45,12.5,20480,26,20,0
32,10.0,20480,26,38,0
32,11.0,20480,26,50,0
47,13.0,20480,26,30,0
28,10.0,20480,26,40,0
46,14.0,20480,26,45,0
37,13.0,20480,26,37,0
40,12.5,20480,26,43,0
42,13.5,20480,26,40,0
53,9.5,20480,26,43,0
22,11.0,20480,26,37,0
21,8.5,20480,26,20,0
37,10.5,20480,26,37,0
42,11.0,20480,26,38,0
42,8.5,20480,26,47,0
35,8.5,20480,26,37,0
51,12.5,20480,26,40,0
46,10.5,20480,26,37,0
31,10.5,20480,26,37,0
40,10.0,20480,26,27,0
52,11.0,20480,26,33,0
47,14.0,20480,26,47,0
39,12.5,20680,11,18,0
39,12.0,20680,11,20,0
52,14.0,20680,11,35,0
48,12.0,20680,11,23,0
40,13.0,20680,11,18,0
47,12.5,20680,11,28,0
45,11.5,20680,11,20,0
56,14.5,20680,11,25,0
51,13.5,20680,11,20,0
47,12.5,20680,11,20,0
38,12.5,20680,11,18,0
36,11.0,20980,27,30,0
26,10.5,20980,27,10,0
37,11.0,20980,27,17,0
48,12.0,20980,27,10,0
33,10.5,20980,27,13,0
43,11.5,20980,27,27,0
52,14.5,20980,27,13,0
42,13.0,20980,27,20,0
53,13.0,20980,27,17,0
47,11.0,20980,27,20,0
55,15.0,20980,27,23,0
39,9.5,20980,27,10,0
33,13.0,20980,27,20,0
46,12.5,20980,27,43,0
45,12.5,20980,27,50,0
49,11.0,20980,27,10,0
48,12.5,20980,27,23,0
47,12.5,20980,27,33,0
40,13.0,20980,27,20,0
39,13.5,20980,27,47,0
47,11.5,20980,27,10,0
41,11.5,20980,27,10,0
41,11.5,20980,27,10,0
45,13.5,21080,17,35,0
40,11.5,21080,17,40,0
