LateSept,LateApril,BillApril,AGE
false,false,49.448,35
false,false,-5.0,31
false,false,44.529,25
true,false,102.263,45
false,true,294.131,39
false,false,22.881,29
false,false,0.15,27
false,false,2.737,36
false,false,108.772,32
false,false,58.147,31
false,false,30.201,23
true,false,0.0,33
false,false,0.0,31
false,false,6.286,38
false,false,92.672,53
false,true,194.326,38
true,false,36.724,25
false,false,3.823,25
false,false,7.755,37
false,true,266.266,50
false,false,39.762,47
false,false,25.925,31
true,false,29.739,23
false,false,2.8,34
false,false,43.296,34
false,true,109.733,30
false,false,17.122,33
false,false,82.883,43
false,false,50.389,35
true,false,25.168,30
false,false,0.0,25
false,false,21.775,23
true,false,0.0,33
true,false,0.0,31
false,false,183.287,37
false,true,8.304,23
true,false,119.494,41
true,false,0.0,30
false,false,-0.061,49
false,false,20.412,35
true,false,0.0,44
false,false,4.809,53
false,false,0.0,23
true,false,5.685,23
false,false,-0.01,29
true,true,22.129,52
false,false,0.664,28
false,false,23.932,24
false,false,122.578,41
true,false,41.588,24
false,false,157.246,33
false,false,3.366,48
false,false,15.017,22
false,false,46.555,28
true,true,20.831,42
false,false,34.944,24
false,false,22.988,54
true,false,0.0,31
false,false,15.319,54
false,false,44.422,41
false,false,0.576,44
false,false,30.085,22
true,true,66.997,40
true,false,67.711,44
false,false,14.52,44
false,false,0.5,22
false,true,3.972,29
false,false,173.33,29
false,false,9.401,40
false,false,182.435,32
true,false,0.0,33
false,true,1.261,38
false,false,4.159,31
false,false,20.929,23
false,false,52.685,26
false,false,62.003,31
false,false,-8.276,40
false,false,0.78,24
false,false,0.54,29
true,true,58.269,27
false,false,243.498,37
false,false,23.542,25
false,false,1.344,30
false,false,7.268,42
false,false,0.0,44
true,false,0.0,28
true,true,29.536,23
true,false,0.0,46
false,false,114.11,34
false,false,48.942,45
false,false,4.653,24
false,false,30.379,28
false,false,46.799,32
false,false,41.758,27
false,false,0.0,26
false,false,0.0,46
true,false,0.8,48
true,false,46.35,25
false,false,10.012,49
true,true,2.5,49
false,false,1.547,26
true,false,0.0,32
false,false,0.396,44
true,true,20.903,22
false,false,41.471,26
true,false,88.632,36
false,false,11.461,38
true,false,2.578,22
true,false,1.299,47
false,true,37.661,25
false,false,19.191,22
false,false,2.14,39
false,false,0.301,42
true,true,34.116,31
false,false,-2.0,36
false,false,10.175,33
false,false,0.326,29
false,false,20.148,26
false,false,81.206,42
false,false,19.555,29
false,false,49.705,40
true,true,232.68,53
false,false,-0.02,48
false,false,0.917,43
false,false,7.938,31
false,false,3.396,27
false,false,1.893,29
true,true,5.566,51
true,true,19.275,27
false,false,9.769,38
false,false,27.084,28
false,false,92.456,36
false,false,0.0,48
false,false,20.208,25
false,false,19.73,46
false,false,112.021,41
true,false,34.749,32
false,false,0.0,31
false,false,79.594,25
false,false,18.032,26
true,true,76.888,29
false,false,0.711,34
false,false,167.607,39
false,false,48.222,30
false,false,0.0,26
false,false,26.903,27
false,false,70.844,26
false,false,18.495,23
false,false,9.672,27
false,false,59.594,46
true,true,0.3,27
false,false,65.839,23
false,false,5.438,34
true,false,0.0,25
false,false,28.333,28
true,false,0.209,36
false,false,0.39,39
true,false,30.257,24
false,false,0.0,25
false,true,23.428,27
false,false,20.65,28
true,false,16.331,25
false,false,4.09,51
true,false,30.625,28
false,false,146.615,27
false,false,3.264,35
false,false,20.506,22
true,true,305.413,25
true,false,-0.529,31
false,false,0.0,30
false,false,0.0,21
true,false,28.278,25
false,false,20.529,28
false,false,107.682,37
false,false,78.771,37
false,false,16.897,38
false,false,18.921,26
false,false,35.144,28
false,false,0.0,44
false,false,0.0,28
false,false,62.14,47
false,false,-0.201,26
false,false,86.938,45
false,false,83.461,25
false,false,21.74,34
false,false,28.697,42
false,false,10.934,51
true,true,27.091,24
false,false,186.618,36
false,false,101.763,29
false,false,210.1,44
true,true,2.4,24
true,false,0.0,42
false,false,10.625,33
false,false,52.781,30
false,false,125.917,33
false,false,0.0,24
false,false,2.3,34
false,true,189.449,29
false,false,0.321,29
false,false,25.222,33
false,false,1.652,31
false,false,108.228,52
false,false,13.835,23
false,false,36.644,23
false,false,13.531,44
false,false,127.224,27
false,false,0.396,41
false,false,31.987,29
true,false,34.537,47
false,false,63.912,53
false,false,0.406,40
true,true,16.563,29
false,false,17.142,40
true,false,7.452,36
false,false,67.562,50
false,false,1.397,35
false,false,27.562,22
false,false,27.709,29
false,false,0.0,48
false,false,30.327,55
false,false,113.67,45
true,false,78.277,49
false,false,85.259,27
false,false,2.436,29
false,false,14.87,37
false,false,0.516,29
false,true,3.317,35
false,false,28.504,25
false,false,62.234,25
false,false,23.95,24
false,false,50.617,37
false,false,13.193,24
false,true,52.16,30
false,false,25.126,53
false,false,134.581,26
true,true,36.588,36
false,true,0.584,30
false,false,42.863,50
false,false,5.162,29
false,false,0.414,35
true,false,0.165,47
false,false,6.173,22
true,false,0.0,70
false,false,27.209,26
true,false,21.541,28
false,false,60.008,24
false,false,0.0,29
false,false,0.0,25
false,false,64.634,35
false,true,144.587,24
false,false,16.985,50
false,false,13.41,36
false,false,43.791,38
false,false,14.35,45
true,true,6.857,29
false,false,19.878,37
true,true,19.915,50
false,false,0.0,48
false,true,39.576,39
true,false,-0.2,48
false,false,77.807,53
false,false,7.527,35
false,false,41.096,30
false,true,80.984,42
false,false,1.302,62
true,false,0.0,27
false,false,0.0,23
false,false,37.683,29
false,false,5.468,33
true,true,35.658,58
false,false,17.063,26
true,false,18.021,25
false,false,30.088,34
false,false,0.762,46
false,false,2.361,34
false,false,11.795,27
true,false,0.0,24
false,false,3.044,23
false,true,13.851,45
false,false,1.0,56
false,false,18.694,26
false,false,40.71,40
false,false,5.619,30
false,false,0.0,34
false,false,26.612,25
false,false,-0.003,33
false,false,0.258,29
false,false,69.723,25
false,false,1.36,36
false,true,14.656,32
false,false,2.505,33
false,false,55.56,40
true,false,142.162,38
false,false,0.0,28
true,false,24.265,21
false,false,12.104,32
false,false,18.375,54
true,true,31.045,24
false,false,0.264,27
false,false,9.33,43
false,false,18.405,52
false,false,0.0,38
true,true,33.976,23
false,false,0.764,30
false,false,0.627,23
false,false,120.689,38
false,false,19.669,30
false,false,115.625,38
false,false,2.931,34
false,false,0.0,36
false,false,0.0,62
false,false,33.899,26
false,false,14.122,43
false,false,0.0,30
false,false,32.144,42
false,false,189.01,32
false,false,46.192,27
false,false,10.621,29
false,false,0.0,25
false,false,0.0,28
false,false,31.493,28
false,false,27.796,32
false,false,-0.311,55
false,false,16.706,22
false,false,0.0,36
false,true,43.402,26
true,false,175.057,40
false,true,212.403,28
false,false,72.821,25
false,true,8.561,61
false,false,30.177,45
true,false,48.354,40
false,false,0.0,27
false,false,87.046,31
false,false,0.346,27
false,false,12.907,23
false,false,121.179,50
false,true,129.081,45
false,false,81.024,34
false,false,0.626,46
false,false,24.386,52
false,false,0.39,38
false,false,42.852,29
false,false,0.497,25
false,false,135.92,31
false,false,84.519,30
false,false,-0.176,28
false,false,0.5,36
false,false,22.087,33
true,false,0.0,35
false,false,47.603,32
true,true,43.192,50
true,false,101.664,42
false,false,4.941,36
false,false,289.814,31
true,false,73.893,26
true,true,28.662,39
false,false,3.739,40
true,true,44.342,41
false,false,1.761,39
false,false,8.244,43
true,true,28.197,36
false,false,-0.613,32
true,false,23.994,25
false,false,26.486,25
false,false,1.109,24
false,false,3.002,43
false,false,13.908,35
false,false,78.669,31
false,false,0.0,27
false,false,-0.2,28
false,false,20.027,24
false,false,0.0,30
true,false,99.145,41
false,false,0.0,51
false,false,28.705,44
false,false,126.39,29
false,true,19.783,32
false,false,18.504,28
false,false,7.625,47
false,false,0.0,50
false,false,13.03,33
false,false,0.0,32
false,false,0.58,36
false,false,42.071,30
true,false,16.544,46
true,false,0.0,25
false,false,19.887,38
false,false,0.316,28
false,false,0.389,29
false,false,25.176,30
false,false,0.0,27
true,true,13.155,65
false,false,11.597,36
true,false,58.443,27
false,false,136.086,35
false,false,0.0,29
false,false,53.819,37
false,false,6.442,30
true,true,7.235,24
true,false,114.527,38
true,false,0.0,35
false,false,55.234,26
false,false,27.725,27
false,false,22.162,27
false,false,5.862,28
false,false,202.932,30
false,false,42.562,23
false,false,0.0,24
false,false,50.555,47
false,false,40.593,30
false,false,50.594,39
false,false,7.691,48
false,false,8.199,52
true,true,147.016,39
false,false,0.0,34
false,false,0.0,27
false,false,18.013,39
true,false,0.0,40
false,false,4.27,40
true,true,48.904,22
true,false,27.783,36
false,false,28.167,32
true,false,0.0,39
true,true,6.144,26
false,false,48.676,28
false,false,0.0,42
true,false,20.056,42
false,false,0.0,48
false,false,0.0,29
false,false,0.439,53
false,false,0.0,28
false,true,131.43,30
false,false,164.339,41
true,true,2.5,29
false,false,14.449,50
false,false,22.33,42
false,false,0.0,35
false,false,0.0,30
true,false,0.0,24
false,false,113.486,37
false,false,45.125,37
false,false,0.0,51
false,false,19.982,33
true,false,10.1,35
false,false,49.947,33
false,false,0.415,33
false,false,95.276,27
true,false,143.914,39
true,true,48.51,34
false,false,10.042,35
false,false,0.0,28
false,false,0.0,50
false,true,0.316,47
false,false,19.211,23
false,false,8.057,42
false,false,0.0,35
false,false,17.273,24
false,false,19.285,30
false,false,39.134,27
false,false,9.655,30
false,false,0.917,41
false,false,39.742,35
false,false,24.14,33
false,false,0.0,30
true,false,44.196,38
true,true,8.623,29
false,false,0.0,28
false,false,136.447,35
false,false,0.0,65
false,false,14.463,32
false,false,1.052,29
false,false,167.872,31
true,false,20.486,49
false,false,224.78,56
false,false,1.366,57
false,false,25.106,31
true,false,12.957,38
false,false,71.934,47
false,false,2.688,39
false,false,126.995,27
true,false,0.15,32
false,false,7.413,43
true,false,-0.659,33
true,false,19.864,23
false,false,5.625,31
false,false,177.113,45
true,true,41.601,32
true,true,43.962,29
false,false,2.518,46
false,false,103.524,28
false,false,25.091,23
false,false,96.226,32
false,false,128.895,48
true,false,9.254,58
false,false,12.631,41
false,false,146.194,42
false,false,59.816,51
false,false,5.587,37
false,false,55.138,25
true,true,169.625,36
false,false,0.589,25
false,false,50.758,43
false,false,37.405,40
false,false,19.036,35
false,true,0.39,50
false,false,0.264,49
false,false,165.588,37
false,true,45.417,27
false,false,108.493,29
false,false,45.4,24
false,false,0.0,34
true,true,109.109,44
false,false,7.263,22
false,false,68.257,40
false,false,0.0,42
false,false,7.857,45
false,false,43.334,51
false,false,0.0,51
false,false,14.619,28
false,false,0.0,33
false,false,182.122,34
false,false,14.465,37
false,false,49.746,58
false,false,0.0,30
true,false,36.877,42
false,true,19.218,30
true,false,0.316,33
false,false,29.065,46
false,false,10.22,51
false,false,122.894,26
true,true,10.085,43
false,false,20.502,37
true,false,25.006,30
true,false,29.122,22
true,true,19.288,33
false,true,10.362,36
false,false,60.086,35
false,false,65.862,29
false,false,568.638,42
true,false,30.016,46
false,false,0.0,30
false,false,0.493,53
false,true,53.29,24
false,false,25.935,26
false,true,249.107,28
false,false,0.0,30
false,true,11.258,26
true,false,69.018,29
false,false,0.0,39
true,false,20.216,30
true,false,71.579,26
true,false,0.0,50
false,false,0.846,38
false,false,107.735,27
false,false,0.3,34
false,false,10.969,43
false,false,328.958,29
true,false,92.044,28
false,false,0.0,38
true,false,69.737,39
false,true,27.042,35
false,false,24.318,34
false,false,171.825,45
false,true,11.739,22
false,false,47.592,28
false,false,0.0,34
true,false,25.646,39
false,false,117.66,33
false,false,10.0,23
false,false,0.0,33
false,false,108.837,31
false,false,171.645,28
false,false,0.391,42
false,false,5.889,36
false,false,86.728,46
false,false,45.262,30
false,true,26.414,25
false,true,0.668,32
true,true,1.038,37
false,false,45.923,45
false,false,32.122,32
false,false,14.772,24
false,false,43.418,28
true,false,30.427,46
true,true,127.64,27
true,false,0.0,28
false,false,0.0,25
false,true,51.131,34
false,false,5.403,39
true,false,0.0,27
false,false,1.7,29
false,false,5.018,30
false,false,0.0,51
false,false,8.738,36
false,true,25.691,25
false,false,122.574,32
true,false,26.51,36
false,false,19.269,42
false,false,1.185,31
false,false,57.757,40
false,false,26.686,28
false,false,2.297,35
true,true,49.05,23
false,false,106.628,28
true,true,81.63,29
false,false,10.131,36
true,false,0.0,22
false,false,27.738,24
false,false,42.601,27
false,false,221.26,29
false,false,0.333,27
true,false,22.954,24
false,false,21.43,23
false,false,162.626,26
false,false,29.022,47
false,false,0.0,36
false,false,86.061,27
false,false,0.0,25
false,false,29.519,37
false,false,9.862,30
false,false,0.0,31
false,false,190.086,30
false,false,7.075,36
false,false,89.751,27
false,false,24.879,38
false,false,119.733,45
false,false,29.276,37
false,false,0.95,43
false,false,5.919,42
true,false,0.0,41
false,false,7.301,32
false,false,0.826,28
true,true,20.482,39
false,false,57.2,40
false,false,0.0,32
false,false,15.087,28
false,false,25.43,50
false,false,92.455,48
false,false,65.208,36
false,false,20.695,41
false,false,36.335,40
false,false,0.0,57
false,false,144.042,44
false,false,40.868,43
true,false,29.797,27
false,false,123.227,39
true,true,25.859,39
false,false,68.988,58
false,false,1.341,50
true,true,61.974,34
true,false,0.0,29
false,false,193.337,31
false,false,43.382,30
false,false,14.611,39
true,false,23.293,35
false,false,15.574,38
false,true,11.654,40
false,false,17.912,53
false,true,70.841,29
false,false,7.489,23
false,false,188.016,23
false,false,7.593,31
false,false,76.232,34
false,false,117.411,42
false,false,149.655,36
true,false,0.146,44
false,false,61.882,31
false,false,167.416,38
false,false,24.99,28
true,false,0.953,45
false,false,19.821,32
false,false,10.804,52
false,false,19.0,30
false,false,15.62,36
false,false,0.0,40
false,false,0.0,36
false,false,119.304,29
true,false,17.906,27
false,false,1.261,55
true,false,40.341,53
true,false,4.986,34
false,false,27.817,38
true,false,10.4,47
false,false,12.382,40
true,false,4.402,36
false,false,8.349,36
true,false,0.0,53
false,false,16.928,39
false,false,18.901,37
false,false,15.183,29
false,false,3.664,46
true,false,0.0,34
false,false,0.739,34
false,false,85.407,30
true,false,0.0,47
false,false,20.048,29
false,false,0.0,28
false,false,0.399,30
true,true,18.647,24
true,false,17.199,24
false,false,18.088,55
false,false,14.454,32
false,false,0.0,47
false,false,20.467,24
false,false,9.82,29
false,true,17.66,24
false,false,7.14,40
true,false,0.0,37
false,false,0.0,38
true,true,59.226,32
false,false,1.32,27
false,false,1.195,32
false,false,2.791,31
false,false,0.0,24
false,false,0.78,23
false,false,3.039,29
true,true,34.398,28
false,false,20.477,30
false,false,112.505,30
false,false,8.911,33
false,false,1.03,27
false,false,25.752,21
false,false,0.0,29
false,false,28.776,23
false,false,-0.863,40
false,false,9.646,33
false,false,4.704,39
false,false,138.741,53
false,false,49.529,46
false,false,9.341,40
false,false,48.154,23
false,false,14.973,43
false,false,115.442,43
false,false,64.202,43
true,false,8.134,30
false,false,9.927,24
false,false,116.626,32
true,true,136.643,35
false,false,178.722,43
true,true,2.4,31
false,false,1.092,44
false,true,145.535,27
false,false,0.0,41
false,false,4.874,34
false,false,77.89,39
false,false,128.506,48
true,false,10.4,56
false,false,95.816,46
false,false,92.33,46
true,false,0.0,27
false,false,0.0,45
false,false,78.506,40
true,false,9.586,23
false,false,6.661,30
false,false,0.0,36
true,false,0.0,29
false,false,25.272,26
false,false,2.68,28
false,false,6.068,26
false,false,108.213,30
false,false,-0.177,40
true,false,-0.12,45
false,false,167.905,33
true,false,4.337,29
true,false,116.865,35
false,false,49.452,35
false,false,124.802,39
false,false,247.353,35
false,false,0.772,23
false,false,17.425,44
false,false,49.412,27
false,false,0.316,34
false,false,181.206,28
false,false,90.479,31
false,false,48.904,29
false,false,44.854,36
true,true,75.316,45
true,false,19.812,36
false,false,35.947,37
true,true,16.583,23
true,true,27.699,22
false,false,30.053,25
true,false,4.553,35
false,false,2.381,25
true,false,0.39,51
false,false,0.4,31
false,false,3.167,30
false,false,0.748,24
true,false,0.603,37
false,false,8.592,30
false,false,2.097,27
false,false,15.643,27
true,false,17.974,27
false,false,48.587,55
false,false,19.0,41
false,false,3.963,26
true,false,85.44,42
false,false,136.665,32
false,false,0.187,34
false,false,0.0,21
false,false,0.51,48
true,false,17.106,36
true,false,1.631,30
true,false,3.724,61
false,true,1.504,58
false,false,0.43,36
false,false,28.954,26
false,false,18.836,34
false,false,0.188,35
false,false,410.127,28
false,false,18.171,39
true,false,28.435,22
false,false,14.603,28
false,false,7.311,22
true,false,75.816,32
false,false,0.0,52
true,true,19.812,53
true,false,0.0,24
true,false,1.88,31
false,false,46.071,33
false,false,0.0,29
true,false,6.709,27
false,false,48.345,40
false,true,17.287,50
false,false,36.54,29
false,false,30.683,26
false,false,7.5,47
false,false,2.793,24
false,false,54.286,48
true,true,45.222,29
true,false,130.437,26
false,false,-1.336,34
true,true,7.117,26
false,false,8.348,32
true,true,141.447,36
false,false,37.77,25
false,false,54.013,26
false,false,34.155,26
false,false,9.372,35
false,false,25.923,25
false,false,20.302,38
true,false,86.067,29
true,false,0.0,27
true,false,35.665,49
true,false,0.434,29
false,false,36.313,24
true,false,8.949,26
false,false,66.578,52
false,false,0.0,37
false,false,72.049,28
false,false,1.602,50
true,true,25.595,44
false,false,39.36,49
false,false,0.0,34
true,false,27.697,23
true,true,16.523,26
false,false,77.783,36
false,true,8.356,28
false,false,13.692,38
false,false,26.234,25
false,false,0.412,28
false,false,0.0,30
false,false,0.0,33
false,false,58.995,49
false,false,14.246,38
false,false,14.063,32
false,false,9.526,30
false,false,78.872,30
false,false,43.324,27
false,false,0.316,32
false,false,38.6,38
false,false,8.646,32
true,false,0.0,52
false,false,0.28,33
false,false,89.723,40
false,false,106.617,69
false,false,0.0,47
false,false,5.946,50
false,false,0.0,32
false,false,18.405,25
false,false,8.923,31
false,false,38.353,27
true,true,11.594,25
true,false,0.0,32
true,false,0.0,35
false,true,157.601,27
true,false,49.507,37
false,false,0.0,41
false,false,30.103,47
false,false,99.961,32
false,false,6.635,38
true,false,114.052,47
false,false,181.986,25
true,false,-0.041,49
false,false,92.215,47
false,false,63.422,63
false,false,19.035,33
false,false,0.65,44
false,false,0.0,42
false,false,96.623,24
true,false,9.203,27
true,false,13.52,49
false,false,1.0,30
false,false,0.0,38
true,false,0.0,40
false,false,5.138,29
false,false,2.037,27
true,false,14.393,24
true,false,38.9,46
false,false,20.271,28
false,false,214.32,37
true,true,29.76,47
false,false,29.452,47
false,false,26.416,25
false,false,4.189,34
false,false,36.989,34
true,true,34.724,27
true,false,23.11,32
false,false,87.425,55
false,false,0.0,44
false,false,0.0,36
false,true,30.496,34
false,false,1.243,33
false,false,3.207,46
true,false,42.418,53
false,false,0.0,49
false,false,0.15,45
false,false,4.634,39
false,false,19.925,26
false,false,191.037,36
false,false,30.664,42
false,false,29.739,32
true,false,0.0,45
true,false,0.0,25
false,false,151.252,23
false,true,9.872,23
true,false,76.815,31
false,false,55.045,41
false,false,10.221,31
false,false,0.0,46
false,false,0.0,43
true,false,2.712,60
false,false,0.418,31
false,false,0.546,27
true,true,17.525,24
false,false,22.486,55
false,false,21.23,29
false,false,23.989,39
false,false,28.728,51
false,false,3.262,28
true,false,19.816,23
false,false,10.799,46
false,false,19.859,38
true,false,0.0,36
false,false,141.187,28
false,false,9.346,37
false,false,46.66,38
false,false,127.458,37
false,false,7.228,22
false,false,19.849,44
false,false,0.0,41
false,false,2.014,25
false,false,5.965,31
true,true,2.4,47
true,false,11.714,33
true,false,28.961,46
false,false,23.796,26
false,false,0.0,31
true,false,0.0,24
false,false,62.475,23
false,false,15.868,32
false,false,221.866,32
false,false,100.5,42
false,false,40.647,33
false,false,125.487,39
true,false,1.58,31
false,false,18.663,44
false,false,128.473,35
false,false,3.069,42
false,false,106.99,33
false,false,0.538,29
false,false,19.354,23
false,false,1.135,46
true,false,2.907,54
false,false,28.502,28
false,false,28.699,60
false,false,53.733,34
false,false,10.551,32
false,false,12.865,24
false,false,25.189,52
false,false,391.559,34
true,false,23.569,24
false,false,85.301,34
false,false,0.386,34
false,false,9.648,23
true,false,-0.286,33
false,false,4.74,43
false,false,23.57,24
false,false,0.0,26
false,false,0.0,32
false,false,2.318,34
false,false,48.145,50
true,false,0.0,32
false,false,1.697,26
false,false,0.0,47
true,false,13.793,43
false,false,152.47,30
false,false,36.436,44
false,false,0.0,37
false,false,64.916,36
true,false,1.612,46
false,false,130.478,34
false,false,83.535,36
false,false,72.869,41
false,false,38.505,36
false,false,15.081,36
true,false,30.073,29
true,true,81.931,29
false,false,0.0,25
true,false,3.044,33
false,false,0.811,24
false,false,0.0,31
false,false,20.367,28
false,false,16.271,54
false,false,3.277,44
true,false,109.479,36
false,false,13.235,41
false,false,8.693,40
false,false,66.309,27
true,true,0.333,25
false,false,47.743,31
false,false,0.0,50
true,false,35.976,34
false,false,3.002,43
false,false,14.0,24
false,false,1.913,22
true,true,16.247,45
false,false,-1.9,29
false,false,9.617,43
false,true,22.738,22
false,false,25.908,26
true,false,4.234,48
false,false,76.2,29
false,false,0.0,39
true,false,42.854,26
false,false,28.061,39
false,false,34.173,37
false,false,0.678,26
false,false,0.54,39
false,false,52.229,34
true,true,30.529,26
false,false,19.417,25
false,false,165.582,38
true,false,0.843,32
false,false,0.0,28
false,false,52.833,27
false,false,157.632,41
false,false,136.581,37
false,false,0.0,25
false,false,107.788,34
false,false,0.0,28
false,false,30.445,36
false,false,46.702,44
false,false,0.0,36
true,false,-0.472,39
false,true,142.254,28
false,false,2.606,41
false,false,106.396,39
false,false,1.5,22
false,false,3.57,37
true,false,-0.15,34
false,false,73.154,33
false,false,188.547,43
false,false,30.404,22
false,false,0.0,27
false,false,16.928,27
false,false,0.0,23
true,false,8.534,25
true,false,139.945,27
false,false,11.805,29
false,false,161.937,53
true,true,222.356,41
false,false,19.901,24
false,true,30.074,25
false,false,56.917,29
false,false,15.549,29
false,false,19.056,24
false,false,0.0,24
false,false,23.504,26
true,false,60.317,30
true,false,0.0,30
false,false,5.695,29
false,false,1.099,34
false,false,28.871,25
false,false,28.654,30
false,false,0.0,36
false,false,30.861,39
true,false,19.792,24
false,false,251.54,51
false,true,1.85,40
false,false,29.578,38
false,false,20.066,60
false,false,0.38,53
false,false,0.0,27
false,true,0.54,53
false,false,40.581,28
true,true,48.797,37
false,true,25.258,36
false,false,17.303,31
false,false,11.107,51
true,false,4.374,26
true,false,9.744,50
false,false,8.191,28
false,false,1.526,29
false,false,0.39,50
false,false,12.753,42
false,false,0.768,49
true,true,7.082,25
false,false,0.0,59
true,false,8.668,64
false,false,0.0,49
false,false,1.801,49
false,false,0.0,37
true,true,17.961,51
false,false,28.789,24
false,false,8.339,40
false,false,7.942,24
false,false,33.351,36
false,false,28.87,41
false,false,3.192,33
true,true,30.52,23
false,true,67.747,36
false,false,10.178,34
false,false,0.0,28
false,false,34.457,39
false,false,0.898,48
false,false,73.537,61
false,false,15.916,40
false,false,0.799,35
true,false,0.39,33
false,true,29.98,37
false,false,198.171,34
true,false,36.687,37
true,false,3.019,45
false,false,48.764,32
false,false,10.332,27
false,false,5.073,35
true,false,0.0,41
false,false,220.586,35
false,false,0.22,31
false,false,0.0,32
true,false,0.0,32
true,true,22.68,24
true,false,0.0,66
false,false,0.781,51
true,false,0.0,22
false,false,0.0,33
false,false,125.483,38
false,false,34.265,56
false,false,8.44,21
false,false,0.0,24
false,false,163.444,36
false,false,47.22,29
false,false,18.149,42
false,false,80.225,26
true,true,40.607,52
true,false,4.433,29
true,false,0.0,31
false,false,1.912,29
false,false,46.319,26
false,false,0.0,35
false,false,7.357,22
false,false,2.376,40
false,false,36.483,51
true,false,0.0,42
false,false,2.656,33
true,false,105.706,30
true,false,9.341,24
false,false,1.473,44
false,false,81.548,45
true,false,0.0,37
false,false,38.981,37
false,false,0.222,42
false,false,0.891,24
false,false,1.44,25
false,false,18.83,37
true,true,6.074,41
false,false,0.0,28
false,false,177.257,26
false,false,322.581,33
true,false,0.399,28
false,false,141.916,52
true,true,15.306,24
false,false,18.601,43
false,false,19.65,38
true,false,42.918,26
false,false,2.08,43
false,true,59.39,30
false,false,2.937,26
false,false,48.074,39
false,false,0.0,36
false,false,80.071,28
true,false,4.687,32
false,false,56.825,29
false,false,0.99,33
false,false,90.492,33
false,true,4.792,24
true,false,20.325,27
false,false,63.919,29
false,false,8.669,55
false,false,2.162,40
false,false,19.529,47
false,false,66.745,36
false,false,103.909,34
true,true,48.085,25
false,false,24.354,49
false,false,27.665,25
true,false,1.205,46
false,false,1.261,38
true,false,28.805,22
false,false,17.273,24
false,false,0.82,34
false,false,1.56,45
false,false,40.502,28
false,false,27.853,51
false,true,1.996,42
false,false,29.725,27
false,false,67.036,30
true,false,9.306,23
false,false,18.559,38
false,false,7.128,33
false,false,55.112,38
false,false,92.182,43
false,false,25.334,34
false,true,18.967,51
false,false,193.978,41
false,false,2.001,27
false,false,3.895,31
true,true,8.372,29
false,false,173.76,34
false,false,0.0,31
true,false,174.532,42
false,false,34.525,43
false,false,0.0,34
false,false,0.0,46
true,true,51.391,36
true,false,31.871,30
false,false,18.804,29
false,false,76.185,26
false,false,147.69,67
false,false,44.8,30
false,false,26.111,35
false,false,65.706,28
true,false,95.516,42
false,false,0.0,24
false,false,9.187,53
false,false,0.0,40
false,false,28.819,28
false,false,0.226,39
false,false,43.538,30
true,false,0.0,28
false,false,10.043,30
true,true,58.508,29
false,false,8.79,44
false,false,19.45,46
false,false,5.897,45
false,false,1.498,37
false,false,110.234,44
true,false,0.0,47
false,false,8.783,45
false,false,113.504,31
false,false,190.436,31
false,false,10.0,30
false,false,16.349,34
false,true,13.564,31
true,false,36.428,23
false,false,72.706,37
false,false,9.044,23
false,false,40.17,41
false,false,153.907,42
false,false,9.574,23
false,false,2.9,26
true,false,0.0,27
true,false,162.091,37
false,false,123.355,33
false,false,4.969,43
false,false,45.782,30
false,false,5.482,41
false,false,76.224,34
false,false,12.399,29
false,false,0.0,43
false,false,49.206,42
false,false,-0.342,33
false,true,1.536,34
false,false,40.319,44
false,false,1.017,29
false,false,143.319,35
false,false,7.63,41
false,false,32.581,34
false,false,62.168,37
true,false,3.745,39
false,false,3.288,36
false,false,17.691,44
false,false,48.595,30
false,false,0.435,49
false,false,0.381,31
true,true,80.518,31
false,false,0.93,46
true,false,1.596,35
false,false,0.0,36
false,false,21.27,31
false,false,23.764,36
true,false,29.348,25
true,false,0.0,33
false,false,13.927,48
true,true,150.746,35
false,false,0.0,58
true,false,3.402,32
false,false,0.0,26
false,false,0.571,41
true,false,260.419,48
true,true,82.73,29
false,false,20.009,43
false,false,20.039,69
false,false,29.618,56
true,true,24.087,31
true,false,17.162,51
false,false,-0.004,31
true,true,180.145,34
false,false,42.21,42
false,false,1.373,51
true,false,0.0,51
true,false,30.0,27
false,false,44.213,37
false,false,16.213,25
false,false,0.416,27
false,false,11.819,39
false,false,2.829,22
true,false,29.699,24
false,false,51.239,54
true,true,21.521,36
false,false,0.0,25
true,true,75.133,24
true,false,-2.629,30
false,false,-0.796,25
false,false,24.649,45
true,false,40.424,36
false,false,85.168,31
false,false,14.832,44
true,false,0.0,52
false,false,2.436,45
false,false,0.412,52
true,false,3.11,31
false,false,16.576,36
false,false,37.745,54
false,false,4.77,53
true,true,1.239,25
false,false,0.0,30
false,false,17.544,31
true,false,0.0,39
false,false,47.126,25
false,false,10.252,50
false,false,0.39,53
false,false,55.732,30
false,false,23.818,42
false,false,1.572,28
false,false,0.0,57
false,false,1.996,43
false,false,99.328,28
false,false,-5.91,22
true,false,183.779,46
true,true,49.7,34
false,false,10.769,26
false,false,63.275,32
false,false,54.366,24
true,false,5.415,27
true,false,0.0,29
false,false,10.745,34
false,false,29.213,27
false,true,48.39,27
false,false,188.876,53
false,true,139.13,29
false,false,1.729,35
true,true,30.404,33
false,false,0.0,31
true,false,0.0,35
false,false,4.818,34
false,false,0.0,53
true,true,53.625,26
true,false,0.5,32
false,true,104.433,51
true,false,0.0,47
false,false,115.158,29
